cname,ccode,ccodealp,ccodecow,ccodewb,aii_acc,aii_aio,aii_cilser,aii_elec,aii_pubm,aii_q01,aii_q02,aii_q03,aii_q04,aii_q05,aii_q06,aii_q07,aii_q08,aii_q09,aii_q10,aii_q11,aii_q12,aii_q13,aii_q14,aii_q15,aii_q16,aii_q17,aii_q18,aii_q19,aii_q20,aii_q21,aii_q22,aii_q23,aii_q24,aii_q25,aii_q26,aii_q27,aii_q28,aii_q29,aii_q30,aii_q31,aii_q32,aii_q33,aii_q34,aii_q35,aii_q36,aii_q37,aii_q38,aii_q39,aii_q40,aii_q41,aii_q42,aii_q43,aii_q44,aii_q45,aii_q46,aii_q47,aii_q48,aii_q49,aii_q50,aii_q51,aii_q52,aii_q53,aii_q54,aii_q55,aii_q56,aii_q57,aii_q58,aii_q59,aii_rol,fh_aor,fh_cl,fh_ep,fh_feb,fh_fog,fh_ipolity2,fh_pair,fh_polity2,fh_ppp,fh_pr,fh_rol,fh_status,fhn_fotnloc,fhn_fotnota,fhn_fotnsc,fhn_fotnst,fhn_fotnvur,fhp_mcei5,fhp_mclr5,fhp_mcpp5,fhp_score5,fhp_status5,gcb_bed,gcb_bj,gcb_bland,gcb_bmed,gcb_bper,gcb_bpol,gcb_br,gcb_brcr,gcb_brnc,gcb_btax,gcb_butil,gcb_fcbad,gcb_fcwell,gcb_orcag,gcb_orcdis,gcb_pb,gcb_pcbmost,gcb_pcbsome,gcb_pcgomost,gcb_pcgosome,gcb_pcjmost,gcb_pcjsome,gcb_pclgcmost,gcb_pclgcsome,gcb_pclmost,gcb_pclsome,gcb_pcord,gcb_pcori,gcb_pcpmost,gcb_pcpolmost,gcb_pcpolsome,gcb_pcpsome,gcb_pcrmost,gcb_pcrsome,gcb_pctaxmost,gcb_pctaxsome,gcb_ped,gcb_pfcaag,gcb_pfcdis,gcb_pj,gcb_pmed,gcb_pmedia,gcb_pmil,gcb_pngo,gcb_poff,gcb_ppa,gcb_pparl,gcb_ppol,gcb_prel,gcb_sarcag,gcb_sarcdis,gcb_wsdag,gcb_wsddis,vdem_corr,vdem_delibdem,vdem_dl_delib,vdem_edcomp_thick,vdem_egal,vdem_egaldem,vdem_elvotbuy,vdem_exbribe,vdem_excrptps,vdem_execorr,vdem_exembez,vdem_exthftps,vdem_gcrrpt,vdem_gender,vdem_jucorrdc,vdem_libdem,vdem_liberal,vdem_mecorrpt,vdem_partip,vdem_partipdem,vdem_polyarchy,vdem_pubcorr,who_alcohol10,who_dwrur,who_dwtot,who_dwurb,who_halef,who_halem,who_halet,who_homf,who_homm,who_homt,who_infmortf,who_infmortm,who_infmortt,who_lef,who_lem,who_let,who_matmort,who_mrf,who_mrm,who_mrt,who_roadtrd,who_sanitrur,who_sanittot,who_saniturb,who_suif,who_suim,who_suit,wdi_gdpgr,wdi_gdppppcon2011,wdi_gini,pwt_rgdp,bti_eo,bti_eos,wdi_pop,wdi_pop14,wdi_pop1564,wdi_pop65,wdi_popden,wdi_popf,wdi_popgr,wdi_poprul,wdi_poprulgr,wdi_popurb,wdi_popurbagr,p_polity2
Kenya,404,KEN,501,404,85.714287,53.947369,33.333332,75,77.5,100,100,100,100,100,0,75,75,75,100,100,75,50,100,100,0,100,75,100,100,50,50,75,100,100,50,100,75,50,50,100,100,50,50,0,0,100,50,50,0,100,50,75,100,0,0,25,100,50,100,0,25,50,100,25,25,75,75,50,80.555557,7,4,7,10,5,7.25,7,7.25,10,4,5,2,7,7,29,1,15,17,17,24,58,2,0.2270147502422333,0.5629370808601379,0.362162172794342,0.3283261656761169,0.5299999713897705,0.7735124826431274,0.3300000131130219,0.8799999952316284,0.3700000047683716,0.2761904895305634,0.1994818598031998,0.699999988079071,0.2700000107288361,NA,NA,2.723034620285034,0.3799999952316284,0.4699999988079071,0.4600000083446503,0.4900000095367432,0.3300000131130219,0.5899999737739563,0.3600000143051147,0.5799999833106995,0.449999988079071,0.5,0.1800000071525574,0.6399999856948853,0.2700000107288361,0.75,0.2300000041723251,0.6399999856948853,0.1299999952316284,0.8299999833106995,0.3400000035762787,0.5,2.9936363697052,0.5799999833106995,0.3499999940395355,3.572887659072876,3.165013551712036,2.02626633644104,3.001908302307129,2.342333555221558,3.658447504043579,3.522705316543579,4.033976078033447,4.765919208526611,2.099361896514893,NA,NA,NA,NA,0.7319999933242798,0.3819999992847443,0.6959999799728394,0.5429999828338623,0.5379999876022339,0.3050000071525574,0.9300000071525574,1.144000053405762,1.483000040054321,0.7210000157356262,1.389000058174133,-0.9620000123977661,1.090000033378601,0.6980000138282776,2.114000082015991,0.3810000121593475,0.6769999861717224,2.427999973297119,0.6259999871253967,0.3510000109672546,0.5040000081062317,0.6729999780654907,1.860000014305115,NA,NA,51,60.79999923706055,57,58.90000152587891,2,8.699999809265137,5.300000190734863,29,35.70000076293945,32.40000152587891,68.9000015258789,64.4000015258789,66.69999694824219,346,184,256,219,27.79999923706055,NA,NA,NA,2.099999904632568,9.699999809265137,5.599999904632568,5.878949165344238,141832323072,40.79999923706055,146399.05,5,6,49051688,40.90195083618164,56.92169952392578,2.176349878311157,86.18562316894531,50.32315826416016,2.421143293380737,73.8949966430664,1.818050742149353,26.10499954223633,4.148294925689697,9
"Korea, North",408,PRK,731,408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,0,0,0,0,3,0,0,7,0,3,NA,NA,NA,NA,NA,29,30,39,98,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7379999756813049,0.0109999999403954,0.017000000923872,0.1439999938011169,0.3240000009536743,0.0890000015497208,3.591000080108643,0.4469999969005585,0.4810000061988831,0.8740000128746033,0.8050000071525574,-1.524999976158142,2.473000049591064,0.3079999983310699,1.371000051498413,0.0109999999403954,0.0209999997168779,0.0359999984502792,0.0520000010728836,0.0179999992251396,0.0839999988675117,0.8840000033378601,3.349999904632568,50,67,77,66.9000015258789,62.09999847412109,64.5999984741211,3.200000047683716,5.599999904632568,4.400000095367432,13.39999961853027,16.70000076293945,15.10000038146973,75.5,68.19999694824219,71.9000015258789,90,98,166,132,20.79999923706055,7,NA,NA,8,14.80000019073486,10.60000038146973,NA,NA,NA,NA,2,2,25307744,20.70147132873535,69.62979888916016,9.668730735778809,210.1797485351563,51.09843063354492,0.4908194839954376,38.52899932861328,-0.011434281244874,61.47100067138672,0.806914746761322,-10
"Korea, South",410,KOR,732,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2,11,13,8,8.666666,13,8.666666,13,2,13,1,13,3,35,2,19,9,11,14,34,2,0.0655172392725945,NA,NA,0.0112359551712871,0.0150150153785944,0.0491803288459778,0.0199999995529652,0.6700000166893005,0.0299999993294477,0.0092307692393661,0.0134529145434499,0.7599999904632568,0.1400000005960464,0.7099999785423279,0.1800000071525574,3.188730478286743,0.6000000238418579,0.3400000035762787,0.6899999976158142,0.2700000107288361,0.4099999964237213,0.5099999904632568,0.6700000166893005,0.2800000011920929,0.7900000214576721,0.1899999976158142,0.1700000017881393,0.5,0.4600000083446503,0.4099999964237213,0.5299999713897705,0.449999988079071,0.3499999940395355,0.5799999833106995,0.4300000071525574,0.4799999892711639,3.027008771896362,0.6600000262260437,0.25,3.233378648757935,2.892640113830566,3.179417848587036,3.052953243255615,2.79178261756897,3.238223314285278,3.88828706741333,3.774237394332886,3.196500778198242,3.358606576919556,0.699999988079071,0.1899999976158142,0.5600000023841858,0.3499999940395355,0.2310000061988831,0.5320000052452087,0.7279999852180481,0.8080000281333923,0.878000020980835,0.6029999852180481,3.674000024795532,2.105000019073486,2.635999917984009,0.4490000009536743,2.280999898910522,0.8970000147819519,2.684999942779541,0.8519999980926514,3.184999942779541,0.6069999933242798,0.878000020980835,3.217000007629395,0.5569999814033508,0.4350000023841858,0.6959999799728394,0.2259999960660934,9.0600004196167,NA,98,NA,75.0999984741211,70.69999694824219,73,0.8999999761581421,1.600000023841858,1.299999952316284,2.700000047683716,3.099999904632568,2.900000095367432,85.5999984741211,79.5,82.69999694824219,11,36,85,61,9.800000190734863,NA,100,NA,11.60000038146973,29.60000038146973,20.20000076293945,2.929304838180542,1794645688320,NA,1830217.4,7,9,51245708,13.49793148040771,73.16413116455078,13.33794021606445,525.65625,49.89793395996094,0.4513180553913116,18.4379997253418,0.8425772786140442,81.56199645996094,0.3630812764167786,8
Kuwait,414,KWT,690,414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,2,6,4,2.4166665,6,2.4166665,7,5,7,2,NA,NA,NA,NA,NA,16,21,23,60,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5659999847412109,0.3149999976158142,0.7919999957084656,0.3470000028610229,0.6179999709129333,0.2409999966621399,1.184000015258789,1.328999996185303,1.54200005531311,0.621999979019165,1.925999999046326,0.046000000089407,1.154000043869019,0.4990000128746033,2.812999963760376,0.2739999890327454,0.7229999899864197,2.266000032424927,0.3100000023841858,0.1430000066757202,0.3079999983310699,0.527999997138977,0.0099999997764826,NA,100,NA,66.19999694824219,66.30000305175781,66.30000305175781,1.100000023841858,3.900000095367432,2.700000047683716,6.5,7.699999809265137,7.099999904632568,76,73.9000015258789,74.80000305175781,12,57,93,79,17.60000038146973,NA,100,NA,1.700000047683716,2.5,2.200000047683716,2.926121234893799,277394849792,NA,280643.09,6,7,3956873,21.29713439941406,76.46089172363281,2.241971254348755,222.0467376708984,40.69388961791992,3.113053798675537,0,NA,100,3.113053798675537,-7
Kyrgyzstan,417,KGZ,703,417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,9,4,5.9166665,7,5.9166665,6,5,4,2,9,10,37,2,18,20,20,27,67,3,0.4745098054409027,NA,0.341317355632782,0.3838862478733063,0.2879746854305267,0.606217622756958,24,64,38,0.25663715600967407,0.061872910708189,0.5799999833106995,0.3199999928474426,0.449999988079071,0.2199999988079071,3.584028720855713,0.5199999809265137,0.3600000143051147,0.5400000214576721,0.3100000023841858,0.6200000047683716,0.25,0.5099999904632568,0.3600000143051147,0.5,0.3300000131130219,NA,NA,0.3499999940395355,0.5899999737739563,0.300000011920929,0.4399999976158142,0.25,0.5299999713897705,0.5400000214576721,0.3199999928474426,4.373291492462158,0.4900000095367432,0.2800000011920929,4.608510494232178,4.260042190551758,3.080528736114502,3.668329238891602,2.891184568405151,4.621390342712402,4.206385612487793,4.243589878082275,4.587117195129395,2.401554346084595,0.4900000095367432,0.2199999988079071,0.4399999976158142,0.239999994635582,0.8820000290870667,0.4180000126361847,0.847000002861023,0.5329999923706055,0.6019999980926514,0.3199999928474426,1.708999991416931,0.7820000052452087,0.7360000014305115,0.796999990940094,1.097000002861023,-1.797000050544739,0.2230000048875809,0.8690000176429749,1.542999982833862,0.3230000138282776,0.6060000061988831,2.910000085830688,0.4819999933242798,0.2689999938011169,0.4629999995231628,0.8650000095367432,3.910000085830688,54,68,94,66.4000015258789,60.70000076293945,63.5,2.5,9.300000190734863,5.800000190734863,16.60000038146973,21,18.89999961853027,75.19999694824219,67.69999694824219,71.4000015258789,63,100,224,162,15.39999961853027,NA,NA,NA,3.700000047683716,14.80000019073486,9.100000381469727,4.300000190734863,20090089472,26.79999923706055,28689.061,5,6,6079500,31.91876220703125,63.72269821166992,4.358538150787354,31.69708061218262,50.51769638061523,2.037224531173706,64.055999755859375,1.776863694190979,35.94400024414063,2.502902030944824,7
Laos,418,LAO,812,418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,4,1,1.1666666,5,1.1666666,0,7,2,3,NA,NA,NA,NA,NA,25,26,34,85,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8709999918937683,0.0419999994337559,0.1630000025033951,0.1480000019073486,0.3650000095367432,0.1019999980926514,2.121000051498413,0.4120000004768372,0.6940000057220459,0.8109999895095825,1.536999940872192,-1.192999958992004,0.9100000262260437,0.5479999780654907,1.319000005722046,0.0820000022649765,0.2949999868869781,0.2020000070333481,0.1979999989271164,0.0570000000298023,0.0890000015497208,0.8230000138282776,6.809999942779541,10,16,26,58.79999923706055,56.90000152587891,57.90000152587891,4,10.10000038146973,7,35.70000076293945,44.90000152587891,40.40000152587891,67.4000015258789,64.19999694824219,65.80000305175781,196,171,215,193,16.60000038146973,53,56,61,6.099999904632568,12.89999961853027,9.300000190734863,7.023091793060303,41044987904,NA,44994.746,5,7,6845846,33.20571517944336,62.88211822509766,3.912168025970459,29.661376953125,49.7992057800293,1.540943503379822,66.26399993896484,0.5976826548576355,33.73600006103516,3.419998645782471,-7
Lebanon,422,LBN,660,422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,3,11,2,6.083333,7,6.083333,9,5,5,2,12,14,46,2,20,15,20,21,56,2,NA,NA,NA,NA,NA,NA,0.1299999952316284,0.4699999988079071,0.2800000011920929,NA,NA,0.7599999904632568,0.2199999988079071,0.6100000143051147,0.2800000011920929,3.839177846908569,0.6399999856948853,0.300000011920929,0.7900000214576721,0.1599999964237213,0.5199999809265137,0.4099999964237213,0.6700000166893005,0.2700000107288361,0.7900000214576721,0.1599999964237213,0.0199999995529652,0.9200000166893005,0.6899999976158142,0.4099999964237213,0.5299999713897705,0.25,0.4199999868869781,0.5299999713897705,0.800000011920929,0.1500000059604645,3.79272723197937,0.5099999904632568,0.4199999868869781,3.848300933837891,3.813784837722778,3.759708642959595,3.625907897949219,3.658924102783203,3.783454895019531,3.819512128829956,3.794437646865845,3.706310749053955,3.740560293197632,0.5099999904632568,0.3700000047683716,0.4099999964237213,0.4699999988079071,0.7200000286102295,0.4239999949932098,0.7699999809265137,0.6119999885559082,0.621999979019165,0.3600000143051147,0.8519999980926514,1.307000041007996,0.8730000257492065,0.675000011920929,1.527999997138977,-0.6019999980926514,1.519000053405762,0.578000009059906,1.993000030517578,0.3240000009536743,0.5400000214576721,2.154999971389771,0.4839999973773956,0.2989999949932098,0.5490000247955322,0.734000027179718,1.210000038146973,NA,48,NA,66.80000305175781,65.5,66.0999984741211,1.899999976158142,7.099999904632568,4.5,6.599999904632568,7.099999904632568,6.800000190734863,77.69999694824219,75.0999984741211,76.30000305175781,29,83,105,96,18.10000038146973,NA,21,NA,2.200000047683716,4.199999809265137,3.200000047683716,1.605524659156799,78902468608,NA,82991.32,4,5,6711121,26.99338912963867,66.48664093017578,6.519968509674072,656.0235595703125,49.70204544067383,2.694903373718262,11.73400020599365,1.340529322624207,88.26599884033203,2.876342058181763,6
Lesotho,426,LSO,570,426,67.85714,23.68421,25,60,45,100,50,25,50,100,0,50,50,0,100,100,50,50,50,0,25,100,25,100,25,100,50,25,100,25,0,100,0,25,25,50,100,0,25,0,0,100,25,25,0,0,25,50,0,0,0,0,0,0,0,0,75,50,0,25,50,75,50,50,47.222221,7,3,10,12,6,7.833333,9,7.833333,11,3,9,2,NA,NA,NA,NA,NA,16,13,22,51,2,NA,NA,NA,NA,NA,NA,0.0399999991059303,0.7200000286102295,0.0500000007450581,NA,NA,0.4099999964237213,0.4699999988079071,NA,NA,NA,0.300000011920929,0.4199999868869781,0.2800000011920929,0.5299999713897705,0.1599999964237213,0.5699999928474426,0.2000000029802322,0.6100000143051147,0.1899999976158142,0.6000000238418579,0.2599999904632568,0.5699999928474426,0.1700000017881393,0.3799999952316284,0.4600000083446503,0.5899999737739563,0.0500000007450581,0.7599999904632568,0.1899999976158142,0.4099999964237213,NA,0.6000000238418579,0.3600000143051147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5590000152587891,0.4149999916553497,0.7170000076293945,0.7070000171661377,0.8159999847412109,0.4909999966621399,2.00600004196167,1.672999978065491,1.534000039100647,0.515999972820282,2.273000001907349,-0.2469999939203262,2.089999914169312,0.8270000219345093,2.032000064849854,0.4339999854564667,0.7239999771118164,2.651000022888184,0.5789999961853027,0.375,0.5879999995231628,0.5690000057220459,2.880000114440918,NA,NA,NA,47.90000152587891,45,46.59999847412109,15,56.20000076293945,35,63.29999923706055,76.80000305175781,70.30000305175781,54.59999847412109,51,52.90000152587891,559,445,536,483,28.89999961853027,NA,NA,NA,32.59999847412109,22.70000076293945,28.89999961853027,3.178986310958862,6091190272,NA,6101.4277,5,5,2075001,33.2251091003418,61.9357795715332,4.839110851287842,68.34654235839844,50.78916549682617,0.7731008529663086,72.68299865722656,0.2119375467300415,27.3169994354248,2.281721591949463,8
Latvia,428,LVA,367,428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2,12,15,9,9.083334,12,9.083334,15,1,12,1,NA,NA,NA,NA,NA,11,7,8,26,1,0.0760233923792839,NA,0.0948275849223137,0.2383177578449249,0.0638297870755196,0.2455089837312698,14,91,15,0.0233333334326744,0.0179533213376999,0.7099999785423279,0.0700000002980232,0.4900000095367432,0.3100000023841858,3.365432024002075,0.119999997317791,0.4799999892711639,0.2099999934434891,0.449999988079071,0.1299999952316284,0.4699999988079071,0.1400000005960464,0.4799999892711639,0.239999994635582,0.4399999976158142,NA,NA,0.1500000059604645,0.1800000071525574,0.5,0.3499999940395355,0.0700000002980232,0.4099999964237213,0.1599999964237213,0.4199999868869781,2.518337488174438,0.3100000023841858,0.5299999713897705,3.46616530418396,3.442714214324951,2.982311248779297,2.279770374298096,2.42241382598877,3.82263708114624,4.032644271850586,3.660529375076294,3.477192878723145,2.145480155944824,0.4000000059604645,0.4000000059604645,0.3700000047683716,0.4399999976158142,0.1439999938011169,0.7039999961853027,0.8450000286102295,0.8650000095367432,0.8809999823570251,0.7379999756813049,3.617000102996826,3.5,2.892999887466431,0.063000001013279,3.585999965667725,0.8650000095367432,2.684000015258789,0.9470000267028809,3.019999980926514,0.7459999918937683,0.8930000066757202,3.693000078201294,0.7429999709129333,0.6520000100135803,0.8370000123977661,0.1800000071525574,11.1899995803833,NA,95,NA,69.5,62.40000152587891,66.19999694824219,3.5,9,6,3.599999904632568,4.099999904632568,3.900000095367432,79.5999984741211,70,75,26,84,225,154,9.300000190734863,76,85,90,5.099999904632568,31,17.20000076293945,2.06438136100769,46459998208,34.20000076293945,44402.949,8,8,1959537,15.22859668731689,65.0915298461914,19.67987060546875,31.51394271850586,54.11993789672852,-0.9138853549957275,31.97900009155273,-1.042043209075928,68.02100372314453,-0.853577196598053,8
Liberia,430,LBR,450,430,75,48.684212,54.166668,50,72.5,100,50,25,100,100,0,25,75,75,100,100,75,50,50,100,0,100,50,100,25,50,50,25,100,100,75,100,75,0,25,100,100,25,50,100,0,100,75,50,0,100,25,50,0,0,0,0,100,50,100,25,75,50,0,50,100,100,50,50,61.111111,8,4,9,11,7,6.916667,8,6.916667,12,3,7,2,NA,NA,NA,NA,NA,21,17,22,60,2,0.7303225994110107,0.7779527306556702,0.381205677986145,0.3970588147640228,0.5279502868652344,0.7586206793785095,0.5699999928474426,0.8299999833106995,0.6899999976158142,0.5610465407371521,0.47826087474823,0.8100000023841858,0.1800000071525574,NA,NA,3.919387817382813,0.6100000143051147,0.3700000047683716,0.699999988079071,0.2800000011920929,0.5600000023841858,0.4199999868869781,0.550000011920929,0.4300000071525574,0.6800000071525574,0.3100000023841858,0.0599999986588955,0.7300000190734863,0.6299999952316284,0.7699999809265137,0.2199999988079071,0.3499999940395355,0.3300000131130219,0.6499999761581421,0.6800000071525574,0.300000011920929,4.457953453063965,0.4300000071525574,0.449999988079071,4.535641670227051,3.627551078796387,3.517382383346558,3.428425312042236,3.129724264144897,3.537373781204224,3.974489688873291,4.67991828918457,4.744659423828125,2.237218856811523,NA,NA,NA,NA,0.8059999942779541,0.5460000038146973,0.8600000143051147,0.6579999923706055,0.5550000071525574,0.3869999945163727,1.485999941825867,1.526999950408936,0.8420000076293945,0.5740000009536743,2.039999961853027,-0.6779999732971191,0.9729999899864197,0.8040000200271606,1.027999997138977,0.4690000116825104,0.7319999933242798,2.055000066757202,0.4569999873638153,0.328000009059906,0.6100000143051147,0.7450000047683716,3.509999990463257,NA,NA,NA,55.09999847412109,53.90000152587891,54.5,4.699999809265137,15.10000038146973,10,51.29999923706055,61.90000152587891,56.70000076293945,63.90000152587891,62,62.90000152587891,661,212,249,230,35.90000152587891,NA,NA,NA,13,13.80000019073486,13.39999961853027,-1.599584102630615,5394925056,35.29999923706055,4187.1045,4,5,4586788,41.80320739746094,55.00033187866211,3.196464061737061,47.62030792236328,49.81056594848633,2.529283046722412,49.74599838256836,1.660654902458191,50.25400161743164,3.396626949310303,6
Libya,434,LBY,620,434,35.714287,13.157895,25,30,25,0,25,50,50,100,0,75,0,0,100,0,0,50,0,0,0,100,0,100,0,0,0,50,100,0,0,0,0,0,0,25,100,0,25,0,0,100,25,25,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,50,0,0,33.333332,2,6,1,4,0,2.9166667,4,2.9166667,2,7,0,3,12,20,54,2,22,20,22,35,77,3,0.3647912740707397,0.1990740746259689,0.4226804077625275,0.3610503375530243,0.5265588760375977,0.4203296601772308,NA,NA,NA,0.5411471128463745,0.664536714553833,NA,NA,NA,NA,2.623239517211914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.213132381439209,NA,NA,2.73897910118103,3.189189195632935,3.071661233901978,2.807954549789429,2.63819694519043,3.260679006576538,3.028409004211426,2.962879657745361,3.239527463912964,3.077519416809082,NA,NA,NA,NA,0.7940000295639038,0.2649999856948853,0.7089999914169312,0.3230000138282776,0.6000000238418579,0.2259999960660934,2.539000034332275,1.187999963760376,0.9419999718666077,0.6710000038146973,1.672999978065491,-1.064000010490417,1.514000058174133,0.5329999923706055,1.067000031471252,0.1979999989271164,0.5239999890327454,2.852999925613403,0.4490000009536743,0.1790000051259995,0.2860000133514404,0.7720000147819519,0,NA,NA,NA,64.19999694824219,60.5,62.29999923706055,1,3.900000095367432,2.5,9.699999809265137,12.19999980926514,11,75,69,71.9000015258789,73,103,196,150,26.10000038146973,NA,26,NA,2.299999952316284,8.699999809265137,5.5,-2.795468807220459,89983795200,NA,NA,3,2,6492164,28.72472953796387,66.99872589111328,4.276541233062744,3.689693927764893,49.43413162231445,1.144028902053833,20.45999908447266,-0.1669917851686478,79.54000091552734,1.48405933380127,0
Liechtenstein,438,LIE,223,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,10,16,10,9.4134331,16,NA,13,2,14,1,NA,NA,NA,NA,NA,8,2,5,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37658,NA,NA,NA,235.3625030517578,NA,0.5004802346229553,85.6969985961914,0.5001330375671387,14.30300045013428,0.5025603771209717,NA
