cname,ccode,ccodealp,ccodecow,ccodewb,aii_acc,aii_aio,aii_cilser,aii_elec,aii_pubm,aii_q01,aii_q02,aii_q03,aii_q04,aii_q05,aii_q06,aii_q07,aii_q08,aii_q09,aii_q10,aii_q11,aii_q12,aii_q13,aii_q14,aii_q15,aii_q16,aii_q17,aii_q18,aii_q19,aii_q20,aii_q21,aii_q22,aii_q23,aii_q24,aii_q25,aii_q26,aii_q27,aii_q28,aii_q29,aii_q30,aii_q31,aii_q32,aii_q33,aii_q34,aii_q35,aii_q36,aii_q37,aii_q38,aii_q39,aii_q40,aii_q41,aii_q42,aii_q43,aii_q44,aii_q45,aii_q46,aii_q47,aii_q48,aii_q49,aii_q50,aii_q51,aii_q52,aii_q53,aii_q54,aii_q55,aii_q56,aii_q57,aii_q58,aii_q59,aii_rol,fh_aor,fh_cl,fh_ep,fh_feb,fh_fog,fh_ipolity2,fh_pair,fh_polity2,fh_ppp,fh_pr,fh_rol,fh_status,fhn_fotnloc,fhn_fotnota,fhn_fotnsc,fhn_fotnst,fhn_fotnvur,fhp_mcei5,fhp_mclr5,fhp_mcpp5,fhp_score5,fhp_status5,gcb_bed,gcb_bj,gcb_bland,gcb_bmed,gcb_bper,gcb_bpol,gcb_br,gcb_brcr,gcb_brnc,gcb_btax,gcb_butil,gcb_fcbad,gcb_fcwell,gcb_orcag,gcb_orcdis,gcb_pb,gcb_pcbmost,gcb_pcbsome,gcb_pcgomost,gcb_pcgosome,gcb_pcjmost,gcb_pcjsome,gcb_pclgcmost,gcb_pclgcsome,gcb_pclmost,gcb_pclsome,gcb_pcord,gcb_pcori,gcb_pcpmost,gcb_pcpolmost,gcb_pcpolsome,gcb_pcpsome,gcb_pcrmost,gcb_pcrsome,gcb_pctaxmost,gcb_pctaxsome,gcb_ped,gcb_pfcaag,gcb_pfcdis,gcb_pj,gcb_pmed,gcb_pmedia,gcb_pmil,gcb_pngo,gcb_poff,gcb_ppa,gcb_pparl,gcb_ppol,gcb_prel,gcb_sarcag,gcb_sarcdis,gcb_wsdag,gcb_wsddis,vdem_corr,vdem_delibdem,vdem_dl_delib,vdem_edcomp_thick,vdem_egal,vdem_egaldem,vdem_elvotbuy,vdem_exbribe,vdem_excrptps,vdem_execorr,vdem_exembez,vdem_exthftps,vdem_gcrrpt,vdem_gender,vdem_jucorrdc,vdem_libdem,vdem_liberal,vdem_mecorrpt,vdem_partip,vdem_partipdem,vdem_polyarchy,vdem_pubcorr,who_alcohol10,who_dwrur,who_dwtot,who_dwurb,who_halef,who_halem,who_halet,who_homf,who_homm,who_homt,who_infmortf,who_infmortm,who_infmortt,who_lef,who_lem,who_let,who_matmort,who_mrf,who_mrm,who_mrt,who_roadtrd,who_sanitrur,who_sanittot,who_saniturb,who_suif,who_suim,who_suit,wdi_gdpgr,wdi_gdppppcon2011,wdi_gini,pwt_rgdp,bti_eo,bti_eos,wdi_pop,wdi_pop14,wdi_pop1564,wdi_pop65,wdi_popden,wdi_popf,wdi_popgr,wdi_poprul,wdi_poprulgr,wdi_popurb,wdi_popurbagr,p_polity2
Cambodia,116,KHM,811,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,8,3,4.25,6,4.25,4,6,3,3,15,13,52,2,24,19,24,27,70,3,0.2982456088066101,NA,0.5675675868988037,0.3827160596847534,0.6199095249176025,0.650602400302887,0.3700000047683716,0.9399999976158142,0.4000000059604645,0.1761904805898666,0.2763713002204895,0.5600000023841858,0.3499999940395355,0.6299999952316284,0.1800000071525574,2.657922267913818,0.25,0.5799999833106995,0.4399999976158142,0.4000000059604645,0.5899999737739563,0.2899999916553497,0.2300000041723251,0.6800000071525574,0.2599999904632568,0.5,0.2800000011920929,0.3499999940395355,0.4099999964237213,0.5099999904632568,0.4199999868869781,0.3899999856948853,0.0599999986588955,0.7400000095367432,0.3199999928474426,0.4799999892711639,2.643216133117676,0.7300000190734863,0.1000000014901161,3.685594081878662,2.5652174949646,2.34131121635437,2.574074029922485,1.718113660812378,2.890256404876709,2.837541103363037,2.440324544906616,3.117525815963745,1.857889294624329,0.6600000262260437,0.1400000005960464,0.300000011920929,0.550000011920929,0.878000020980835,0.1319999992847443,0.2709999978542328,0.3910000026226044,0.2150000035762787,0.1070000007748604,1.437000036239624,0.2049999982118607,0.4720000028610229,0.949999988079071,0.2430000007152557,-1.501000046730042,1.440000057220459,0.6399999856948853,1.526000022888184,0.0920000001788139,0.1809999942779541,2.180999994277954,0.3009999990463257,0.1309999972581863,0.2860000133514404,0.8790000081062317,3.5,16,25,56,62.09999847412109,59.40000152587891,60.79999923706055,0.800000011920929,3.599999904632568,2.200000047683716,22.89999961853027,29.29999923706055,26.20000076293945,71.19999694824219,67.30000305175781,69.4000015258789,168,140,205,170,17.79999923706055,NA,NA,NA,3.200000047683716,9,5.900000095367432,7.030966758728027,54658359296,NA,51482.102,3,7,15766293,31.38931465148926,64.35303497314453,4.257646560668945,89.31732177734375,51.21686172485352,1.565227031707764,77.417999267578125,1.057592630386353,22.58200073242188,3.325378179550171,2
Cameroon,120,CMR,471,120,46.42857,19.736841,20.833334,40,42.5,0,25,0,50,100,0,50,25,0,100,0,0,50,25,100,0,100,50,100,50,0,50,0,100,50,25,100,100,0,25,25,0,25,0,0,0,100,25,0,0,0,0,25,0,0,0,0,0,0,0,0,75,0,0,25,50,100,50,50,27.777779,3,6,3,7,3,2.3333333,4,2.3333333,3,6,1,3,NA,NA,NA,NA,NA,21,22,23,66,3,0.351515144109726,0.5648535490036011,0.2169312238693237,0.3430656790733337,0.3146853148937225,0.7099999785423279,0.4099999964237213,0.8600000143051147,0.4699999988079071,0.52173912525177,0.1432973742485046,0.5699999928474426,0.3700000047683716,NA,NA,3.442169904708862,0.5199999809265137,0.3600000143051147,0.449999988079071,0.4399999976158142,0.5099999904632568,0.4000000059604645,0.3600000143051147,0.5600000023841858,0.3499999940395355,0.5,0.3100000023841858,0.4399999976158142,0.3400000035762787,0.550000011920929,0.3799999952316284,0.5099999904632568,0.1800000071525574,0.7400000095367432,0.550000011920929,0.3700000047683716,3.989351511001587,0.5600000023841858,0.3499999940395355,4.25705623626709,3.674757242202759,3.323408603668213,3.672448873519897,2.475694417953491,4.005050659179688,3.898776531219482,3.75330924987793,4.470134735107422,2.597362995147705,NA,NA,NA,NA,0.953000009059906,0.1809999942779541,0.3959999978542328,0.4099999964237213,0.5130000114440918,0.2240000069141388,0.7789999842643738,0.5830000042915344,0.4819999933242798,0.9340000152587891,0.1459999978542328,-2.767999887466431,0.8980000019073486,0.7509999871253967,0.6169999837875366,0.1550000011920929,0.3149999976158142,1.756999969482422,0.2709999978542328,0.1389999985694885,0.3400000035762787,0.9440000057220459,6.5,NA,NA,NA,52,50.09999847412109,51.09999847412109,4.699999809265137,18.5,11.60000038146973,48.79999923706055,58.90000152587891,54,59.40000152587891,56.70000076293945,58.09999847412109,538,321,362,341,30.10000038146973,NA,NA,NA,12.5,26.89999961853027,19.5,4.648481369018555,78595424256,46.59999847412109,73813.148,5,6,23926540,43.06350326538086,54.20490264892578,2.731593132019043,50.61568069458008,50.02533340454102,2.660494565963745,44.82099914550781,1.32851254940033,55.17900085449219,3.755654811859131,-4
Canada,124,CAN,20,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,12,16,12,10,16,10,16,1,15,1,4,2,15,1,9,6,5,7,18,1,0.0288184434175491,0.0181818176060915,0.0368421040475368,0.0192837473005056,0.0164383556693792,0.0261780098080635,NA,NA,NA,0.0126582281664014,0.012139605358243,NA,NA,NA,NA,3.418803453445435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.654175519943237,NA,NA,2.739978313446045,2.74678111076355,3.190171003341675,2.625140190124512,2.762365579605103,3.239153385162354,3.807692289352417,3.441239356994629,2.883227109909058,2.952590942382813,NA,NA,NA,NA,0.0219999998807907,0.8080000281333923,0.9480000138282776,0.9020000100135803,0.8420000076293945,0.7369999885559082,3.927999973297119,3.697999954223633,3.596999883651733,0.025000000372529,3.861000061035156,2.773000001907349,3.352999925613403,0.9470000267028809,3.575999975204468,0.7850000262260437,0.9139999747276306,3.821000099182129,0.6570000052452087,0.6179999709129333,0.8619999885559082,0.017000000923872,8.199999809265137,NA,99,NA,74.30000305175781,72,73.19999694824219,0.800000011920929,2.200000047683716,1.5,4.199999809265137,4.800000190734863,4.5,84.69999694824219,80.9000015258789,82.80000305175781,10,49,76,63,5.800000190734863,82,82,82,5.800000190734863,15.10000038146973,10.39999961853027,1.107099413871765,1556705312768,34,1598448.9,NA,NA,36109488,15.89803409576416,67.64695739746094,16.45500946044922,3.97090744972229,50.41056442260742,1.132348656654358,18.70000076293945,0.9133360981941223,81.30000305175781,1.182792186737061,10
Cape Verde,132,CPV,402,132,67.85714,42.105263,41.666668,75,42.5,100,100,100,75,100,100,75,50,75,100,100,25,50,75,100,50,100,25,100,100,100,25,50,100,50,0,100,0,25,25,100,0,50,25,100,0,100,25,25,0,0,25,25,0,0,0,0,100,0,100,0,25,25,100,100,100,100,50,50,86.111115,11,1,12,15,10,10,13,10,15,1,14,1,NA,NA,NA,NA,NA,12,6,9,27,1,NA,NA,NA,NA,NA,NA,0.0199999995529652,0.8100000023841858,0.0199999995529652,NA,NA,0.6100000143051147,0.2300000041723251,NA,NA,NA,0.1899999976158142,0.4600000083446503,0.1500000059604645,0.4799999892711639,0.0900000035762787,0.5,0.1500000059604645,0.4699999988079071,0.1299999952316284,0.449999988079071,0.1400000005960464,0.4900000095367432,0.119999997317791,0.1899999976158142,0.4699999988079071,0.4799999892711639,0.0599999986588955,0.550000011920929,0.1500000059604645,0.4799999892711639,NA,0.550000011920929,0.3400000035762787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1529999971389771,0.6589999794960022,0.8090000152587891,0.8790000081062317,0.8050000071525574,0.6610000133514404,1.88699996471405,2.631999969482422,2.740000009536743,0.1599999964237213,3.517999887466431,1.200999975204468,2.789000034332275,0.8870000243186951,3.049999952316284,0.7139999866485596,0.8960000276565552,3.561000108718872,0.5559999942779541,0.5040000081062317,0.8040000200271606,0.1749999970197678,4.119999885559082,NA,NA,NA,65.80000305175781,63.09999847412109,64.5,3.799999952316284,12.69999980926514,8.199999809265137,16,19.39999961853027,17.79999923706055,75,71.0999984741211,73.19999694824219,59,100,146,122,25,NA,NA,NA,7.699999809265137,24.10000038146973,15.10000038146973,4.705791473388672,3300583936,NA,3365.0095,NA,NA,531146,29.57793235778809,65.928955078125,4.493114948272705,131.7980194091797,49.85333251953125,1.212831735610962,35.21599960327148,-0.152251347899437,64.78399658203125,1.962769269943237,10
Central African Republic,140,CAF,482,140,14.285714,27.631578,25,25,37.5,0,50,50,50,100,0,25,50,0,100,0,0,0,0,100,0,0,0,0,50,0,0,75,100,50,50,100,0,0,0,50,0,0,25,0,0,100,25,25,0,0,25,25,0,0,0,0,0,50,0,0,50,50,0,50,100,100,50,25,36.111111,1,7,3,4,0,4,1,4,2,7,0,3,NA,NA,NA,NA,NA,22,21,28,71,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8220000267028809,0.3039999902248383,0.6389999985694885,0.460999995470047,0.4650000035762787,0.2339999973773956,0.7549999952316284,1.141000032424927,0.5910000205039978,0.5820000171661377,2.371000051498413,-1.236999988555908,1.152999997138977,0.6240000128746033,0.9549999833106995,0.221000000834465,0.4239999949932098,3.042999982833862,0.2370000034570694,0.1550000011920929,0.4050000011920929,0.8429999947547913,1.679999947547913,NA,NA,NA,45.90000152587891,43.90000152587891,44.90000152587891,5.5,22.39999961853027,13.80000019073486,81,95.19999694824219,88.30000305175781,54.40000152587891,51.70000076293945,53,890,394,431,412,33.59999847412109,NA,NA,NA,6,18,11.60000038146973,5.006285667419434,3316762624,NA,2969.2424,3,4,4537687,44.95454406738281,52.21238327026367,2.833073854446411,7.283840656280518,50.44087600708008,0.985894501209259,59.38199996948242,0.4132749736309052,40.61800003051758,1.828988075256348,6
Sri Lanka,144,LKA,780,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,8,9,7,6.916667,8,6.916667,10,3,7,2,12,13,43,2,18,19,17,25,61,3,0.127976194024086,NA,NA,0.065040647983551,0.15234375,0.42578125,0.1000000014901161,0.7099999785423279,0.1500000059604645,NA,0.0588235296308994,0.2300000041723251,0.4900000095367432,0.75,0.0799999982118607,2.590540647506714,0.0900000035762787,0.5099999904632568,0.1700000017881393,0.6700000166893005,0.0399999991059303,0.5099999904632568,0.2800000011920929,0.5899999737739563,0.3600000143051147,0.4900000095367432,0.4000000059604645,0.2099999934434891,0.1000000014901161,0.3100000023841858,0.6100000143051147,0.4000000059604645,0.0299999993294477,0.5400000214576721,0.1000000014901161,0.4900000095367432,2.897316217422485,0.7300000190734863,0.1299999952316284,2.487309694290161,2.443396329879761,2.436699867248535,1.937238454818726,2.547286748886108,2.963356971740723,3.444444417953491,3.083453178405762,3.81641960144043,1.915923595428467,0.4000000059604645,0.3600000143051147,0.4000000059604645,0.3600000143051147,0.4580000042915344,0.5040000081062317,0.7099999785423279,0.746999979019165,0.5569999814033508,0.4189999997615814,2.128999948501587,2.621999979019165,2.039000034332275,0.3389999866485596,2.332000017166138,-0.2450000047683716,0.9589999914169312,0.7730000019073486,3.194999933242798,0.4679999947547913,0.6549999713897705,2.589999914169312,0.5230000019073486,0.3989999890327454,0.6759999990463257,0.4790000021457672,2.720000028610229,NA,NA,90,69.30000305175781,64.4000015258789,66.80000305175781,1,5.199999809265137,3,6.300000190734863,7.699999809265137,7,78.5,72.0999984741211,75.30000305175781,36,73,191,131,14.89999961853027,NA,NA,NA,6.199999809265137,23.29999923706055,14.19999980926514,4.486634731292725,242719539200,39.79999923706055,249267.98,6,8,21203000,24.59476661682129,65.63676452636719,9.768465995788574,338.1119384765625,51.86618804931641,1.104983568191528,81.68900299072266,1.037678480148315,18.31100082397461,1.405798196792603,6
Chad,148,TCD,483,148,35.714287,17.105263,20.833334,10,42.5,0,0,25,100,100,0,25,25,0,100,0,0,25,0,100,0,100,25,0,25,0,0,25,100,50,50,100,0,25,0,50,0,0,50,0,0,100,0,25,0,0,0,75,0,0,0,0,0,0,0,0,0,75,0,25,25,0,75,50,30.555555,4,6,2,6,1,2.4166667,3,2.4166667,1,7,1,3,NA,NA,NA,NA,NA,22,22,30,74,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9760000109672546,0.1340000033378601,0.3319999873638153,0.3490000069141388,0.2179999947547913,0.1059999987483025,0.3720000088214874,0.1230000033974648,0.1550000011920929,0.9710000157356262,0.1260000020265579,-3.04800009727478,0.5609999895095825,0.625,0.9470000267028809,0.1049999967217445,0.2049999982118607,1.276999950408936,0.2599999904632568,0.1209999993443489,0.2919999957084656,0.9779999852180481,0.6899999976158142,NA,NA,NA,48,46.5,47.20000076293945,4.199999809265137,14.89999961853027,9.600000381469727,67.9000015258789,81.30000305175781,74.80000305175781,55.40000152587891,53.09999847412109,54.29999923706055,1140,338,381,360,27.60000038146973,NA,NA,NA,13.80000019073486,17.10000038146973,15.5,-6.255527019500732,27147345920,NA,25656.047,2,4,14561666,47.63864898681641,49.90749740600586,2.45385479927063,11.5642204284668,50.09335327148438,3.143959522247314,77.322998046875,2.934667825698853,22.67700004577637,3.860904455184937,-2
Chile,152,CHL,155,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,12,16,10,10,15,10,15,1,14,1,NA,NA,NA,NA,NA,8,8,13,29,1,0.0485981293022633,0.0733333304524422,0.1118881106376648,0.0482398942112923,0.0383795313537121,0.0434782616794109,0.1800000071525574,0.8199999928474426,0.2199999988079071,0.0234375,0.0472673550248146,0.6800000071525574,0.1899999976158142,0.4699999988079071,0.1800000071525574,3.908069372177124,0.5623707175254822,0.390303373336792,0.3981361389160156,0.54172515869140625,0.4720725119113922,0.4635534286499023,0.5364826917648315,0.4047958850860596,0.6241060495376587,0.3302286267280579,0.0099999997764826,0.800000011920929,0.4597964882850647,0.307531476020813,0.6354231238365173,0.4711866974830627,0.3557823300361633,0.5679560899734497,0.3717799484729767,0.5411989688873291,3.678427457809448,0.4099999964237213,0.3199999928474426,3.969758033752441,3.484939813613892,3.319191932678223,3.020283937454224,2.953319549560547,3.671370983123779,4.226666450500488,3.998982667922974,3.502020120620728,3.313265323638916,0.4300000071525574,0.2800000011920929,0.300000011920929,0.3100000023841858,0.096000000834465,0.8019999861717224,0.9369999766349792,0.9020000100135803,0.7039999961853027,0.6460000276565552,3.86299991607666,3.174999952316284,2.792999982833862,0.1209999993443489,3.351999998092651,2.08299994468689,2.881999969482422,0.8939999938011169,3.338000059127808,0.8069999814033508,0.9409999847412109,3.821000099182129,0.5960000157356262,0.5809999704360962,0.8640000224113464,0.1019999980926514,7.889999866485596,NA,98,99,71.5,67.9000015258789,69.69999694824219,1.100000023841858,7.800000190734863,4.400000095367432,6,7.099999904632568,6.5,82.4000015258789,76.5,79.5,13,60,114,87,12.5,NA,76,81,3.799999952316284,16,9.699999809265137,1.6705402135849,406630825984,46.59999847412109,393553.72,7,8,18209068,20.29938125610352,68.82225036621094,10.8783712387085,24.48995780944824,50.7648811340332,1.325201630592346,12.57800006866455,0.8335166573524475,87.4219970703125,1.396143078804016,10
China,156,CHN,710,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,0,3,2,1.1666666,6,1.1666666,1,7,2,3,30,17,87,3,40,23,30,34,87,3,NA,NA,NA,NA,NA,NA,0.2099999934434891,0.7900000214576721,0.2599999904632568,NA,NA,NA,NA,NA,NA,NA,0.1000000014901161,0.6000000238418579,0.0900000035762787,0.6700000166893005,0.0900000035762787,0.6299999952316284,0.1400000005960464,0.6100000143051147,0.0799999982118607,0.6600000262260437,0.0799999982118607,0.7300000190734863,NA,0.119999997317791,0.6600000262260437,NA,NA,NA,0.1500000059604645,0.5899999737739563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5379999876022339,0.1260000020265579,0.4769999980926514,0.1340000033378601,0.3470000028610229,0.0979999974370003,NA,1.957000017166138,1.41100001335144,0.4510000050067902,2.407999992370605,-0.4440000057220459,2.375,0.6769999861717224,1.952000021934509,0.0579999983310699,0.1969999969005585,0.4180000126361847,0.1180000007152557,0.0370000004768372,0.0939999967813492,0.6169999837875366,5.739999771118164,NA,NA,92,69.30000305175781,68,68.69999694824219,0.800000011920929,1,0.8999999761581421,8,9.100000381469727,8.5,77.9000015258789,75,76.4000015258789,29,67,93,80,18.20000076293945,53,68,80,8.300000190734863,7.900000095367432,8,6.736675262451172,19809527922688,38.59999847412109,18191996,6,9,1378664960,17.99461555480957,72.20275115966797,9.802631378173828,146.8506774902344,48.65438079833984,0.5414785146713257,43.26399993896484,-2.275352239608765,56.73600006103516,2.744069337844849,-7
Taiwan,158,TWN,713,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,12,16,10,10,13,10,15,1,14,1,NA,NA,NA,NA,NA,8,9,8,25,1,0.1603053361177444,0.3450292348861694,0.1107382550835609,0.2083333283662796,0.1497326195240021,0.1554878056049347,0.0500000007450581,0.7699999809265137,0.0599999986588955,0.1462264209985733,0.1704035848379135,0.5400000214576721,0.2899999916553497,0.7699999809265137,0.1599999964237213,3.395705461502075,0.2199999988079071,0.6600000262260437,0.1599999964237213,0.7699999809265137,0.239999994635582,0.6600000262260437,0.4799999892711639,0.4399999976158142,0.4900000095367432,0.4199999868869781,0.2300000041723251,0.2599999904632568,0.2700000107288361,0.1800000071525574,0.75,0.5699999928474426,0.2300000041723251,0.6299999952316284,0.1299999952316284,0.7300000190734863,3.381987571716309,0.7900000214576721,0.1500000059604645,3.665641069412231,3.432404518127441,3.780638456344604,3.650154829025269,3.08704662322998,3.65702486038208,4.066184043884277,4.066252708435059,3.654994964599609,3.10369610786438,0.8700000047683716,0.0900000035762787,0.5299999713897705,0.4099999964237213,0.3070000112056732,0.7239999771118164,0.8989999890327454,0.8560000061988831,0.8889999985694885,0.703000009059906,2.335999965667725,3.240999937057495,2.825000047683716,0.1270000040531158,3.223000049591064,1.730000019073486,1.51199996471405,0.9070000052452087,2.921000003814697,0.6880000233650208,0.8790000081062317,2.683000087738037,0.7020000219345093,0.5960000157356262,0.796999990940094,0.1239999979734421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,994081.38,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
Colombia,170,COL,100,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,10,12,8,7.583333,10,7.583333,11,3,8,2,8,8,32,2,16,18,13,26,57,2,0.0592216588556767,0.1831683218479156,0.101604275405407,0.0628491640090942,0.1635514050722122,0.267267256975174,0.25,0.8299999833106995,0.300000011920929,0.1069182381033897,0.1176470592617989,0.5899999737739563,0.3100000023841858,0.7400000095367432,0.1599999964237213,3.149436950683594,0.2476515769958496,0.6891545653343201,0.3699324429035187,0.5777027010917664,0.3726495802402496,0.5692307949066162,0.4631668031215668,0.4843353033065796,0.5367709398269653,0.4065934121608734,0.1099999994039536,0.6100000143051147,0.4792548716068268,0.4132091403007507,0.5427603721618652,0.4606266021728516,0.2342419028282166,0.7069846391677856,0.3455945253372192,0.5731394290924072,3.06357216835022,0.7400000095367432,0.1599999964237213,3.812752962112427,3.775879383087158,3.117943525314331,3.420626878738403,3.141806840896606,3.969939947128296,4.319598197937012,4.271991729736328,3.73520565032959,2.992842435836792,0.6499999761581421,0.2099999934434891,0.6399999856948853,0.2300000041723251,0.5720000267028809,0.5879999995231628,0.8849999904632568,0.7670000195503235,0.4370000064373016,0.3700000047683716,1.424999952316284,2.29800009727478,1.745000004768372,0.2779999971389771,3.11899995803833,-0.0040000001899898,1.503999948501587,0.8090000152587891,1.894000053405762,0.5329999923706055,0.75,3.105999946594238,0.6779999732971191,0.4810000061988831,0.6899999976158142,0.4930000007152557,4.460000038146973,40,73,81,69.80000305175781,64.4000015258789,67.0999984741211,7.599999904632568,79.69999694824219,43.09999847412109,11.5,14.5,13.10000038146973,78.80000305175781,71.5,75.0999984741211,84,92,182,137,18.5,NA,17,16,2.799999952316284,11.5,7,2.087382555007935,636222111744,50.79999923706055,654997.44,6,6,48171392,24.0457649230957,68.0179443359375,7.936288356781006,43.41720962524414,50.97430038452148,1.360060691833496,19.89200019836426,-0.3544961810112,80.108001708984375,1.790405869483948,7
Comoros,174,COM,581,174,67.85714,15.789474,37.5,50,37.5,0,50,0,25,100,0,100,50,0,100,100,75,25,50,100,0,100,25,100,50,25,25,50,100,25,50,100,0,0,0,75,0,0,25,0,0,100,0,25,100,0,25,25,0,0,0,0,0,0,0,0,0,50,0,0,75,75,25,25,36.111111,7,4,9,10,4,7.666667,6,7.666667,11,3,8,2,NA,NA,NA,NA,NA,15,14,20,49,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7239999771118164,0.3910000026226044,0.7549999952316284,0.5529999732971191,0.5860000252723694,0.3190000057220459,0.6399999856948853,2.063999891281128,1.259999990463257,0.5410000085830688,1.697000026702881,-0.1209999993443489,1.450000047683716,0.5260000228881836,1.129999995231628,0.3109999895095825,0.5460000038146973,3.003999948501587,0.5630000233650208,0.3140000104904175,0.488999992609024,0.5989999771118164,0.25,NA,NA,NA,57.79999923706055,55.40000152587891,56.59999847412109,4.099999904632568,11.69999980926514,7.900000095367432,49.20000076293945,59.29999923706055,54.40000152587891,65.5,62.29999923706055,63.90000152587891,279,199,250,225,26.5,NA,NA,NA,5.400000095367432,17.60000038146973,11.10000038146973,2.188197374343872,1981540096,45.29999923706055,2271.2361,NA,NA,795592,39.97664642333984,57.09911727905273,2.924237489700317,427.5077819824219,49.56315994262695,2.310060262680054,71.38099670410156,2.101691961288452,28.61899948120117,2.831670045852661,9
