"data_year","state_name","total_agencies","participation_agencies","participating_agencies_pct","nibrs_participating_agencies","nibrs_participating_agencies","covered_agencies","covered_pct","total_population","nibrs_population"
2003,"South Carolina",656,509,0.78,422,0.83,0,0,4168818,4144591
2003,"South Dakota",199,135,0.68,118,0.87,0,0,790996,419557
2003,"Tennessee",589,459,0.78,456,0.99,0,0,5860993,5841748
2003,"Texas",1266,995,0.79,64,0.06,0,0,23255987,2749889
2003,"Utah",195,124,0.64,58,0.47,0,0,2629027,1817325
2003,"US Virgin Islands",3,0,0,0,0,0,0,0,0
2003,"Virginia",540,471,0.87,394,0.84,0,0,7497272,7313309
2003,"Vermont",107,71,0.66,60,0.85,0,0,634356,569065
2003,"Washington",326,253,0.78,6,0.02,0,0,6837702,682116
2003,"Wisconsin",490,370,0.76,4,0.01,1,0.00,6212266,656105
2003,"West Virginia",598,522,0.87,404,0.77,0,0,2157001,1752405
2003,"Wyoming",83,62,0.75,0,0,0,0,506879,0
2003,"Mariana Islands",1,0,0,0,0,0,0,0,0
2003,"Other",0,0,0,0,0,0,0,0,0
2004,"Alaska",51,33,0.65,0,0,1,0.03,655932,0
2004,"Alabama",485,315,0.65,0,0,0,0,4550680,0
2004,"Arkansas",391,292,0.75,196,0.67,0,0,3214060,1848510
2004,"American Samoa",1,0,0,0,0,0,0,0,0
2004,"Arizona",152,93,0.61,3,0.03,0,0,5995349,264498
2004,"California",887,724,0.82,0,0,0,0,36003471,0
2004,"Colorado",318,219,0.69,141,0.64,0,0,4827183,2652020
2004,"Connecticut",133,106,0.80,66,0.62,0,0,3792938,2042521
2004,"Canal Zone",0,0,0,0,0,0,0,0,0
2004,"District of Columbia",3,2,0.67,1,0.50,0,0,553523,0
2004,"Delaware",84,54,0.64,53,0.98,0,0,854779,830364
2004,"Florida",832,591,0.71,0,0,0,0,17489500,0
2004,"Georgia",811,514,0.63,1,0.00,0,0,8865341,9449
2004,"Guam",3,0,0,0,0,0,0,0,0
2004,"Hawaii",15,4,0.27,0,0,0,0,1370337,0
2004,"Iowa",304,246,0.81,221,0.90,0,0,3147746,2914838
2004,"Idaho",151,122,0.81,120,0.98,0,0,1440470,1392114
2004,"Illinois",1079,8,0.01,1,0.13,0,0,12932050,152446
2004,"Indiana",411,285,0.69,0,0,0,0,6256746,0
2004,"Kansas",581,473,0.81,358,0.76,0,0,2985539,2109590
2004,"Kentucky",720,316,0.44,20,0.06,0,0,4855220,888178
2004,"Louisiana",313,180,0.58,15,0.08,0,0,4589482,328913
2004,"Massachusetts",525,365,0.70,247,0.68,0,0,6838273,4647642
2004,"Maryland",204,150,0.74,0,0,0,0,5726100,0
2004,"Maine",245,167,0.68,4,0.02,0,0,1393265,33591
2004,"Michigan",918,670,0.73,606,0.90,0,0,10856259,9002773
2004,"Minnesota",481,326,0.68,0,0,2,0.01,5217233,0
2004,"Missouri",720,592,0.82,0,0,10,0.02,5784134,0
2004,"Mississippi",253,138,0.55,0,0,0,0,2904176,0
2004,"Montana",180,123,0.68,37,0.30,0,0,1543792,485947
2004,"Nebraska",345,253,0.73,66,0.26,0,0,1880911,582395
2004,"North Carolina",805,445,0.55,0,0,0,0,8568209,0
2004,"North Dakota",164,93,0.57,69,0.74,0,0,712103,560073
2004,"New Hampshire",260,154,0.59,143,0.93,0,0,1397106,936990
2004,"New Jersey",653,518,0.79,0,0,0,0,8750387,0
2004,"New Mexico",150,85,0.57,0,0,0,0,1922397,0
2004,"Nevada",76,35,0.46,0,0,0,0,2341129,0
2004,"New York",1032,691,0.67,0,0,0,0,21053780,0
2004,"Ohio",1018,552,0.54,263,0.48,0,0,12924208,6649371
2004,"Oklahoma",493,297,0.60,0,0,0,0,3579422,0
2004,"Oregon",308,204,0.66,44,0.22,0,0,3798934,913873
2004,"Pennsylvania",1875,920,0.49,0,0,3,0.00,12949082,0
2004,"Puerto Rico",24,0,0,0,0,0,0,0,0
2004,"Rhode Island",92,79,0.86,35,0.44,0,0,1730885,876930
2004,"South Carolina",582,504,0.87,490,0.97,0,0,4218953,4196056
2004,"South Dakota",240,188,0.78,129,0.69,0,0,1037079,571633
2004,"Tennessee",593,456,0.77,453,0.99,0,0,5930723,5900962
2004,"Texas",1259,995,0.79,62,0.06,0,0,23456410,2744400
2004,"Utah",192,119,0.62,56,0.47,0,0,2594974,1823438
2004,"US Virgin Islands",3,0,0,0,0,0,0,0,0
2004,"Virginia",480,414,0.86,397,0.96,0,0,7564043,7401012
2004,"Vermont",105,75,0.71,75,1.00,0,0,632382,602735
2004,"Washington",323,249,0.77,4,0.02,0,0,6675969,639179
2004,"Wisconsin",487,369,0.76,2,0.01,2,0.01,5664697,662201
2004,"West Virginia",526,415,0.79,368,0.89,0,0,1942283,1703902
2004,"Wyoming",83,63,0.76,0,0,0,0,512254,0
2004,"Mariana Islands",1,0,0,0,0,0,0,0,0
2004,"Other",0,0,0,0,0,0,0,0,0
2005,"Alaska",51,33,0.65,0,0,0,0,664150,0
2005,"Alabama",485,267,0.55,0,0,0,0,4575157,0
2005,"Arkansas",394,297,0.75,210,0.71,0,0,3279873,2026415
2005,"American Samoa",1,0,0,0,0,0,0,0,0
2005,"Arizona",153,95,0.62,4,0.04,0,0,6208207,281278
2005,"California",887,721,0.81,0,0,0,0,36243236,0
2005,"Colorado",318,225,0.71,153,0.68,0,0,4760547,3319249
2005,"Connecticut",133,106,0.80,70,0.66,0,0,3792528,2221976
2005,"Canal Zone",0,0,0,0,0,0,0,0,0
2005,"District of Columbia",3,2,0.67,1,0.50,0,0,550521,0
2005,"Delaware",84,55,0.65,53,0.96,0,0,870075,843524
2005,"Florida",832,602,0.72,0,0,0,0,17883830,0
2005,"Georgia",811,488,0.60,1,0.00,0,0,9111910,9780
2005,"Guam",3,0,0,0,0,0,0,0,0
2005,"Hawaii",15,4,0.27,0,0,0,0,1383742,0
2005,"Iowa",309,258,0.83,228,0.88,0,0,3162663,2946920
2005,"Idaho",168,119,0.71,106,0.89,0,0,1533254,1425914
2005,"Illinois",1079,8,0.01,1,0.13,0,0,12979219,153048
2005,"Indiana",411,281,0.68,0,0,0,0,6284182,0
2005,"Kansas",596,483,0.81,352,0.73,0,0,2961022,2050991
2005,"Kentucky",606,348,0.57,26,0.07,0,0,4933532,942350
2005,"Louisiana",312,162,0.52,22,0.14,0,0,4613033,387145
2005,"Massachusetts",517,362,0.70,257,0.71,0,0,6618031,4822494
2005,"Maryland",204,150,0.74,0,0,1,0.01,5769032,0
2005,"Maine",241,150,0.62,7,0.05,0,0,1365098,94259
2005,"Michigan",919,659,0.72,601,0.91,0,0,10679680,10016111
2005,"Minnesota",481,329,0.68,0,0,0,0,5251641,0
2005,"Missouri",720,589,0.82,0,0,3,0.01,5833568,0
2005,"Mississippi",254,138,0.54,1,0.01,0,0,2943998,21712
2005,"Montana",161,109,0.68,91,0.83,0,0,1041243,897980
2005,"Nebraska",346,244,0.71,65,0.27,0,0,1884201,583592
2005,"North Carolina",805,446,0.55,0,0,0,0,8710624,0
2005,"North Dakota",154,88,0.57,73,0.83,0,0,696073,573458
2005,"New Hampshire",265,160,0.60,146,0.91,0,0,1430601,1041531
2005,"New Jersey",653,518,0.79,0,0,0,0,8770503,0
2005,"New Mexico",150,83,0.55,0,0,1,0.01,1947879,0
2005,"Nevada",76,36,0.47,0,0,0,0,2421139,0
2005,"New York",990,696,0.70,0,0,0,0,21085280,0
2005,"Ohio",1078,635,0.59,325,0.51,0,0,12927046,6808854
2005,"Oklahoma",493,297,0.60,0,0,0,0,3607913,0
2005,"Oregon",310,207,0.67,52,0.25,1,0.00,3888750,1028273
2005,"Pennsylvania",1875,981,0.52,0,0,0,0,12970259,0
2005,"Puerto Rico",24,0,0,0,0,0,0,0,0
2005,"Rhode Island",52,49,0.94,46,0.94,0,0,1082452,897755
2005,"South Carolina",729,613,0.84,451,0.74,0,0,4283275,4254373
2005,"South Dakota",244,164,0.67,103,0.63,0,0,975882,536069
2005,"Tennessee",600,468,0.78,456,0.97,0,0,5982851,5962959
2005,"Texas",1257,1005,0.80,62,0.06,0,0,23573260,3464628
2005,"Utah",192,119,0.62,55,0.46,0,0,2651281,1858946
2005,"US Virgin Islands",3,0,0,0,0,0,0,0,0
2005,"Virginia",479,413,0.86,397,0.96,0,0,7586902,7518412
2005,"Vermont",115,93,0.81,81,0.87,0,0,644422,608184
2005,"Washington",331,256,0.77,13,0.05,0,0,6650825,881261
2005,"Wisconsin",492,364,0.74,8,0.02,0,0,5749461,786019
2005,"West Virginia",495,391,0.79,373,0.95,0,0,1922933,1708644
2005,"Wyoming",83,63,0.76,0,0,0,0,515094,0
2005,"Mariana Islands",1,0,0,0,0,0,0,0,0
2005,"Other",0,0,0,0,0,0,0,0,0
2006,"Alaska",51,35,0.69,0,0,0,0,670527,0
2006,"Alabama",485,225,0.46,1,0.00,0,0,4616525,68079
2006,"Arkansas",370,289,0.78,226,0.78,0,0,3274403,2198479
2006,"American Samoa",1,0,0,0,0,0,0,0,0
2006,"Arizona",152,119,0.78,5,0.04,0,0,6425124,285149
2006,"California",887,729,0.82,0,0,0,0,36572532,0
2006,"Colorado",316,243,0.77,156,0.64,0,0,4861001,3624937
2006,"Connecticut",133,108,0.81,72,0.67,0,0,3764006,2246766
2006,"Canal Zone",0,0,0,0,0,0,0,0,0
2006,"District of Columbia",3,2,0.67,1,0.50,0,0,581530,0
2006,"Delaware",83,54,0.65,53,0.98,0,0,881748,853476
2006,"Florida",832,593,0.71,0,0,0,0,18186529,0
2006,"Georgia",811,501,0.62,1,0.00,1,0.00,9414191,10205
2006,"Guam",3,0,0,0,0,0,0,0,0
2006,"Hawaii",15,3,0.20,0,0,0,0,1394924,0
2006,"Iowa",305,252,0.83,226,0.90,0,0,3173941,2946397
2006,"Idaho",152,113,0.74,107,0.95,0,0,1523566,1464850
2006,"Illinois",1078,205,0.19,1,0.00,0,0,12903652,153738
2006,"Indiana",411,299,0.73,0,0,0,0,6325730,0
2006,"Kansas",596,493,0.83,361,0.73,2,0.00,3049023,2137934
2006,"Kentucky",602,351,0.58,36,0.10,0,0,5067260,1130457
2006,"Louisiana",313,188,0.60,24,0.13,0,0,4380946,374202
2006,"Massachusetts",504,375,0.74,261,0.70,0,0,6563640,4860267
2006,"Maryland",204,153,0.75,0,0,0,0,5782952,0
2006,"Maine",244,170,0.70,10,0.06,0,0,1452115,185164
2006,"Michigan",897,649,0.72,602,0.93,0,0,10550455,9997059
2006,"Minnesota",481,311,0.65,0,0,1,0.00,5294340,0
2006,"Missouri",722,619,0.86,2,0.00,5,0.01,5895563,17456
2006,"Mississippi",253,149,0.59,0,0,0,0,2911756,0
2006,"Montana",160,117,0.73,93,0.79,0,0,1039745,914031
2006,"Nebraska",347,247,0.71,68,0.28,0,0,1886231,593098
2006,"North Carolina",804,443,0.55,0,0,0,0,8889498,0
2006,"North Dakota",146,85,0.58,73,0.86,0,0,663992,572453
2006,"New Hampshire",258,153,0.59,143,0.93,0,0,1397440,1017207
2006,"New Jersey",653,516,0.79,0,0,1,0.00,8774169,0
2006,"New Mexico",150,106,0.71,0,0,0,0,1960013,0
2006,"Nevada",76,51,0.67,0,0,0,0,2502102,0
2006,"New York",989,707,0.71,0,0,2,0.00,21155940,0
2006,"Ohio",1112,754,0.68,404,0.54,0,0,12925414,7172098
2006,"Oklahoma",493,317,0.64,0,0,0,0,3644477,0
2006,"Oregon",303,167,0.55,55,0.33,0,0,3750459,1060017
2006,"Pennsylvania",1875,1071,0.57,0,0,1,0.00,13007252,0
2006,"Puerto Rico",24,0,0,0,0,0,0,0,0
2006,"Rhode Island",51,48,0.94,46,0.96,0,0,1073858,1066573
2006,"South Carolina",610,537,0.88,492,0.92,0,0,4365312,4318330
2006,"South Dakota",215,145,0.67,106,0.73,0,0,891668,635989
2006,"Tennessee",591,463,0.78,459,0.99,0,0,6066037,6036872
2006,"Texas",1263,1010,0.80,66,0.07,0,0,23729637,3738109
2006,"Utah",190,124,0.65,58,0.47,0,0,2680566,1916814
2006,"US Virgin Islands",3,0,0,0,0,0,0,0,0
2006,"Virginia",532,472,0.89,403,0.85,0,0,7674172,7623071
2006,"Vermont",107,86,0.80,83,0.97,0,0,642446,623908
2006,"Washington",330,274,0.83,16,0.06,1,0.00,6728669,914635
2006,"Wisconsin",503,390,0.78,26,0.07,0,0,5977346,1122283
2006,"West Virginia",605,472,0.78,345,0.73,0,0,1968780,1708093
2006,"Wyoming",83,63,0.76,0,0,0,0,521073,0
2006,"Mariana Islands",1,0,0,0,0,0,0,0,0
2006,"Other",0,0,0,0,0,0,0,0,0
2007,"Alaska",51,35,0.69,0,0,0,0,683918,0
2007,"Alabama",485,296,0.61,1,0.00,0,0,4646319,69527
2007,"Arkansas",368,300,0.82,241,0.80,0,0,3218201,2319048
2007,"American Samoa",1,0,0,0,0,0,0,0,0
2007,"Arizona",151,114,0.75,5,0.04,0,0,6558098,309176
2007,"California",887,729,0.82,0,0,1,0.00,36672767,0
2007,"Colorado",310,233,0.75,158,0.68,0,0,5025127,3779170
2007,"Connecticut",133,108,0.81,74,0.69,0,0,3817352,2339243
2007,"Canal Zone",0,0,0,0,0,0,0,0,0
2007,"District of Columbia",3,2,0.67,1,0.50,0,0,588292,0
2007,"Delaware",83,54,0.65,53,0.98,0,0,895112,864764
2007,"Florida",832,595,0.72,0,0,0,0,18341214,0
2007,"Georgia",811,524,0.65,1,0.00,1,0.00,9603810,10378
2007,"Guam",3,0,0,0,0,0,0,0,0
2007,"Hawaii",15,4,0.27,0,0,0,0,1392635,0
2007,"Iowa",307,256,0.83,228,0.89,0,0,3189662,2960191
2007,"Idaho",149,112,0.75,108,0.96,0,0,1550280,1497812
2007,"Illinois",1078,213,0.20,1,0.00,0,0,12923835,155713
2007,"Indiana",410,303,0.74,0,0,0,0,6357333,0
2007,"Kansas",599,485,0.81,351,0.72,0,0,3058565,2140131
2007,"Kentucky",612,375,0.61,52,0.14,0,0,5361581,1430789
2007,"Louisiana",312,190,0.61,30,0.16,0,0,4375963,492793
2007,"Massachusetts",501,374,0.75,278,0.74,0,0,6792720,5370447
2007,"Maryland",204,156,0.76,0,0,0,0,5788936,0
2007,"Maine",244,170,0.70,15,0.09,0,0,1408460,277577
2007,"Michigan",922,671,0.73,600,0.89,0,0,10619409,9964391
2007,"Minnesota",481,321,0.67,0,0,1,0.00,5332183,0
2007,"Missouri",728,629,0.86,10,0.02,9,0.01,5923626,24264
2007,"Mississippi",253,145,0.57,0,0,0,0,2919962,0
2007,"Montana",149,108,0.72,95,0.88,0,0,1033646,933505
2007,"Nebraska",341,244,0.72,67,0.27,0,0,1861162,595566
2007,"North Carolina",804,432,0.54,0,0,0,0,9095201,0
2007,"North Dakota",158,103,0.65,78,0.76,0,0,691072,582314
2007,"New Hampshire",256,151,0.59,147,0.97,0,0,1518137,1143933
2007,"New Jersey",653,516,0.79,0,0,0,0,8734669,0
2007,"New Mexico",150,105,0.70,0,0,0,0,1975264,0
2007,"Nevada",76,51,0.67,0,0,0,0,2571920,0
2007,"New York",989,692,0.70,0,0,1,0.00,21141230,0
2007,"Ohio",1101,783,0.71,452,0.58,1,0.00,12474602,7500711
2007,"Oklahoma",493,317,0.64,0,0,0,0,3683300,0
2007,"Oregon",301,201,0.67,55,0.27,0,0,3797589,1080239
2007,"Pennsylvania",1875,1253,0.67,0,0,0,0,12977687,0
2007,"Puerto Rico",24,0,0,0,0,0,0,0,0
2007,"Rhode Island",52,49,0.94,46,0.94,0,0,1071645,1056809
2007,"South Carolina",566,483,0.85,483,1.00,0,0,4432638,4407709
2007,"South Dakota",206,145,0.70,117,0.81,0,0,879248,695272
2007,"Tennessee",592,467,0.79,462,0.99,0,0,6187477,6156719
2007,"Texas",1262,1009,0.80,64,0.06,1,0.00,24831499,3947683
2007,"Utah",188,124,0.66,59,0.48,0,0,2784251,2055276
2007,"US Virgin Islands",3,0,0,0,0,0,0,0,0
2007,"Virginia",518,462,0.89,408,0.88,0,0,7756385,7711608
2007,"Vermont",108,86,0.80,82,0.95,0,0,636935,614721
2007,"Washington",326,274,0.84,22,0.08,0,0,6607047,912429
2007,"Wisconsin",496,385,0.78,33,0.09,0,0,5956412,1227334
2007,"West Virginia",538,407,0.76,346,0.85,0,0,2011429,1699630
2007,"Wyoming",83,65,0.78,0,0,0,0,529131,0
2007,"Mariana Islands",1,0,0,0,0,0,0,0,0
2007,"Other",0,0,0,0,0,0,0,0,0
2008,"Alaska",51,36,0.71,0,0,0,0,686732,0
2008,"Alabama",485,329,0.68,1,0.00,0,0,4684189,70731
2008,"Arkansas",375,305,0.81,259,0.85,0,0,3002258,2599858
2008,"American Samoa",1,0,0,0,0,0,0,0,0
2008,"Arizona",151,117,0.77,4,0.03,0,0,6733608,320178
2008,"California",887,730,0.82,0,0,0,0,36876276,0
2008,"Colorado",318,235,0.74,158,0.67,0,0,5189787,3942826
2008,"Connecticut",130,106,0.82,75,0.71,0,0,3640379,2427292
2008,"Canal Zone",0,0,0,0,0,0,0,0,0
2008,"District of Columbia",3,2,0.67,1,0.50,0,0,591833,0
2008,"Delaware",82,53,0.65,53,1.00,0,0,892606,873092
2008,"Florida",830,593,0.71,0,0,0,0,18427925,0
2008,"Georgia",811,531,0.65,1,0.00,0,0,9742376,10782
2008,"Guam",3,0,0,0,0,0,0,0,0
2008,"Hawaii",15,4,0.27,0,0,0,0,1397856,0
2008,"Iowa",304,255,0.84,230,0.90,0,0,3170469,2986415
2008,"Idaho",148,110,0.74,107,0.97,0,0,1575635,1521749
2008,"Illinois",1078,223,0.21,1,0.00,0,0,12973710,157262
2008,"Indiana",410,304,0.74,0,0,0,0,6388695,0
2008,"Kansas",584,468,0.80,350,0.75,0,0,3072468,2182853
2008,"Kentucky",660,417,0.63,98,0.24,0,0,5981446,2060089
2008,"Louisiana",314,194,0.62,32,0.16,0,0,4527404,532120
2008,"Massachusetts",493,372,0.75,291,0.78,0,0,6621643,5448980
2008,"Maryland",204,158,0.77,0,0,0,0,5800551,0
2008,"Maine",241,168,0.70,16,0.10,0,0,1356450,287500
2008,"Michigan",911,662,0.73,601,0.91,0,0,10532832,9890384
2008,"Minnesota",481,329,0.68,0,0,0,0,5414468,0
2008,"Missouri",732,642,0.88,12,0.02,1,0.00,5984994,34945
2008,"Mississippi",254,143,0.56,1,0.01,0,0,2961462,21645
2008,"Montana",153,118,0.77,100,0.85,0,0,1054400,961871
2008,"Nebraska",344,243,0.71,70,0.29,0,0,1899024,621950
2008,"North Carolina",804,428,0.53,0,0,0,0,9257073,0
2008,"North Dakota",157,106,0.68,84,0.79,0,0,693285,605266
2008,"New Hampshire",256,153,0.60,149,0.97,0,0,1391329,1164688
2008,"New Jersey",652,547,0.84,0,0,0,0,8726828,0
2008,"New Mexico",150,109,0.73,0,0,0,0,1989674,0
2008,"Nevada",76,52,0.68,0,0,0,0,2606849,0
2008,"New York",989,646,0.65,0,0,30,0.05,21383787,0
2008,"Ohio",1089,781,0.72,472,0.60,0,0,12679594,7999821
2008,"Oklahoma",526,342,0.65,142,0.42,0,0,3783077,537578
2008,"Oregon",304,166,0.55,57,0.34,0,0,3944325,1194508
2008,"Pennsylvania",1875,1260,0.67,0,0,0,0,12990337,0
2008,"Puerto Rico",24,0,0,0,0,0,0,0,0
2008,"Rhode Island",51,49,0.96,47,0.96,0,0,1056952,1049774
2008,"South Carolina",587,513,0.87,491,0.96,0,0,4512254,4478308
2008,"South Dakota",208,146,0.70,118,0.81,0,0,870399,704777
2008,"Tennessee",591,467,0.79,462,0.99,0,0,6234944,6214888
2008,"Texas",1256,1006,0.80,60,0.06,0,0,24450847,3428451
2008,"Utah",187,126,0.67,62,0.49,0,0,2853750,2116474
2008,"US Virgin Islands",3,0,0,0,0,0,0,0,0
2008,"Virginia",485,429,0.88,408,0.95,0,0,7792837,7769089
2008,"Vermont",112,95,0.85,87,0.92,0,0,643859,617193
2008,"Washington",332,277,0.83,33,0.12,0,0,7454445,1719388
2008,"Wisconsin",493,389,0.79,44,0.11,0,0,5868836,1445976
2008,"West Virginia",595,429,0.72,311,0.72,0,0,1999737,1697481
2008,"Wyoming",83,63,0.76,0,0,0,0,539308,0
2008,"Mariana Islands",1,0,0,0,0,0,0,0,0
2008,"Other",0,0,0,0,0,0,0,0,0
2009,"Alaska",51,36,0.71,0,0,0,0,698901,0
2009,"Alabama",485,368,0.76,1,0.00,0,0,4732747,71919
2009,"Arkansas",360,280,0.78,260,0.93,0,0,2977838,2756991
2009,"American Samoa",1,0,0,0,0,0,0,0,0
2009,"Arizona",150,117,0.78,4,0.03,0,0,6609085,331749
2009,"California",887,735,0.83,0,0,0,0,37061435,0
2009,"Colorado",313,236,0.75,166,0.70,0,0,5228857,4009223
2009,"Connecticut",129,105,0.81,77,0.73,0,0,3609641,2460980
2009,"Canal Zone",0,0,0,0,0,0,0,0,0
2009,"District of Columbia",3,2,0.67,1,0.50,0,0,599657,0
2009,"Delaware",84,55,0.65,54,0.98,0,0,905669,885122
2009,"Florida",830,593,0.71,0,0,0,0,18646709,0
2009,"Georgia",811,540,0.67,0,0,0,0,9886620,0
2009,"Guam",3,0,0,0,0,0,0,0,0
2009,"Hawaii",15,4,0.27,0,0,0,0,1405431,0
2009,"Iowa",309,259,0.84,229,0.88,0,0,3205435,2983079
2009,"Idaho",149,111,0.74,107,0.96,0,0,1606258,1543741
2009,"Illinois",1078,283,0.26,1,0.00,0,0,12965589,157943
2009,"Indiana",410,308,0.75,0,0,0,0,6434990,0
2009,"Kansas",620,511,0.82,355,0.69,0,0,3122911,2196291
2009,"Kentucky",601,371,0.62,351,0.95,0,0,5082242,3858245
2009,"Louisiana",317,199,0.63,34,0.17,0,0,4709031,599227
2009,"Massachusetts",492,370,0.75,296,0.80,0,0,6703667,5614606
2009,"Maryland",204,156,0.76,0,0,1,0.01,5870524,0
2009,"Maine",242,169,0.70,16,0.09,0,0,1385421,288154
2009,"Michigan",885,646,0.73,611,0.95,0,0,10440856,9875732
2009,"Minnesota",481,328,0.68,0,0,0,0,5461876,0
2009,"Missouri",729,634,0.87,15,0.02,5,0.01,6125024,124202
2009,"Mississippi",253,150,0.59,1,0.01,0,0,2953221,69926
2009,"Montana",144,109,0.76,100,0.92,0,0,1041911,968253
2009,"Nebraska",348,245,0.70,68,0.28,0,0,1949238,646405
2009,"North Carolina",804,428,0.53,0,0,0,0,9421855,0
2009,"North Dakota",152,103,0.68,88,0.85,0,0,679976,616285
2009,"New Hampshire",252,156,0.62,155,0.99,0,0,1388894,1174739
2009,"New Jersey",652,582,0.89,0,0,2,0.00,8761163,0
2009,"New Mexico",149,104,0.70,0,0,0,0,2016615,0
2009,"Nevada",76,51,0.67,0,0,0,0,2649704,0
2009,"New York",989,586,0.59,0,0,30,0.05,21490710,0
2009,"Ohio",1092,818,0.75,500,0.61,0,0,12366052,8238232
2009,"Oklahoma",515,360,0.70,153,0.43,0,0,3788161,522052
2009,"Oregon",304,170,0.56,62,0.36,0,0,3883961,1112073
2009,"Pennsylvania",1875,1347,0.72,0,0,0,0,13188116,0
2009,"Puerto Rico",24,0,0,0,0,0,0,0,0
2009,"Rhode Island",51,49,0.96,47,0.96,0,0,1059442,1052173
2009,"South Carolina",606,521,0.86,479,0.92,0,0,4605778,4555086
2009,"South Dakota",193,132,0.68,120,0.91,0,0,851167,740661
2009,"Tennessee",588,463,0.79,462,1.00,0,0,6312836,6296254
2009,"Texas",1262,1031,0.82,62,0.06,2,0.00,25023506,3565075
2009,"Utah",187,128,0.68,64,0.50,0,0,2893460,2117312
2009,"US Virgin Islands",3,0,0,0,0,0,0,0,0
2009,"Virginia",482,429,0.89,412,0.96,0,0,7892821,7882590
2009,"Vermont",115,98,0.85,87,0.89,0,0,643464,617666
2009,"Washington",358,304,0.85,70,0.23,0,0,7595143,1830718
2009,"Wisconsin",490,394,0.80,70,0.18,0,0,5792996,1724431
2009,"West Virginia",540,358,0.66,295,0.82,0,0,2021090,1678667
2009,"Wyoming",83,64,0.77,0,0,0,0,551287,0
2009,"Mariana Islands",1,0,0,0,0,0,0,0,0
2009,"Other",0,0,0,0,0,0,0,0,0
2010,"Alaska",51,36,0.71,0,0,0,0,711456,0
2010,"Alabama",485,365,0.75,1,0.00,0,0,4792630,81619
2010,"Arkansas",387,307,0.79,260,0.85,0,0,3034697,2791891
2010,"American Samoa",1,0,0,0,0,0,0,0,0
2010,"Arizona",150,117,0.78,4,0.03,0,0,6404623,307983
2010,"California",887,734,0.83,0,0,1,0.00,37346022,0
2010,"Colorado",338,255,0.75,164,0.64,0,0,5299292,4162536
2010,"Connecticut",130,106,0.82,79,0.75,0,0,3694281,2520941
2010,"Canal Zone",0,0,0,0,0,0,0,0,0
2010,"District of Columbia",3,2,0.67,1,0.50,0,0,601723,0
2010,"Delaware",86,58,0.67,55,0.95,0,0,915164,897934
2010,"Florida",830,663,0.80,0,0,0,0,18910325,0
2010,"Georgia",811,534,0.66,0,0,0,0,9752532,0
2010,"Guam",3,0,0,0,0,0,0,0,0
2010,"Hawaii",15,4,0.27,0,0,0,0,1479842,0
2010,"Iowa",306,252,0.82,224,0.89,0,0,3235788,2981891
2010,"Idaho",152,112,0.74,105,0.94,0,0,1664254,1561268
2010,"Illinois",1076,726,0.67,1,0.00,0,0,12888247,152871
2010,"Indiana",410,309,0.75,0,0,0,0,6494899,0
2010,"Kansas",591,477,0.81,353,0.74,0,0,3077427,2236493
2010,"Kentucky",623,412,0.66,373,0.91,0,0,4748332,4227221
2010,"Louisiana",314,202,0.64,31,0.15,0,0,4620930,594453
2010,"Massachusetts",505,388,0.77,300,0.77,0,0,6666219,5585786
2010,"Maryland",204,157,0.77,0,0,0,0,5949764,0
2010,"Maine",241,167,0.69,15,0.09,1,0.01,1370677,261865
2010,"Michigan",907,663,0.73,607,0.92,0,0,10498349,9772510
2010,"Minnesota",481,326,0.68,0,0,4,0.01,5507486,0
2010,"Missouri",728,639,0.88,19,0.03,0,0,6113051,661836
2010,"Mississippi",253,152,0.60,1,0.01,0,0,2968683,67793
2010,"Montana",148,113,0.76,100,0.88,0,0,1076615,981746
2010,"Nebraska",349,241,0.69,68,0.28,0,0,1938201,645790
2010,"North Carolina",804,426,0.53,0,0,0,0,9580821,0
2010,"North Dakota",155,114,0.74,97,0.85,0,0,711859,658787
2010,"New Hampshire",254,159,0.63,157,0.99,0,0,1375567,1196543
2010,"New Jersey",652,580,0.89,0,0,1,0.00,8852833,0
2010,"New Mexico",148,107,0.72,0,0,0,0,2062883,0
2010,"Nevada",76,51,0.67,0,0,0,0,2707228,0
2010,"New York",989,577,0.58,0,0,0,0,21307462,0
2010,"Ohio",1104,830,0.75,512,0.62,0,0,12613014,8540097
2010,"Oklahoma",546,389,0.71,157,0.40,0,0,3901822,613205
2010,"Oregon",302,166,0.55,65,0.39,0,0,3891978,1112052
2010,"Pennsylvania",1875,1400,0.75,0,0,0,0,13292628,0
2010,"Puerto Rico",24,0,0,0,0,0,0,0,0
2010,"Rhode Island",51,49,0.96,47,0.96,0,0,1058992,1051516
2010,"South Carolina",585,457,0.78,437,0.96,0,0,4656886,4614149
2010,"South Dakota",204,142,0.70,118,0.83,0,0,869545,738491
2010,"Tennessee",590,469,0.79,467,1.00,0,0,6358616,6346105
2010,"Texas",1260,1040,0.83,59,0.06,0,0,25374450,3485912
2010,"Utah",193,135,0.70,70,0.52,0,0,2898381,2133433
2010,"US Virgin Islands",3,0,0,0,0,0,0,0,0
2010,"Virginia",514,462,0.90,412,0.89,0,0,8019821,8001024
2010,"Vermont",118,99,0.84,85,0.86,0,0,649837,617320
2010,"Washington",359,304,0.85,110,0.36,0,0,8139532,2554261
2010,"Wisconsin",489,393,0.80,81,0.21,0,0,5778815,2155420
2010,"West Virginia",597,402,0.67,283,0.70,0,0,2074366,1732405
