"data_year","state_name","total_agencies","participation_agencies","participating_agencies_pct","nibrs_participating_agencies","nibrs_participating_agencies","covered_agencies","covered_pct","total_population","nibrs_population"
2010,"Wyoming",83,65,0.78,0,0,0,0,570473,0
2010,"Mariana Islands",1,0,0,0,0,0,0,0,0
2010,"Other",0,0,0,0,0,0,0,0,0
2011,"Alaska",51,35,0.69,0,0,0,0,725910,0
2011,"Alabama",485,378,0.78,1,0.00,0,0,4815348,82012
2011,"Arkansas",366,289,0.79,263,0.91,0,0,3020076,2871257
2011,"American Samoa",1,0,0,0,0,0,0,0,0
2011,"Arizona",151,115,0.76,5,0.04,1,0.01,6505261,314222
2011,"California",887,735,0.83,0,0,1,0.00,37819249,0
2011,"Colorado",330,255,0.77,179,0.70,0,0,5490450,4492005
2011,"Connecticut",128,104,0.81,80,0.77,0,0,3672721,2586191
2011,"Canal Zone",0,0,0,0,0,0,0,0,0
2011,"District of Columbia",3,2,0.67,1,0.50,0,0,617996,0
2011,"Delaware",83,56,0.67,55,0.98,0,0,923759,907135
2011,"Florida",830,678,0.82,0,0,0,0,19173658,0
2011,"Georgia",811,556,0.69,0,0,0,0,9880945,0
2011,"Guam",3,0,0,0,0,0,0,0,0
2011,"Hawaii",15,4,0.27,0,0,0,0,1495625,0
2011,"Iowa",300,230,0.77,214,0.93,0,0,3179378,2932390
2011,"Idaho",152,115,0.76,108,0.94,0,0,1650055,1584495
2011,"Illinois",1076,712,0.66,1,0.00,0,0,12923112,153331
2011,"Indiana",410,310,0.76,0,0,0,0,6528075,0
2011,"Kansas",573,467,0.82,360,0.77,0,0,3072541,2254330
2011,"Kentucky",595,391,0.66,380,0.97,0,0,4421541,4294255
2011,"Louisiana",314,208,0.66,33,0.16,0,0,4660188,665256
2011,"Massachusetts",499,376,0.75,299,0.80,0,0,6682309,5601274
2011,"Maryland",204,156,0.76,0,0,1,0.01,6006169,0
2011,"Maine",244,171,0.70,18,0.11,0,0,1389431,280762
2011,"Michigan",899,661,0.74,608,0.92,0,0,10553646,9780230
2011,"Minnesota",481,321,0.67,0,0,2,0.01,5553912,0
2011,"Missouri",719,636,0.88,19,0.03,3,0.00,6062157,669905
2011,"Mississippi",253,146,0.58,2,0.01,0,0,2979903,112270
2011,"Montana",142,108,0.76,99,0.92,0,0,1066348,988577
2011,"Nebraska",341,237,0.70,70,0.30,0,0,1925201,659411
2011,"North Carolina",803,430,0.54,0,0,0,0,9699207,0
2011,"North Dakota",158,117,0.74,97,0.83,0,0,724806,670807
2011,"New Hampshire",258,172,0.67,162,0.94,0,0,1389653,1221041
2011,"New Jersey",652,578,0.89,0,0,0,0,8878183,0
2011,"New Mexico",148,112,0.76,0,0,0,0,2085969,0
2011,"Nevada",76,52,0.68,0,0,0,0,2730056,0
2011,"New York",989,580,0.59,0,0,0,0,21413705,0
2011,"Ohio",1096,825,0.75,519,0.63,0,0,12625257,8571457
2011,"Oklahoma",554,403,0.73,202,0.50,0,0,4340065,1030963
2011,"Oregon",305,174,0.57,68,0.39,0,0,4043978,1234453
2011,"Pennsylvania",1874,1428,0.76,0,0,1,0.00,13336187,0
2011,"Puerto Rico",24,0,0,0,0,0,0,0,0
2011,"Rhode Island",51,49,0.96,47,0.96,0,0,1057719,1050252
2011,"South Carolina",649,433,0.67,349,0.81,0,0,4712996,4670512
2011,"South Dakota",192,125,0.65,115,0.92,0,0,862783,746684
2011,"Tennessee",627,472,0.75,464,0.98,0,0,6427298,6403353
2011,"Texas",1263,1039,0.82,62,0.06,2,0.00,25981583,3561645
2011,"Utah",192,134,0.70,74,0.55,0,0,3006086,2198266
2011,"US Virgin Islands",3,0,0,0,0,0,0,0,0
2011,"Virginia",537,485,0.90,412,0.85,0,0,8131479,8096604
2011,"Vermont",120,102,0.85,86,0.84,0,0,662475,623400
2011,"Washington",384,332,0.86,179,0.54,0,0,8848353,4029370
2011,"Wisconsin",500,401,0.80,85,0.21,0,0,5876787,2204874
2011,"West Virginia",517,328,0.63,289,0.88,0,0,2071365,1714049
2011,"Wyoming",83,64,0.77,0,0,0,0,575060,0
2011,"Mariana Islands",1,0,0,0,0,0,0,0,0
2011,"Other",0,0,0,0,0,0,0,0,0
2012,"Alaska",51,34,0.67,0,0,1,0.03,735190,0
2012,"Alabama",485,385,0.79,1,0.00,0,0,4834334,82332
2012,"Arkansas",378,304,0.80,269,0.88,0,0,3082595,2893495
2012,"American Samoa",1,0,0,0,0,0,0,0,0
2012,"Arizona",152,115,0.76,5,0.04,0,0,6669918,410390
2012,"California",887,734,0.83,0,0,2,0.00,38183375,0
2012,"Colorado",324,251,0.77,228,0.91,0,0,5321522,5084990
2012,"Connecticut",130,106,0.82,81,0.76,0,0,3702874,2598231
2012,"Canal Zone",0,0,0,0,0,0,0,0,0
2012,"District of Columbia",3,2,0.67,1,0.50,0,0,632323,0
2012,"Delaware",86,59,0.69,56,0.95,0,0,934970,917092
2012,"Florida",830,618,0.74,0,0,0,0,19434305,0
2012,"Georgia",811,562,0.69,0,0,0,0,9986384,0
2012,"Guam",3,1,0.33,0,0,0,0,0,0
2012,"Hawaii",15,4,0.27,0,0,0,0,1514307,0
2012,"Iowa",299,245,0.82,224,0.91,0,0,3245233,2970703
2012,"Idaho",152,115,0.76,108,0.94,0,0,1657731,1595241
2012,"Illinois",1075,740,0.69,1,0.00,0,0,12934012,152293
2012,"Indiana",410,316,0.77,0,0,0,0,6548541,0
2012,"Kansas",578,472,0.82,357,0.76,0,0,3100218,2271466
2012,"Kentucky",599,398,0.66,383,0.96,0,0,4454279,4319331
2012,"Louisiana",321,211,0.66,35,0.17,0,0,4781059,701029
2012,"Massachusetts",498,377,0.76,305,0.81,0,0,6774799,5738623
2012,"Maryland",204,154,0.75,0,0,2,0.01,6067471,0
2012,"Maine",242,185,0.76,19,0.10,1,0.01,1377993,285832
2012,"Michigan",903,669,0.74,613,0.92,0,0,10531134,9787850
2012,"Minnesota",481,331,0.69,0,0,1,0.00,5591233,0
2012,"Missouri",718,637,0.89,20,0.03,0,0,6064498,740543
2012,"Mississippi",255,146,0.57,5,0.03,0,0,3027267,167030
2012,"Montana",142,107,0.75,99,0.93,0,0,1075765,995410
2012,"Nebraska",340,229,0.67,69,0.30,0,0,1960884,673815
2012,"North Carolina",803,437,0.54,0,0,0,0,9794736,0
2012,"North Dakota",147,103,0.70,96,0.93,0,0,728794,689955
2012,"New Hampshire",259,174,0.67,165,0.95,0,0,1400832,1241055
2012,"New Jersey",652,576,0.88,0,0,0,0,8925939,0
2012,"New Mexico",148,115,0.78,0,0,0,0,2089244,0
2012,"Nevada",76,51,0.67,0,0,0,0,2765739,0
2012,"New York",989,578,0.58,0,0,2,0.00,21525230,0
2012,"Ohio",1101,837,0.76,530,0.63,0,0,12788627,8637690
2012,"Oklahoma",524,375,0.72,243,0.65,0,0,4208024,1367411
2012,"Oregon",308,171,0.56,68,0.40,0,0,4002164,1216129
2012,"Pennsylvania",1876,1424,0.76,2,0.00,8,0.01,13498837,24447
2012,"Puerto Rico",24,0,0,0,0,0,0,0,0
2012,"Rhode Island",52,50,0.96,47,0.94,0,0,1062797,1049246
2012,"South Carolina",597,469,0.79,441,0.94,0,0,4765076,4716691
2012,"South Dakota",191,128,0.67,117,0.91,0,0,868319,769711
2012,"Tennessee",593,464,0.78,462,1.00,0,0,6480488,6456243
2012,"Texas",1264,1044,0.83,67,0.06,0,0,26396356,3532938
2012,"Utah",187,133,0.71,75,0.56,0,0,3116384,2247220
2012,"US Virgin Islands",3,0,0,0,0,0,0,0,0
2012,"Virginia",476,433,0.91,420,0.97,0,0,8198021,8185867
2012,"Vermont",109,92,0.84,87,0.95,0,0,646251,622979
2012,"Washington",361,310,0.86,216,0.70,0,0,7867658,5102121
2012,"Wisconsin",492,393,0.80,83,0.21,0,0,5861922,2225437
2012,"West Virginia",495,305,0.62,288,0.94,0,0,1955015,1745381
2012,"Wyoming",83,61,0.73,0,0,1,0.02,584176,0
2012,"Mariana Islands",1,0,0,0,0,0,0,0,0
2012,"Other",0,0,0,0,0,0,0,0,0
2013,"Alaska",51,33,0.65,0,0,0,0,739005,0
2013,"Alabama",485,379,0.78,1,0.00,0,0,4845981,84139
2013,"Arkansas",377,304,0.81,271,0.89,0,0,3109825,2905664
2013,"American Samoa",1,0,0,0,0,0,0,0,0
2013,"Arizona",150,113,0.75,5,0.04,0,0,6646289,419382
2013,"California",887,739,0.83,0,0,0,0,38498377,0
2013,"Colorado",318,247,0.78,227,0.92,0,0,5371354,5172765
2013,"Connecticut",128,104,0.81,82,0.79,0,0,3687931,2618964
2013,"Canal Zone",0,0,0,0,0,0,0,0,0
2013,"District of Columbia",3,2,0.67,1,0.50,0,0,646449,0
2013,"Delaware",94,66,0.70,57,0.86,0,0,944369,925749
2013,"Florida",830,615,0.74,0,0,0,0,19672665,0
2013,"Georgia",811,556,0.69,0,0,1,0.00,10059139,0
2013,"Guam",3,1,0.33,0,0,0,0,0,0
2013,"Hawaii",15,4,0.27,0,0,0,0,1527273,0
2013,"Iowa",302,247,0.82,224,0.91,0,0,3244635,2967622
2013,"Idaho",149,112,0.75,108,0.96,0,0,1673884,1611676
2013,"Illinois",1075,754,0.70,1,0.00,0,0,12940590,150209
2013,"Indiana",442,338,0.76,32,0.09,0,0,6582010,0
2013,"Kansas",583,474,0.81,359,0.76,0,0,3128513,2270633
2013,"Kentucky",593,406,0.68,398,0.98,0,0,4432530,4353991
2013,"Louisiana",317,219,0.69,32,0.15,0,0,4724918,636954
2013,"Massachusetts",496,374,0.75,306,0.82,0,0,6765234,5824885
2013,"Maryland",204,154,0.75,0,0,0,0,6114548,0
2013,"Maine",241,183,0.76,22,0.12,1,0.01,1374487,333464
2013,"Michigan",908,664,0.73,603,0.91,0,0,10721113,9740774
2013,"Minnesota",481,332,0.69,0,0,3,0.01,5648628,0
2013,"Missouri",718,623,0.87,13,0.02,6,0.01,6092552,737873
2013,"Mississippi",254,132,0.52,5,0.04,0,0,3016872,168177
2013,"Montana",145,110,0.76,98,0.89,0,0,1105207,1000016
2013,"Nebraska",343,228,0.66,68,0.30,0,0,1984267,686383
2013,"North Carolina",803,417,0.52,0,0,0,0,9888625,0
2013,"North Dakota",151,118,0.78,105,0.89,0,0,757656,722021
2013,"New Hampshire",263,182,0.69,168,0.92,0,0,1422911,1252773
2013,"New Jersey",651,574,0.88,0,0,0,0,8974455,0
2013,"New Mexico",148,114,0.77,0,0,1,0.01,2090974,0
2013,"Nevada",76,52,0.68,0,0,0,0,2796911,0
2013,"New York",989,571,0.58,0,0,1,0.00,21600460,0
2013,"Ohio",1120,872,0.78,553,0.63,0,0,12516774,8564581
2013,"Oklahoma",503,360,0.72,266,0.74,0,0,4034927,1599824
2013,"Oregon",315,231,0.73,78,0.34,0,0,4394862,1563725
2013,"Pennsylvania",1894,1493,0.79,24,0.02,6,0.00,13593562,150510
2013,"Puerto Rico",24,0,0,0,0,0,0,0,0
2013,"Rhode Island",51,49,0.96,47,0.96,0,0,1058087,1050471
2013,"South Carolina",704,569,0.81,430,0.76,0,0,4841102,4763786
2013,"South Dakota",192,129,0.67,116,0.90,0,0,889111,782947
2013,"Tennessee",637,469,0.74,466,0.99,0,0,6545789,6495978
2013,"Texas",1261,1024,0.81,65,0.06,0,0,26768445,3537684
2013,"Utah",187,135,0.72,75,0.56,0,0,3115565,2288974
2013,"US Virgin Islands",3,0,0,0,0,0,0,0,0
2013,"Virginia",518,473,0.91,418,0.88,0,0,8268226,8260405
2013,"Vermont",121,105,0.87,89,0.85,0,0,664028,626376
2013,"Washington",329,277,0.84,220,0.79,0,0,7387839,5224414
2013,"Wisconsin",492,401,0.82,96,0.24,0,0,5900116,2336493
2013,"West Virginia",491,281,0.57,268,0.95,0,0,1959523,1688845
2013,"Wyoming",83,62,0.75,0,0,0,0,590427,0
2013,"Mariana Islands",1,0,0,0,0,0,0,0,0
2013,"Other",0,0,0,0,0,0,0,0,0
2014,"Alaska",50,33,0.66,0,0,0,0,740644,0
2014,"Alabama",485,372,0.77,1,0.00,0,0,4861676,84843
2014,"Arkansas",360,300,0.83,281,0.94,0,0,3142848,2907341
2014,"American Samoa",1,0,0,0,0,0,0,0,0
2014,"Arizona",151,115,0.76,5,0.04,0,0,6753058,428215
2014,"California",885,741,0.84,0,0,0,0,38970399,0
2014,"Colorado",326,257,0.79,232,0.90,0,0,5492445,5279319
2014,"Connecticut",129,105,0.81,83,0.79,0,0,3772833,2702918
2014,"Canal Zone",0,0,0,0,0,0,0,0,0
2014,"District of Columbia",3,3,1.00,1,0.33,0,0,658893,0
2014,"Delaware",89,68,0.76,59,0.87,0,0,954220,935614
2014,"Florida",830,591,0.71,0,0,0,0,20007473,0
2014,"Georgia",811,547,0.67,0,0,0,0,10166148,0
2014,"Guam",3,1,0.33,0,0,0,0,0,0
2014,"Hawaii",15,4,0.27,0,0,0,0,1543705,0
2014,"Iowa",308,263,0.85,234,0.89,0,0,3311006,3069576
2014,"Idaho",149,113,0.76,108,0.96,0,0,1692343,1634011
2014,"Illinois",1074,751,0.70,1,0.00,0,0,12938060,149586
2014,"Indiana",410,285,0.70,92,0.32,0,0,6607982,0
2014,"Kansas",603,490,0.81,355,0.72,0,0,3252355,2241181
2014,"Kentucky",644,411,0.64,401,0.98,0,0,4491063,4387495
2014,"Louisiana",320,212,0.66,33,0.16,0,0,4774313,649955
2014,"Massachusetts",503,384,0.76,305,0.79,0,0,6882177,5859977
2014,"Maryland",204,154,0.75,0,0,0,0,6167060,0
2014,"Maine",241,184,0.76,22,0.12,0,0,1376141,333772
2014,"Michigan",905,662,0.73,606,0.92,0,0,10514660,9821227
2014,"Minnesota",481,332,0.69,0,0,0,0,5688135,0
2014,"Missouri",718,631,0.88,14,0.02,4,0.01,6112392,759060
2014,"Mississippi",255,102,0.40,5,0.05,0,0,3036406,169451
2014,"Montana",146,113,0.77,100,0.88,0,0,1109996,1010004
2014,"Nebraska",351,239,0.68,74,0.31,0,0,2043332,738592
2014,"North Carolina",803,415,0.52,0,0,0,0,9977797,0
2014,"North Dakota",152,121,0.80,107,0.88,0,0,788748,738176
2014,"New Hampshire",255,181,0.71,174,0.96,0,0,1380345,1273174
2014,"New Jersey",651,574,0.88,0,0,0,0,8995276,0
2014,"New Mexico",146,120,0.82,0,0,0,0,2091198,0
2014,"Nevada",76,53,0.70,0,0,0,0,2845845,0
2014,"New York",989,576,0.58,0,0,0,0,21699212,0
2014,"Ohio",1100,824,0.75,539,0.65,1,0.00,12382538,8572275
2014,"Oklahoma",510,366,0.72,272,0.74,0,0,3981734,1627215
2014,"Oregon",338,259,0.77,148,0.57,1,0.00,4220492,1537316
2014,"Pennsylvania",1879,1508,0.80,28,0.02,1,0.00,13538815,174437
2014,"Puerto Rico",24,0,0,0,0,0,0,0,0
2014,"Rhode Island",51,49,0.96,47,0.96,0,0,1061770,1054130
2014,"South Carolina",695,571,0.82,442,0.77,0,0,4953761,4817671
2014,"South Dakota",188,125,0.66,116,0.93,0,0,890914,791744
2014,"Tennessee",589,468,0.79,467,1.00,0,0,6564098,6549352
2014,"Texas",1256,1007,0.80,61,0.06,0,0,27099860,3406810
2014,"Utah",189,138,0.73,75,0.54,0,0,3164784,2320856
2014,"US Virgin Islands",3,2,0.67,0,0,0,0,0,0
2014,"Virginia",514,468,0.91,417,0.89,0,0,8340544,8325670
2014,"Vermont",125,113,0.90,91,0.81,0,0,672570,626306
2014,"Washington",327,272,0.83,223,0.82,0,0,7775814,6072712
2014,"Wisconsin",492,400,0.81,102,0.26,0,0,5953664,2412931
2014,"West Virginia",503,298,0.59,273,0.92,0,0,2100227,1662608
2014,"Wyoming",83,61,0.73,0,0,0,0,591789,0
2014,"Mariana Islands",1,0,0,0,0,0,0,0,0
2014,"Other",0,0,0,0,0,0,0,0,0
2015,"Alaska",50,32,0.64,0,0,0,0,743350,0
2015,"Alabama",485,375,0.77,1,0.00,1,0.00,4883134,85163
2015,"Arkansas",365,307,0.84,285,0.93,0,0,3158605,2929845
2015,"American Samoa",1,0,0,0,0,0,0,0,0
2015,"Arizona",150,115,0.77,5,0.04,0,0,6851271,444208
2015,"California",885,738,0.83,0,0,1,0.00,39315550,0
2015,"Colorado",336,269,0.80,232,0.86,0,0,5614411,5445853
2015,"Connecticut",129,105,0.81,85,0.81,0,0,3703110,2773016
2015,"Canal Zone",0,0,0,0,0,0,0,0,0
2015,"District of Columbia",3,3,1.00,1,0.33,0,0,672228,0
2015,"Delaware",84,60,0.71,59,0.98,0,0,962461,945934
2015,"Florida",830,673,0.81,0,0,0,0,20388277,0
2015,"Georgia",810,534,0.66,0,0,0,0,10475611,0
2015,"Guam",3,1,0.33,0,0,0,0,0,0
2015,"Hawaii",15,4,0.27,0,0,0,0,1556738,0
2015,"Iowa",313,271,0.87,237,0.87,0,0,3354213,3105094
2015,"Idaho",150,114,0.76,108,0.95,0,0,1719351,1654475
2015,"Illinois",1074,757,0.70,1,0.00,0,0,12920809,148178
2015,"Indiana",416,292,0.70,94,0.32,0,0,6756198,125467
2015,"Kansas",582,455,0.78,339,0.75,0,0,3170425,2132180
2015,"Kentucky",654,468,0.72,430,0.92,0,0,4505815,4424795
2015,"Louisiana",315,208,0.66,36,0.17,1,0.00,4823474,789390
2015,"Massachusetts",493,372,0.75,305,0.82,0,0,6892139,5893830
2015,"Maryland",204,154,0.75,0,0,0,0,6202009,0
2015,"Maine",241,184,0.76,22,0.12,1,0.01,1375892,333419
2015,"Michigan",874,644,0.74,617,0.96,0,0,10400716,9858012
2015,"Minnesota",481,388,0.81,0,0,2,0.01,5717579,0
2015,"Missouri",717,632,0.88,14,0.02,7,0.01,6136017,768291
2015,"Mississippi",255,102,0.40,5,0.05,0,0,3029478,204790
2015,"Montana",148,116,0.78,103,0.89,0,0,1121211,1026615
2015,"Nebraska",349,250,0.72,85,0.34,1,0.00,2039313,792532
2015,"North Carolina",803,410,0.51,0,0,0,0,10074032,0
2015,"North Dakota",146,115,0.79,108,0.94,0,0,787480,756927
2015,"New Hampshire",249,180,0.72,179,0.99,0,0,1360341,1284083
2015,"New Jersey",650,575,0.88,0,0,0,0,9014923,0
2015,"New Mexico",146,119,0.82,0,0,0,0,2090676,0
2015,"Nevada",76,58,0.76,0,0,0,0,2897487,0
2015,"New York",989,576,0.58,0,0,0,0,21755244,0
2015,"Ohio",1094,816,0.75,543,0.67,0,0,12505309,8825480
2015,"Oklahoma",535,393,0.73,281,0.72,0,0,4068796,1663899
2015,"Oregon",337,249,0.74,173,0.69,2,0.01,5644994,3289724
2015,"Pennsylvania",1882,1510,0.80,32,0.02,5,0.00,13575133,215442
2015,"Puerto Rico",24,0,0,0,0,0,0,0,0
2015,"Rhode Island",51,49,0.96,47,0.96,0,0,1062954,1055254
2015,"South Carolina",576,454,0.79,444,0.98,0,0,4996301,4829048
2015,"South Dakota",189,127,0.67,116,0.91,0,0,904563,797431
2015,"Tennessee",611,486,0.80,464,0.95,0,0,6633096,6600299
2015,"Texas",1273,1033,0.81,84,0.08,0,0,27732574,3799827
2015,"Utah",191,142,0.74,74,0.52,0,0,3254306,2352560
2015,"US Virgin Islands",3,2,0.67,0,0,0,0,0,0
2015,"Virginia",468,423,0.90,415,0.98,0,0,8393335,8380866
2015,"Vermont",108,94,0.87,89,0.95,0,0,641500,626042
2015,"Washington",331,274,0.83,227,0.83,0,0,8233032,6517180
2015,"Wisconsin",489,409,0.84,123,0.30,0,0,5886962,2609182
2015,"West Virginia",522,302,0.58,259,0.86,0,0,2029107,1615250
2015,"Wyoming",83,58,0.70,0,0,0,0,595889,0
2015,"Mariana Islands",1,0,0,0,0,0,0,0,0
2015,"Other",0,0,0,0,0,0,0,0,0
2016,"Alaska",50,32,0.64,0,0,0,0,747188,0
2016,"Alabama",485,375,0.77,1,0.00,0,0,4885591,85601
2016,"Arkansas",357,304,0.85,299,0.98,0,0,3098083,2960488
2016,"American Samoa",1,0,0,0,0,0,0,0,0
2016,"Arizona",149,117,0.79,5,0.04,0,0,6951468,453183
2016,"California",885,739,0.84,0,0,0,0,39421283,0
2016,"Colorado",327,253,0.77,226,0.89,0,0,5699669,5519770
2016,"Connecticut",129,109,0.84,90,0.83,0,0,3807343,2900457
2016,"Canal Zone",0,0,0,0,0,0,0,0,0
2016,"District of Columbia",3,3,1.00,1,0.33,0,0,681170,0
2016,"Delaware",86,68,0.79,62,0.91,0,0,970016,952065
2016,"Florida",830,668,0.80,0,0,0,0,20750677,0
2016,"Georgia",810,545,0.67,0,0,0,0,10572283,0
2016,"Guam",3,0,0,0,0,0,0,0,0
2016,"Hawaii",6,5,0.83,1,0.20,0,0,2424129,995572
2016,"Iowa",308,267,0.87,245,0.92,0,0,3318993,3115599
2016,"Idaho",148,112,0.76,108,0.96,0,0,1741411,1680830
2016,"Illinois",1073,745,0.69,1,0.00,1,0.00,12857245,147363
2016,"Indiana",442,310,0.70,101,0.33,0,0,6905471,255532
2016,"Kansas",580,447,0.77,345,0.77,0,0,3154949,2135061
2016,"Kentucky",590,436,0.74,432,0.99,0,0,4480598,4436974
2016,"Louisiana",320,211,0.66,35,0.17,0,0,4838099,828338
2016,"Massachusetts",486,368,0.76,303,0.82,0,0,6828759,5885044
2016,"Maryland",204,154,0.75,1,0.01,0,0,6213545,1027318
2016,"Maine",245,202,0.82,25,0.12,0,0,1407114,379766
2016,"Michigan",867,646,0.75,628,0.97,2,0.00,10370084,9879398
2016,"Minnesota",480,383,0.80,1,0.00,9,0.02,5910071,74676
2016,"Missouri",722,622,0.86,19,0.03,8,0.01,6202634,806802
2016,"Mississippi",257,94,0.37,7,0.07,0,0,3096793,277185
2016,"Montana",144,113,0.78,103,0.91,0,0,1109334,1042048
2016,"Nebraska",345,246,0.71,87,0.35,0,0,2069704,850653
2016,"North Carolina",803,401,0.50,0,0,0,0,10180571,0
2016,"North Dakota",146,116,0.79,108,0.93,0,0,789335,757493
2016,"New Hampshire",251,185,0.74,183,0.99,0,0,1368168,1293134
2016,"New Jersey",640,573,0.90,0,0,0,0,9005202,0
2016,"New Mexico",146,122,0.84,1,0.01,0,0,2188884,102349
2016,"Nevada",74,61,0.82,0,0,0,0,2946513,0
2016,"New York",988,575,0.58,0,0,0,0,21702264,0
2016,"Ohio",1062,765,0.72,533,0.70,0,0,12147821,8963781
2016,"Oklahoma",540,407,0.75,308,0.76,0,0,4113120,1837582
2016,"Oregon",320,233,0.73,186,0.80,0,0,4407424,3739024
2016,"Pennsylvania",1879,1503,0.80,31,0.02,4,0.00,13588521,230336
2016,"Puerto Rico",24,0,0,0,0,0,0,0,0
2016,"Rhode Island",51,49,0.96,47,0.96,0,0,1063042,1055380
2016,"South Carolina",574,457,0.80,448,0.98,0,0,5000806,4942318
2016,"South Dakota",194,128,0.66,112,0.88,0,0,915036,802805
2016,"Tennessee",590,472,0.80,466,0.99,0,0,6672636,6651194
2016,"Texas",1293,1064,0.82,123,0.12,0,0,28541812,4815666
2016,"Utah",193,141,0.73,72,0.51,0,0,3348840,2364572
2016,"US Virgin Islands",3,2,0.67,0,0,0,0,0,0
2016,"Virginia",477,436,0.91,420,0.96,0,0,8426807,8411424
2016,"Vermont",133,116,0.87,94,0.81,8,0.07,727124,625702
2016,"Washington",326,271,0.83,232,0.86,0,0,7809836,6731788
2016,"Wisconsin",488,422,0.86,137,0.32,0,0,5928153,2915018
2016,"West Virginia",504,357,0.71,331,0.93,0,0,1933369,1628616
2016,"Wyoming",83,55,0.66,0,0,0,0,595148,0
2016,"Mariana Islands",1,0,0,0,0,0,0,0,0
2016,"Other",0,0,0,0,0,0,0,0,0
2017,"Alaska",50,32,0.64,0,0,0,0,744849,0
2017,"Alabama",485,378,0.78,1,0.00,0,0,4894285,85634
2017,"Arkansas",340,296,0.87,296,1.00,0,0,3021597,2879599
2017,"American Samoa",1,0,0,0,0,0,0,0,0
2017,"Arizona",149,114,0.77,5,0.04,0,0,7037119,441754
2017,"California",885,735,0.83,0,0,1,0.00,39713887,0
2017,"Colorado",304,225,0.74,220,0.98,0,0,5665626,5576374
2017,"Connecticut",126,102,0.81,92,0.90,0,0,3645220,2916039
2017,"Canal Zone",0,0,0,0,0,0,0,0,0
2017,"District of Columbia",3,3,1.00,1,0.33,0,0,693972,0
2017,"Delaware",81,63,0.78,62,0.98,0,0,978771,961939
2017,"Florida",830,604,0.73,0,0,0,0,21152963,0
2017,"Georgia",810,531,0.66,0,0,0,0,10694367,0
2017,"Guam",3,1,0.33,0,0,0,0,0,0
2017,"Hawaii",5,3,0.60,0,0,0,0,1427538,0
2017,"Iowa",283,245,0.87,241,0.98,0,0,3262185,3114868
2017,"Idaho",151,114,0.75,109,0.96,2,0.02,1785558,1717917
2017,"Illinois",1073,752,0.70,1,0.00,0,0,12871297,146770
2017,"Indiana",418,268,0.64,102,0.38,0,0,6835640,249386
2017,"Kansas",537,437,0.81,367,0.84,0,0,3101213,2160974
2017,"Kentucky",586,441,0.75,440,1.00,1,0.00,4503900,4454535
2017,"Louisiana",314,195,0.62,30,0.15,0,0,4911108,771416
2017,"Massachusetts",481,365,0.76,307,0.84,0,0,6872032,5949302
2017,"Maryland",204,154,0.75,1,0.01,1,0.01,6249375,1034920
2017,"Maine",241,132,0.55,25,0.19,0,0,1390713,381656
2017,"Michigan",858,635,0.74,628,0.99,5,0.01,10418878,9953181
2017,"Minnesota",484,348,0.72,8,0.02,6,0.02,5897552,84409
2017,"Missouri",717,589,0.82,20,0.03,5,0.01,6200443,823394
2017,"Mississippi",257,76,0.30,5,0.07,0,0,3101936,195630
2017,"Montana",140,109,0.78,105,0.96,1,0.01,1109109,1050451
2017,"Nebraska",335,231,0.69,89,0.39,0,0,2087467,858765
2017,"North Carolina",803,391,0.49,0,0,0,0,10307682,0
2017,"North Dakota",142,110,0.77,107,0.97,1,0.01,781178,754604
2017,"New Hampshire",248,184,0.74,185,1.01,1,0.01,1370055,1306714
2017,"New Jersey",640,576,0.90,0,0,0,0,9066144,0
2017,"New Mexico",146,119,0.82,0,0,0,0,2195924,0
2017,"Nevada",74,61,0.82,0,0,0,0,3004362,0
2017,"New York",988,569,0.58,0,0,0,0,21791112,0
2017,"Ohio",935,643,0.69,542,0.84,0,0,11773974,9300791
2017,"Oklahoma",495,414,0.84,356,0.86,0,0,3990331,1854009
2017,"Oregon",303,202,0.67,195,0.97,1,0.00,4276423,3824627
2017,"Pennsylvania",1876,1491,0.79,28,0.02,0,0,13602067,203372
2017,"Puerto Rico",24,0,0,0,0,0,0,3337177,0
2017,"Rhode Island",51,49,0.96,47,0.96,0,0,1066209,1058595
2017,"South Carolina",567,448,0.79,449,1.00,2,0.00,5067266,5019569
2017,"South Dakota",191,126,0.66,112,0.89,0,0,920420,817171
2017,"Tennessee",585,469,0.80,468,1.00,1,0.00,6734436,6716522
2017,"Texas",1269,840,0.66,142,0.17,0,0,28875406,5261448
2017,"Utah",185,125,0.68,71,0.57,1,0.01,3317709,2345175
2017,"US Virgin Islands",3,0,0,0,0,0,0,0,0
2017,"Virginia",469,424,0.90,415,0.98,0,0,8490110,8467744
2017,"Vermont",104,91,0.88,90,0.99,0,0,636517,623657
2017,"Washington",328,254,0.77,228,0.90,0,0,7462444,6847558
2017,"Wisconsin",488,421,0.86,148,0.35,0,0,5908902,3110853
2017,"West Virginia",479,256,0.53,255,1.00,0,0,1831045,1629061
2017,"Wyoming",83,57,0.69,0,0,0,0,588905,0
2017,"Mariana Islands",1,0,0,0,0,0,0,0,0
2017,"Other",0,0,0,0,0,0,0,0,0
2018,"Alaska",50,33,0.66,0,0,0,0,742552,0
2018,"Alabama",485,372,0.77,1,0.00,0,0,4906885,85521
2018,"Arkansas",340,289,0.85,289,1.00,0,0,3031153,2910830
2018,"American Samoa",1,0,0,0,0,0,0,0,0
