year,unemp,state
1993-01-01,0.052000000000000005,VA
1994-01-01,0.049,VA
1995-01-01,0.045,VA
1996-01-01,0.044000000000000004,VA
1997-01-01,0.038,VA
1998-01-01,0.028999999999999998,VA
1999-01-01,0.027000000000000003,VA
2000-01-01,0.023,VA
2001-01-01,0.032,VA
2002-01-01,0.042,VA
2003-01-01,0.040999999999999995,VA
2004-01-01,0.038,VA
2005-01-01,0.036000000000000004,VA
2006-01-01,0.031,VA
2007-01-01,0.03,VA
2008-01-01,0.039,VA
2009-01-01,0.067,VA
2010-01-01,0.071,VA
2011-01-01,0.066,VA
2012-01-01,0.061,VA
2013-01-01,0.057,VA
2014-01-01,0.052000000000000005,VA
2015-01-01,0.045,VA
2016-01-01,0.040999999999999995,VA
2017-01-01,0.037000000000000005,VA
2018-01-01,0.03,VA
2019-01-01,0.027999999999999997,VA
1976-01-01,0.08900000000000001,WA
1977-01-01,0.085,WA
1978-01-01,0.069,WA
1979-01-01,0.066,WA
1980-01-01,0.081,WA
1981-01-01,0.096,WA
1982-01-01,0.11900000000000001,WA
1983-01-01,0.111,WA
1984-01-01,0.09300000000000001,WA
1985-01-01,0.084,WA
1986-01-01,0.081,WA
1987-01-01,0.073,WA
1988-01-01,0.063,WA
1989-01-01,0.059000000000000004,WA
1990-01-01,0.052000000000000005,WA
1991-01-01,0.063,WA
1992-01-01,0.073,WA
1993-01-01,0.073,WA
1994-01-01,0.066,WA
1995-01-01,0.064,WA
1996-01-01,0.061,WA
1997-01-01,0.049,WA
1998-01-01,0.048,WA
1999-01-01,0.049,WA
2000-01-01,0.052000000000000005,WA
2001-01-01,0.063,WA
2002-01-01,0.07400000000000001,WA
2003-01-01,0.07400000000000001,WA
2004-01-01,0.063,WA
2005-01-01,0.055999999999999994,WA
2006-01-01,0.05,WA
2007-01-01,0.047,WA
2008-01-01,0.054000000000000006,WA
2009-01-01,0.092,WA
2010-01-01,0.1,WA
2011-01-01,0.09300000000000001,WA
2012-01-01,0.081,WA
2013-01-01,0.07,WA
2014-01-01,0.061,WA
2015-01-01,0.055999999999999994,WA
2016-01-01,0.053,WA
2017-01-01,0.047,WA
2018-01-01,0.045,WA
2019-01-01,0.043,WA
1976-01-01,0.073,WV
1977-01-01,0.069,WV
1978-01-01,0.062,WV
1979-01-01,0.069,WV
1980-01-01,0.095,WV
1981-01-01,0.106,WV
1982-01-01,0.14,WV
1983-01-01,0.17800000000000002,WV
1984-01-01,0.14800000000000002,WV
1985-01-01,0.131,WV
1986-01-01,0.11800000000000001,WV
1987-01-01,0.10800000000000001,WV
1988-01-01,0.098,WV
1989-01-01,0.086,WV
1990-01-01,0.085,WV
1991-01-01,0.106,WV
1992-01-01,0.113,WV
1993-01-01,0.106,WV
1994-01-01,0.08800000000000001,WV
1995-01-01,0.079,WV
1996-01-01,0.075,WV
1997-01-01,0.069,WV
1998-01-01,0.066,WV
1999-01-01,0.065,WV
2000-01-01,0.055,WV
2001-01-01,0.05,WV
2002-01-01,0.059000000000000004,WV
2003-01-01,0.06,WV
2004-01-01,0.053,WV
2005-01-01,0.051,WV
2006-01-01,0.049,WV
2007-01-01,0.046,WV
2008-01-01,0.043,WV
2009-01-01,0.077,WV
2010-01-01,0.087,WV
2011-01-01,0.081,WV
2012-01-01,0.075,WV
2013-01-01,0.068,WV
2014-01-01,0.066,WV
2015-01-01,0.067,WV
2016-01-01,0.061,WV
2017-01-01,0.052000000000000005,WV
2018-01-01,0.052000000000000005,WV
2019-01-01,0.049,WV
1976-01-01,0.055,WI
1977-01-01,0.051,WI
1978-01-01,0.05,WI
1979-01-01,0.046,WI
1980-01-01,0.07200000000000001,WI
1981-01-01,0.08,WI
1982-01-01,0.105,WI
1983-01-01,0.102,WI
1984-01-01,0.07400000000000001,WI
1985-01-01,0.07200000000000001,WI
1986-01-01,0.07,WI
1987-01-01,0.059000000000000004,WI
1988-01-01,0.044000000000000004,WI
1989-01-01,0.043,WI
1990-01-01,0.044000000000000004,WI
1991-01-01,0.055,WI
1992-01-01,0.051,WI
1993-01-01,0.048,WI
1994-01-01,0.045,WI
1995-01-01,0.038,WI
1996-01-01,0.036000000000000004,WI
1997-01-01,0.036000000000000004,WI
1998-01-01,0.034,WI
1999-01-01,0.031,WI
2000-01-01,0.035,WI
2001-01-01,0.045,WI
2002-01-01,0.054000000000000006,WI
2003-01-01,0.057,WI
2004-01-01,0.05,WI
2005-01-01,0.047,WI
2006-01-01,0.047,WI
2007-01-01,0.049,WI
2008-01-01,0.049,WI
2009-01-01,0.086,WI
2010-01-01,0.087,WI
2011-01-01,0.078,WI
2012-01-01,0.07,WI
2013-01-01,0.067,WI
2014-01-01,0.054000000000000006,WI
2015-01-01,0.045,WI
2016-01-01,0.04,WI
2017-01-01,0.033,WI
2018-01-01,0.03,WI
2019-01-01,0.033,WI
1976-01-01,0.04,WY
1977-01-01,0.034,WY
1978-01-01,0.03,WY
1979-01-01,0.027000000000000003,WY
1980-01-01,0.039,WY
1981-01-01,0.040999999999999995,WY
1982-01-01,0.062,WY
1983-01-01,0.08199999999999999,WY
1984-01-01,0.063,WY
1985-01-01,0.069,WY
1986-01-01,0.08900000000000001,WY
1987-01-01,0.08,WY
1988-01-01,0.065,WY
1989-01-01,0.061,WY
1990-01-01,0.053,WY
1991-01-01,0.052000000000000005,WY
1992-01-01,0.055999999999999994,WY
1993-01-01,0.053,WY
1994-01-01,0.05,WY
1995-01-01,0.048,WY
1996-01-01,0.049,WY
1997-01-01,0.048,WY
1998-01-01,0.047,WY
1999-01-01,0.046,WY
2000-01-01,0.039,WY
2001-01-01,0.038,WY
2002-01-01,0.04,WY
2003-01-01,0.043,WY
2004-01-01,0.038,WY
2005-01-01,0.036000000000000004,WY
2006-01-01,0.032,WY
2007-01-01,0.027999999999999997,WY
2008-01-01,0.031,WY
2009-01-01,0.063,WY
2010-01-01,0.064,WY
2011-01-01,0.057999999999999996,WY
2012-01-01,0.053,WY
2013-01-01,0.047,WY
2014-01-01,0.040999999999999995,WY
2015-01-01,0.043,WY
2016-01-01,0.053,WY
2017-01-01,0.042,WY
2018-01-01,0.039,WY
2019-01-01,0.036000000000000004,WY
