year,state,male_officer,male_civilian,female_officer,female_civilian
1999,MD,12733,1654,1901,2718
1999,ME,2058,303,123,374
1999,MI,19402,2985,2669,4524
1999,MN,7580,1637,806,2292
1999,MO,11069,1978,1152,3130
1999,MP,0,0,0,0
1999,MS,5279,1124,467,1931
1999,MT,1552,426,89,606
1999,NB,2943,306,325,869
1999,NC,18230,3765,2049,4739
1999,ND,1105,148,83,257
1999,NH,2509,249,160,599
1999,NJ,28459,2839,1920,5193
1999,NM,3762,593,323,1227
1999,NV,4043,579,482,1687
1999,NY,58631,7185,8033,19664
1999,OH,21561,4720,2455,6210
1999,OK,6413,1358,522,1992
1999,OR,5152,473,533,1620
1999,OT,0,0,0,0
1999,PA,23120,1632,2740,2910
1999,PR,0,0,0,0
1999,RI,2259,286,141,362
1999,SC,8933,1478,1030,2478
1999,SD,1159,297,57,320
1999,TN,17488,5111,1808,5897
1999,TX,42077,11964,4617,15774
1999,UT,5710,409,660,1375
1999,VA,18239,1534,2058,3788
1999,VI,0,0,0,0
1999,VT,921,103,76,204
1999,WA,9166,1488,980,2679
1999,WI,12718,1639,1878,3323
1999,WV,3525,409,131,600
1999,WY,1149,159,84,467
2000,AK,1055,200,103,475
2000,AL,9529,1847,769,3176
2000,AR,5425,1103,550,1789
2000,AS,0,0,0,0
2000,AZ,9347,3334,1108,4260
2000,CA,64375,12547,8720,23552
2000,CO,9953,1606,1420,3484
2000,CT,8707,1074,729,1644
2000,CZ,0,0,0,0
2000,DC,3316,328,931,715
2000,DE,2371,382,278,631
2000,FL,36004,10016,5279,16340
2000,FS,0,0,0,0
2000,GA,21778,3991,3050,6952
2000,GM,253,23,13,42
2000,HI,3031,246,254,612
2000,IA,4958,892,342,1659
2000,ID,2438,191,149,850
2000,IL,31965,5742,5136,7661
2000,IN,10287,2722,898,3604
2000,KS,7866,1410,640,2280
2000,KY,7534,902,677,1557
2000,LA,14058,1214,3190,2708
2000,MA,16410,1450,1364,1911
2000,MD,12915,1767,1991,2785
2000,ME,2094,322,127,398
2000,MI,19773,3199,2991,5010
2000,MN,7612,1675,837,2478
2000,MO,11000,1986,1136,3169
2000,MP,0,0,0,0
2000,MS,5416,1100,484,1784
2000,MT,1472,475,77,623
2000,NB,3077,346,333,968
2000,NC,18599,3298,2089,4640
2000,ND,1108,154,85,263
2000,NH,2484,266,146,616
2000,NJ,28639,2877,2079,5274
2000,NM,3869,427,328,1234
2000,NV,4316,591,512,1734
2000,NY,59330,7269,8390,14125
2000,OH,22142,4446,2561,6421
2000,OK,6539,1434,530,1998
2000,OR,5217,511,544,1662
2000,OT,0,0,0,0
2000,PA,23062,1670,2799,2983
2000,PR,0,0,0,0
2000,RI,2311,309,148,360
2000,SC,10165,1034,1112,2303
2000,SD,1325,297,71,383
2000,TN,17351,4980,1924,7695
2000,TX,42896,11937,4757,16204
2000,UT,4906,1428,442,1659
2000,VA,15921,1259,1848,3469
2000,VI,0,0,0,0
2000,VT,936,130,79,269
2000,WA,9375,1550,1031,2723
2000,WI,11364,1569,1713,3219
2000,WV,3387,415,109,558
2000,WY,1138,164,81,461
2001,AK,1097,198,107,463
2001,AL,9482,1871,755,3336
2001,AR,5849,1134,657,1928
2001,AS,0,0,0,0
2001,AZ,9728,3333,1143,4433
2001,CA,64644,12730,8872,23372
2001,CO,10406,1840,1533,3746
2001,CT,8758,922,766,1540
2001,CZ,0,0,0,0
2001,DC,3598,345,971,542
2001,DE,2468,426,323,694
2001,FL,36563,8705,5358,16240
2001,FS,0,0,0,0
2001,GA,29457,5677,5232,9548
2001,GM,0,0,0,0
2001,HI,2911,244,268,632
2001,IA,5084,881,347,1690
2001,ID,2494,196,153,969
2001,IL,31822,6560,5249,7443
2001,IN,10307,3154,830,3856
2001,KS,7789,1638,656,2398
2001,KY,7928,937,716,1624
2001,LA,13702,1435,3129,3164
2001,MA,16086,1495,1364,1950
2001,MD,13078,1863,2073,2882
2001,ME,2116,290,127,395
2001,MI,19748,2827,3037,4554
2001,MN,7683,1742,879,2616
2001,MO,11120,2056,1151,3351
2001,MP,0,0,0,0
2001,MS,5403,1381,440,2065
2001,MT,1568,502,92,661
2001,NB,3212,306,345,987
2001,NC,18956,3793,2200,5091
2001,ND,1086,141,80,266
2001,NH,2695,289,172,662
2001,NJ,28907,3094,2162,5417
2001,NM,3683,445,345,1116
2001,NV,4100,1048,418,1967
2001,NY,58531,7771,8422,15896
2001,OH,22791,4605,2678,6637
2001,OK,6671,1487,533,2017
2001,OR,5354,511,559,1794
2001,OT,0,0,0,0
2001,PA,23181,1722,2793,3013
2001,PR,0,0,0,0
2001,RI,2293,289,155,346
2001,SC,10318,1190,1167,2431
2001,SD,1332,329,76,461
2001,TN,14525,3545,1545,5730
2001,TX,43829,12469,4917,16720
2001,UT,4780,1466,442,1681
2001,VA,16066,1431,1912,3616
2001,VI,0,0,0,0
2001,VT,945,112,73,238
2001,WA,9586,1450,1024,2880
2001,WI,11374,1678,1798,3248
2001,WV,3419,401,114,571
2001,WY,1188,235,82,541
2002,AK,1091,219,112,482
2002,AL,9523,1909,769,3218
2002,AR,6062,1236,711,2035
2002,AS,0,0,0,0
2002,AZ,9851,3234,1185,4565
2002,CA,67224,14868,9410,25690
2002,CO,10198,1529,1508,3554
2002,CT,8729,976,793,1640
2002,CZ,0,0,0,0
2002,DC,3633,348,990,665
2002,DE,2761,436,338,714
2002,FL,37270,11099,5517,17672
2002,FS,0,0,0,0
2002,GA,21578,3567,3206,6359
2002,GM,0,0,0,0
2002,HI,2946,247,274,611
2002,IA,4976,924,357,1702
2002,ID,2495,240,155,977
2002,IL,31344,6190,5293,7892
2002,IN,10489,3195,861,3945
2002,KS,7307,1639,588,2162
2002,KY,8216,901,706,1676
2002,LA,13987,1955,3543,3654
2002,MA,16334,1515,1420,2054
2002,MD,13203,1985,2125,2956
2002,ME,2114,338,134,410
2002,MI,21438,3616,3290,5054
2002,MN,7711,1856,901,2712
2002,MO,12149,2159,1250,3539
2002,MP,0,0,0,0
2002,MS,5412,1334,465,2094
2002,MT,1596,502,96,683
2002,NB,3209,288,352,1027
2002,NC,18982,3885,2222,5109
2002,ND,1083,172,86,272
2002,NH,2934,310,189,707
2002,NJ,28848,3098,2178,5490
2002,NM,3792,434,363,1092
2002,NV,4415,1157,511,2249
2002,NY,57182,7324,8328,15166
2002,OH,22962,4664,2690,6600
2002,OK,6705,1447,526,2052
2002,OR,5447,461,585,1735
2002,OT,0,0,0,0
2002,PA,23658,1852,2823,3080
2002,PR,0,0,0,0
2002,RI,2331,286,163,355
2002,SC,10064,1514,1171,2531
2002,SD,1318,360,72,450
2002,TN,14812,3536,1624,6341
2002,TX,43832,13161,4980,17103
2002,UT,4377,971,379,1284
2002,VA,15777,1535,1850,3655
2002,VI,0,0,0,0
2002,VT,959,145,72,273
2002,WA,9697,1273,1039,2770
2002,WI,11400,1675,1816,3318
2002,WV,3342,398,106,622
2002,WY,1183,246,87,513
2003,AK,1063,212,111,470
2003,AL,9725,1906,752,3344
2003,AR,6668,1379,739,2308
2003,AS,0,0,0,0
2003,AZ,10008,3339,1188,4616
2003,CA,67944,14051,9680,26216
2003,CO,10089,1594,1531,3569
2003,CT,7870,723,784,1203
2003,CZ,0,0,0,0
2003,DC,3544,346,965,561
2003,DE,2625,444,399,813
2003,FL,37391,10233,5993,16686
2003,FS,0,0,0,0
2003,GA,29938,5742,5394,9331
2003,GM,0,0,0,0
2003,HI,2969,246,268,615
2003,IA,4985,939,358,1694
2003,ID,2538,233,161,950
2003,IL,31563,6064,5444,7720
2003,IN,10543,3243,857,3822
2003,KS,7630,1390,709,2244
2003,KY,9660,1129,973,1989
2003,LA,14140,1445,3180,3643
2003,MA,15658,1352,1375,1928
2003,MD,13179,1830,2109,2924
2003,ME,2163,338,133,395
2003,MI,20582,3658,3190,4858
2003,MN,7676,1785,926,2641
2003,MO,12292,2166,1261,3550
2003,MP,0,0,0,0
2003,MS,5389,1354,488,1979
2003,MT,1646,574,102,708
2003,NB,3270,348,367,1076
2003,NC,19491,3989,2264,5164
2003,ND,1125,145,85,278
2003,NH,2432,243,168,589
2003,NJ,29369,3120,2396,5630
2003,NM,3785,435,364,1055
2003,NV,4238,1099,470,2069
2003,NY,50205,6310,6581,13189
2003,OH,22841,4588,2793,6604
2003,OK,6658,1414,534,2042
2003,OR,5587,451,573,1825
2003,OT,0,0,0,0
2003,PA,23645,1773,2804,3097
2003,PR,0,0,0,0
2003,RI,2344,291,171,347
2003,SC,9956,1459,1174,2524
2003,SD,1250,352,78,398
2003,TN,14774,3536,1620,5668
2003,TX,45705,13560,5299,17300
2003,UT,4573,1082,403,1464
2003,VA,16019,1534,1969,3826
2003,VI,0,0,0,0
2003,VT,974,118,75,256
2003,WA,9746,1427,1022,2890
2003,WI,12897,1857,2200,3678
2003,WV,3603,388,123,600
2003,WY,1247,260,105,538
2004,AK,1125,218,127,470
2004,AL,9820,1989,769,3393
2004,AR,6337,1242,820,2093
2004,AS,0,0,0,0
2004,AZ,10444,3925,1229,4941
2004,CA,66821,13925,9611,25721
2004,CO,10191,1686,1559,3665
2004,CT,7718,730,787,1217
2004,CZ,0,0,0,0
2004,DC,3744,315,1020,510
2004,DE,2561,464,348,697
2004,FL,38810,10590,6320,17961
2004,FS,0,0,0,0
2004,GA,30015,5569,5423,9066
2004,GM,0,0,0,0
2004,HI,2863,237,270,582
2004,IA,4841,913,370,1698
2004,ID,2705,248,178,1056
2004,IL,31322,6240,5595,7560
2004,IN,10637,3222,872,3832
2004,KS,7283,1082,677,2065
2004,KY,9139,1143,850,2035
2004,LA,14359,1507,3327,3742
2004,MA,15754,1515,1380,1998
2004,MD,14624,2208,2277,3318
2004,ME,2170,316,140,423
2004,MI,20260,3803,3169,4807
2004,MN,7762,1800,931,2721
2004,MO,12357,2185,1271,3481
2004,MP,0,0,0,0
2004,MS,5525,1415,480,2190
2004,MT,2398,766,158,1035
2004,NB,3282,404,386,1044
2004,NC,19854,4288,2380,5357
2004,ND,1200,146,91,313
2004,NH,2375,243,180,590
2004,NJ,29265,3316,2496,5710
2004,NM,3830,476,392,1055
2004,NV,4310,1153,467,2135
2004,NY,56095,7723,8399,15834
2004,OH,23034,4748,2786,6640
2004,OK,6604,1392,528,2087
2004,OR,5218,543,558,1741
2004,OT,0,0,0,0
2004,PA,23557,1805,2816,3070
2004,PR,0,0,0,0
2004,RI,3458,443,241,514
2004,SC,10613,1583,1220,2794
2004,SD,1621,443,112,524
2004,TN,14909,3661,1698,5863
2004,TX,45576,13563,5273,17294
2004,UT,4488,1192,348,1425
2004,VA,16059,1493,1977,3805
2004,VI,0,0,0,0
2004,VT,1007,114,77,236
2004,WA,9298,1492,986,2792
2004,WI,11436,1824,1929,3442
2004,WV,3319,369,102,578
2004,WY,1206,201,104,496
2005,AK,1097,201,119,468
2005,AL,9910,1929,782,3294
2005,AR,6321,1268,722,2151
2005,AS,0,0,0,0
2005,AZ,10813,4391,1254,5178
2005,CA,66976,14305,9726,25744
2005,CO,10478,1672,1630,3575
2005,CT,7647,715,795,1201
2005,CZ,0,0,0,0
2005,DC,3759,327,1008,430
2005,DE,2631,411,364,723
2005,FL,37776,11034,6189,18307
2005,FS,0,0,0,0
2005,GA,30285,5527,5514,9124
2005,GM,0,0,0,0
2005,HI,2963,242,280,608
2005,IA,4890,939,380,1721
2005,ID,2908,226,202,1135
2005,IL,31390,7010,5627,7899
2005,IN,10659,2907,853,3711
2005,KS,7282,1345,673,2213
2005,KY,9407,1010,863,1801
2005,LA,14111,1272,3244,3094
2005,MA,15586,1413,1390,2011
2005,MD,13245,2008,2101,3040
2005,ME,2141,293,131,399
2005,MI,19809,3508,3019,4668
2005,MN,7484,1758,944,2747
2005,MO,12095,2295,1272,3516
2005,MP,0,0,0,0
2005,MS,5470,1489,476,2212
2005,MT,1685,510,114,776
2005,NB,3274,376,387,1032
2005,NC,20071,4492,2434,5348
2005,ND,1152,133,99,294
2005,NH,2433,234,189,601
2005,NJ,29781,3288,2549,5789
2005,NM,3948,494,381,1140
2005,NV,4463,1345,522,2228
2005,NY,56203,7760,8604,15737
2005,OH,23047,4575,2688,6461
2005,OK,6585,1677,547,2323
2005,OR,5391,521,574,1775
2005,OT,0,0,0,0
2005,PA,23699,1876,2766,3109
2005,PR,0,0,0,0
2005,RI,2385,308,181,351
2005,SC,10794,1651,1288,2722
2005,SD,1586,459,96,572
2005,TN,14671,3941,1547,6062
2005,TX,45914,13655,5464,17882
2005,UT,4450,1212,392,1481
2005,VA,16072,1430,1982,3672
2005,VI,0,0,0,0
2005,VT,1163,153,100,293
2005,WA,9630,1359,1024,2821
2005,WI,11505,1710,1894,3299
2005,WV,3342,348,103,568
2005,WY,1228,99,112,398
2006,AK,1133,237,126,485
2006,AL,9910,2039,776,3505
2006,AR,6248,1290,713,2186
2006,AS,0,0,0,0
2006,AZ,10983,4528,1288,5383
2006,CA,68129,14924,9937,26444
2006,CO,10561,1674,1639,3716
2006,CT,7651,753,804,1199
2006,CZ,0,0,0,0
2006,DC,3782,346,1014,451
2006,DE,2520,384,351,663
2006,FL,41497,10566,6832,18450
2006,FS,0,0,0,0
2006,GA,30548,5691,5725,9435
2006,GM,0,0,0,0
2006,HI,3033,251,284,611
2006,IA,4915,1007,385,1696
2006,ID,2726,265,200,1134
2006,IL,31651,7025,5764,7825
2006,IN,10573,3057,832,3779
2006,KS,7798,1493,763,2265
2006,KY,9682,924,839,1746
2006,LA,13868,1352,3428,2965
2006,MA,15992,1371,1401,2074
2006,MD,14814,2434,2239,3555
2006,ME,2189,329,128,444
2006,MI,19456,3390,2939,4500
2006,MN,7626,1875,987,2829
2006,MO,12521,2390,1336,3465
2006,MP,0,0,0,0
2006,MS,5559,1514,492,2273
2006,MT,1747,511,120,660
2006,NB,3289,426,391,1008
2006,NC,20410,4428,2550,5678
2006,ND,1124,146,102,297
2006,NH,2459,249,202,615
2006,NJ,29580,3115,2549,5465
2006,NM,3809,574,379,1101
2006,NV,4766,1400,515,2419
2006,NY,56124,7996,8732,16257
2006,OH,23698,4295,2689,6433
2006,OK,6653,1712,555,2266
2006,OR,5285,1206,564,2078
2006,OT,0,0,0,0
2006,PA,24042,1869,2796,3116
2006,PR,0,0,0,0
2006,RI,2387,311,183,355
2006,SC,10806,1473,1343,2647
2006,SD,1431,450,98,539
2006,TN,14542,4234,1455,5821
2006,TX,45356,14145,5375,18620
2006,UT,4313,1490,337,1537
2006,VA,16421,1499,2087,3843
2006,VI,0,0,0,0
2006,VT,1093,130,92,278
2006,WA,9500,1407,1001,2840
2006,WI,11776,1889,1933,3452
2006,WV,3631,333,114,594
2006,WY,1237,118,111,441
2007,AK,1127,235,119,454
2007,AL,10126,2092,759,3695
2007,AR,6298,1282,734,2186
2007,AS,0,0,0,0
2007,AZ,11526,4662,1356,5564
2007,CA,70824,15591,10252,27805
2007,CO,10841,1865,1655,3804
2007,CT,7835,818,808,1204
2007,CZ,0,0,0,0
2007,DC,3869,358,1033,474
2007,DE,2511,424,336,674
2007,FL,39030,11096,6329,18959
2007,FS,0,0,0,0
2007,GA,31319,5530,6237,9691
2007,GM,0,0,0,0
2007,HI,3012,267,290,634
2007,IA,5016,1022,404,1746
2007,ID,2769,441,199,1057
2007,IL,31699,7752,5790,8507
2007,IN,10800,2865,845,3469
2007,KS,7897,1454,812,2315
2007,KY,10510,1053,857,1910
2007,LA,13818,2046,2965,3912
2007,MA,16229,1489,1404,2171
2007,MD,13825,2118,2128,3269
2007,ME,2297,361,143,437
2007,MI,19374,3498,2973,4440
2007,MN,7782,2006,1041,2812
2007,MO,14010,2779,1430,4217
2007,MP,0,0,0,0
2007,MS,5585,1389,491,2332
2007,MT,1770,488,117,603
2007,NB,3181,367,370,1026
2007,NC,20870,4558,2496,5715
2007,ND,1158,182,119,296
2007,NH,2709,291,214,639
2007,NJ,30219,3467,2692,5945
2007,NM,3922,556,398,1147
2007,NV,5736,747,678,2396
2007,NY,55915,8171,8713,16780
2007,OH,23518,4735,2732,6704
2007,OK,6877,1658,558,2360
2007,OR,6195,1840,674,2653
2007,OT,0,0,0,0
2007,PA,24576,1888,2811,3172
2007,PR,0,0,0,0
2007,RI,2412,308,188,363
2007,SC,10925,1507,1357,2802
2007,SD,1422,358,104,482
2007,TN,14851,7784,1504,7845
2007,TX,47720,14838,5769,19634
2007,UT,4462,1557,332,1629
2007,VA,16686,1494,2161,3867
2007,VI,0,0,0,0
2007,VT,1106,133,95,266
2007,WA,9591,1435,987,2889
2007,WI,11644,2187,1845,3760
2007,WV,3521,370,114,605
2007,WY,1313,180,125,518
2008,AK,1180,234,119,474
2008,AL,10391,2152,810,3649
2008,AR,5837,1391,511,2387
2008,AS,0,0,0,0
2008,AZ,11931,4654,1421,5654
2008,CA,72938,15062,10951,28098
2008,CO,11293,1892,1753,3849
2008,CT,7974,816,803,1231
2008,CZ,0,0,0,0
2008,DC,4021,358,1055,491
2008,DE,2558,412,350,668
2008,FL,39117,11095,6520,18807
2008,FS,0,0,0,0
2008,GA,32041,5797,6243,9651
2008,GM,0,0,0,0
2008,HI,3103,275,315,627
2008,IA,5031,1123,407,1852
2008,ID,2801,537,199,1326
2008,IL,31703,7405,5767,7946
2008,IN,10947,2931,871,3544
2008,KS,7728,1554,756,2390
2008,KY,11262,1324,924,2064
2008,LA,14536,1602,3510,3765
2008,MA,15882,1576,1403,2136
2008,MD,13967,2149,2139,3281
2008,ME,2159,316,139,419
2008,MI,19530,3539,2819,4556
2008,MN,7911,2012,1066,2835
2008,MO,14336,2818,1451,4243
2008,MP,0,0,0,0
2008,MS,5673,1498,477,2300
2008,MT,1749,497,112,637
2008,NB,3268,350,393,1018
2008,NC,21309,4891,2630,5954
2008,ND,1168,185,120,276
2008,NH,2609,275,222,637
2008,NJ,29745,3470,2715,5819
2008,NM,3968,593,408,1134
2008,NV,5212,866,535,2248
2008,NY,56694,6142,8876,14227
2008,OH,24400,4594,2839,6727
2008,OK,7313,1604,715,2361
2008,OR,6189,1990,667,2782
2008,OT,0,0,0,0
2008,PA,24325,1913,2811,3166
2008,PR,0,0,0,0
2008,RI,2410,299,182,362
2008,SC,11301,1525,1357,2798
2008,SD,1410,345,86,504
2008,TN,14958,4550,1570,5896
2008,TX,47627,14882,5821,20160
2008,UT,4466,1518,353,1508
2008,VA,16919,1494,2249,3932
2008,VI,0,0,0,0
2008,VT,1036,135,87,262
2008,WA,11071,1667,1214,3325
2008,WI,11599,2118,1858,3668
2008,WV,3346,480,121,615
2008,WY,1321,154,108,493
2009,AK,1195,246,109,474
2009,AL,10707,2191,815,3596
2009,AR,5859,1509,533,2342
2009,AS,0,0,0,0
2009,AZ,11708,4607,1384,5470
2009,CA,72074,14873,10828,27622
2009,CO,11197,2090,1703,4036
2009,CT,7867,781,794,1173
2009,CZ,0,0,0,0
2009,DC,4052,359,1066,470
2009,DE,2546,400,362,646
2009,FL,39753,10295,6468,18602
2009,FS,0,0,0,0
2009,GA,32598,6208,6346,10060
2009,GM,0,0,0,0
2009,HI,3100,281,311,635
2009,IA,5118,1101,455,1800
2009,ID,2806,338,204,1278
2009,IL,31174,6986,5614,7745
2009,IN,11114,3028,980,3435
2009,KS,7533,1509,710,2324
2009,KY,9649,1022,800,1588
2009,LA,14751,2391,3053,4134
2009,MA,15353,1328,1358,1908
2009,MD,14017,2024,2140,3173
2009,ME,2184,253,135,376
2009,MI,18815,3470,2822,4323
2009,MN,7919,1991,1080,2854
2009,MO,14620,2776,1483,4311
2009,MP,0,0,0,0
2009,MS,5824,1592,531,2282
2009,MT,1788,559,105,681
2009,NB,3416,352,406,1045
2009,NC,21692,5239,2543,5995
2009,ND,1175,176,136,300
2009,NH,2549,264,209,623
2009,NJ,29908,3558,2677,6069
2009,NM,4184,868,438,1351
2009,NV,5428,1440,575,2692
2009,NY,55973,7842,8737,14224
2009,OH,23260,4338,2678,6301
2009,OK,7465,1750,711,2386
2009,OR,6277,1980,639,2652
2009,OT,0,0,0,0
2009,PA,24533,1826,2763,3162
2009,PR,13156,457,3289,1045
2009,RI,2377,290,186,351
2009,SC,10935,1468,1313,2751
2009,SD,1425,357,89,505
2009,TN,15303,4483,1560,5938
2009,TX,49415,15735,6345,19798
2009,UT,4558,1465,368,1605
2009,VA,16868,1398,2212,3864
2009,VI,0,0,0,0
2009,VT,1132,122,101,265
2009,WA,11112,1684,1171,3036
2009,WI,11516,2424,1821,3688
2009,WV,3690,395,123,649
2009,WY,1366,146,116,490
2010,AK,1152,256,106,474
2010,AL,10434,2070,808,3354
2010,AR,5930,1538,514,2387
2010,AS,0,0,0,0
2010,AZ,11431,4417,1360,5268
2010,CA,70994,14661,10618,26172
2010,CO,11104,2043,1699,3907
2010,CT,7881,794,816,1082
2010,CZ,0,0,0,0
2010,DC,3612,277,954,369
2010,DE,3128,492,434,812
2010,FL,39765,10527,6637,18422
2010,FS,0,0,0,0
2010,GA,32652,5566,6692,9463
2010,GM,0,0,0,0
2010,HI,3070,265,298,617
2010,IA,5109,1111,439,1785
2010,ID,2955,336,219,1352
2010,IL,30165,6978,5465,7460
2010,IN,11169,2878,885,3336
2010,KS,7327,1476,676,2376
2010,KY,9316,961,697,1579
2010,LA,14236,2164,3161,3798
2010,MA,15079,1403,1399,2095
2010,MD,13849,2052,2145,3172
2010,ME,2159,246,142,358
2010,MI,18380,3338,2799,4111
2010,MN,7882,1943,1068,2760
2010,MO,14523,2793,1507,4213
2010,MP,0,0,0,0
2010,MS,5939,1729,542,2525
2010,MT,1891,499,108,660
2010,NB,3343,356,404,1033
2010,NC,22099,5048,2598,5911
2010,ND,1267,194,140,320
2010,NH,2510,255,212,606
2010,NJ,28925,3345,2628,5693
2010,NM,4090,565,446,1144
2010,NV,5319,1430,581,2563
2010,NY,55252,7766,8596,13914
2010,OH,23011,4047,2549,6007
2010,OK,7415,1709,586,2414
2010,OR,6376,1905,657,2601
2010,OT,0,0,0,0
2010,PA,24578,1641,2757,3101
2010,PR,0,0,0,0
2010,RI,2363,286,184,344
2010,SC,11072,1558,1357,2721
2010,SD,1458,389,100,523
2010,TN,15396,4584,1598,5973
2010,TX,49332,15358,6329,19957
2010,UT,4775,891,392,1270
2010,VA,16903,1438,2236,3735
2010,VI,300,35,169,100
2010,VT,1159,128,106,261
2010,WA,11635,1732,1235,3281
2010,WI,11460,2550,1781,3803
2010,WV,3912,375,123,634
2010,WY,1330,126,109,443
2011,AK,1215,238,109,472
2011,AL,10668,2114,801,3587
2011,AR,5984,1427,533,2260
2011,AS,0,0,0,0
2011,AZ,11216,4340,1325,5099
2011,CA,68614,13860,10279,25716
2011,CO,11121,2114,1660,4076
2011,CT,7595,821,787,1081
2011,CZ,0,0,0,0
2011,DC,3869,344,1002,439
2011,DE,3054,492,424,795
2011,FL,39260,10026,6635,17799
2011,FS,0,0,0,0
2011,GA,32659,5924,6459,9635
2011,GM,0,0,0,0
2011,HI,3082,262,299,615
2011,IA,4992,1015,441,1694
2011,ID,2902,306,198,1281
2011,IL,29732,6710,5274,7156
2011,IN,11134,2873,866,3238
2011,KS,7208,1543,671,2318
2011,KY,8642,989,659,1487
2011,LA,14438,1675,3389,3637
2011,MA,15250,1449,1386,2056
2011,MD,13762,2135,2103,3101
2011,ME,2214,218,138,360
2011,MI,17867,3308,2644,3895
2011,MN,7877,1902,1044,2738
2011,MO,14289,2773,1472,4075
2011,MP,0,0,0,0
2011,MS,5814,1435,556,2038
2011,MT,1898,484,116,681
2011,NB,3409,370,396,1054
2011,NC,22193,5226,2651,5880
2011,ND,1278,174,151,335
2011,NH,2543,249,231,631
2011,NJ,27225,3377,2509,5207
2011,NM,4157,604,448,1131
2011,NV,4970,1322,546,2412
2011,NY,54655,7517,8409,13549
2011,OH,22693,4306,2497,5816
2011,OK,8046,2013,613,2711
2011,OR,11419,4016,11672,5660
2011,OT,0,0,0,0
2011,PA,24767,2139,2758,3634
2011,PR,13668,267,3616,724
2011,RI,2315,264,184,341
2011,SC,11773,1678,1464,2832
2011,SD,1469,560,104,731
2011,TN,15549,4628,1558,5967
2011,TX,49876,15006,6319,19728
2011,UT,5095,939,373,1363
2011,VA,17009,1455,2250,3809
2011,VI,283,35,164,157
2011,VT,1136,123,114,255
2011,WA,12112,1747,1334,3360
2011,WI,11310,2463,1758,3754
2011,WV,3671,392,127,667
2011,WY,1428,156,135,524
2012,AK,1221,237,109,453
2012,AL,10400,2222,809,3584
2012,AR,6099,1431,544,2291
2012,AS,0,0,0,0
2012,AZ,11829,4610,1417,5514
2012,CA,67757,14820,10305,25712
2012,CO,10950,2052,1632,3885
2012,CT,7715,748,810,1058
2012,CZ,0,0,0,0
2012,DC,3921,349,1015,426
2012,DE,2028,319,328,558
2012,FL,41169,10852,6718,17777
2012,FS,0,0,0,0
2012,GA,32566,5473,6579,9474
2012,GM,0,0,0,0
2012,HI,3073,268,290,614
2012,IA,5019,1202,390,1815
2012,ID,2913,336,183,1296
2012,IL,29421,7227,5112,7107
2012,IN,10871,2429,879,3033
2012,KS,7228,1381,728,2234
2012,KY,8743,974,651,1527
2012,LA,14565,1570,3469,3540
2012,MA,15257,1352,1372,1983
2012,MD,15271,2250,2231,3313
2012,ME,2160,221,148,362
2012,MI,17390,3422,2513,3860
2012,MN,7896,1978,1051,2717
2012,MO,13983,2888,1451,3991
2012,MP,0,0,0,0
2012,MS,5673,1534,548,2038
2012,MT,1885,373,122,608
2012,NB,3356,427,388,1034
2012,NC,22211,5433,2692,5901
2012,ND,1337,174,152,350
2012,NH,2533,231,225,616
2012,NJ,26852,3422,2633,5625
2012,NM,4126,599,458,1138
2012,NV,5157,1345,540,2425
2012,NY,54589,7339,8332,13327
2012,OH,22432,4136,2444,5811
2012,OK,7976,2215,629,2641
2012,OR,6369,1875,639,2463
2012,OT,0,0,0,0
2012,PA,24080,1915,2658,3143
2012,PR,13044,241,3412,631
2012,RI,2300,257,177,339
2012,SC,11239,2046,1369,3105
2012,SD,1517,508,108,682
2012,TN,15781,4795,1608,5985
2012,TX,48622,15145,6185,18832
2012,UT,4704,890,366,1237
2012,VA,17095,1422,2259,3783
2012,VI,271,33,176,139
2012,VT,1155,166,140,321
2012,WA,10387,1719,1071,2816
2012,WI,11179,2497,1717,3546
2012,WV,3562,364,137,608
2012,WY,1377,162,115,461
2013,AK,1248,191,113,443
2013,AL,10681,2134,805,3684
2013,AR,6222,1481,532,2364
2013,AS,0,0,0,0
2013,AZ,10939,4465,1276,5001
2013,CA,67770,14940,10159,25815
2013,CO,11132,1889,1778,3752
2013,CT,7741,779,803,1056
2013,CZ,0,0,0,0
2013,DC,4112,268,1088,332
2013,DE,2125,323,352,575
2013,FL,41437,10285,6669,17924
2013,FS,0,0,0,0
2013,GA,31372,5445,6281,9345
2013,GM,0,0,0,0
2013,HI,3028,274,279,602
2013,IA,5004,1120,418,1754
2013,ID,2843,316,185,1340
2013,IL,29794,3994,4285,6156
2013,IN,10654,2514,834,2942
2013,KS,7287,1413,694,2184
2013,KY,8530,894,642,1451
2013,LA,13865,1538,3280,3088
2013,MA,15332,1414,1404,2009
2013,MD,16904,2771,2416,3583
2013,ME,2150,226,149,356
2013,MI,17450,3415,2550,3738
2013,MN,7850,2004,1050,2623
2013,MO,14402,2805,1453,4100
2013,MP,0,0,0,0
2013,MS,5817,1320,538,2046
2013,MT,1780,363,120,631
2013,NB,3372,436,394,1093
2013,NC,22173,5384,2662,5746
2013,ND,1362,169,165,353
2013,NH,2541,249,225,620
2013,NJ,26437,3494,2521,5268
2013,NM,3705,642,311,1205
2013,NV,4870,1277,508,2177
2013,NY,54656,7426,8362,13323
2013,OH,22185,4050,2342,5613
2013,OK,7485,2050,639,2443
2013,OR,6753,2000,666,2680
2013,OT,0,0,0,0
2013,PA,23911,1860,2638,3194
