year,total_agencies,participation_agencies,participating_agencies_pct,nibrs_participating_agencies,nibrs_participating_agencies_pct,covered_agencies,covered_pct,total_population,nibrs_population,state
1968,709,131,0.18,0,0,0,0,3229000,0,KY
1968,314,91,0.29,0,0,0,0,3972456,0,LA
1968,511,211,0.41,0,0,0,0,5457576,0,MA
1968,213,52,0.24,0,0,0,0,3855704,0,MD
1968,260,83,0.32,0,0,0,0,1004136,0,ME
1968,874,266,0.30,0,0,1,0.00,8786602,0,MI
1968,485,212,0.44,0,0,0,0,3677859,0,MN
1968,727,194,0.27,0,0,1,0.01,4719547,0,MO
1968,258,87,0.34,0,0,0,0,2346974,0,MS
1968,148,81,0.55,0,0,0,0,696753,0,MT
1968,342,114,0.33,0,0,0,0,1440686,0,NE
1968,827,145,0.18,0,0,1,0.01,5143384,0,NC
1968,144,64,0.44,0,0,0,0,625000,0,ND
1968,259,43,0.17,0,0,0,0,702000,0,NH
1968,658,441,0.67,0,0,0,0,7132328,0,NJ
1968,164,66,0.40,0,0,1,0.02,1065278,0,NM
1968,79,21,0.27,0,0,0,0,457472,0,NV
1968,1256,361,0.29,0,0,0,0,19064417,0,NY
1968,932,349,0.37,0,0,0,0,10610770,0,OH
1968,498,117,0.23,0,0,0,0,2288729,0,OK
1968,305,96,0.31,0,0,0,0,1820819,0,OR
1968,1903,493,0.26,0,0,2,0.00,11887025,0,PA
1968,25,0,0,0,0,0,0,2697000,0,NA
1968,64,31,0.48,0,0,0,0,935799,0,RI
1968,572,63,0.11,0,0,0,0,2750825,0,SC
1968,192,75,0.39,0,0,0,0,663122,0,SD
1968,606,86,0.14,0,0,0,0,4022984,0,TN
1968,1265,398,0.31,0,0,0,0,11247773,0,TX
1968,199,57,0.29,0,0,0,0,1073827,0,UT
1968,3,0,0,0,0,0,0,0,0,NA
1968,492,133,0.27,0,0,0,0,4642398,0,VA
1968,105,29,0.28,0,0,0,0,422000,0,VT
1968,328,116,0.35,0,0,0,0,3298781,0,WA
1968,489,188,0.38,0,0,0,0,4234273,0,WI
1968,542,53,0.10,0,0,0,0,1814342,0,WV
1968,89,40,0.45,0,0,0,0,324719,0,WY
1968,1,0,0,0,0,0,0,0,0,NA
1968,0,0,0,0,0,0,0,0,0,NA
1969,55,8,0.15,0,0,0,0,282000,0,AK
1969,488,83,0.17,0,0,1,0.01,3642285,0,AL
1969,346,75,0.22,0,0,0,0,2033649,0,AR
1969,1,0,0,0,0,0,0,0,0,NA
1969,173,47,0.27,0,0,0,0,1707880,0,AZ
1969,931,468,0.50,0,0,0,0,20391297,0,CA
1969,321,98,0.31,0,0,0,0,2160491,0,CO
1969,129,75,0.58,0,0,0,0,3121100,0,CT
1969,1,0,0,0,0,0,0,55600,0,NA
1969,3,1,0.33,0,0,0,0,798000,0,DC
1969,84,12,0.14,0,0,0,0,548078,0,DE
1969,1219,171,0.14,0,0,0,0,6499524,0,FL
1969,825,118,0.14,0,0,0,0,4728515,0,GA
1969,3,0,0,0,0,0,0,83000,0,NA
1969,18,7,0.39,0,0,0,0,800387,0,HI
1969,283,175,0.62,0,0,0,0,2794921,0,IA
1969,152,72,0.47,0,0,0,0,722518,0,ID
1969,1186,364,0.31,0,0,0,0,11131362,0,IL
1969,414,201,0.49,0,0,0,0,5128416,0,IN
1969,473,190,0.40,0,0,0,0,2334377,0,KS
1969,709,115,0.16,0,0,0,0,3232000,0,KY
1969,314,92,0.29,0,0,0,0,3992206,0,LA
1969,511,214,0.42,0,0,0,0,5487846,0,MA
1969,213,62,0.29,0,0,0,0,3866301,0,MD
1969,260,84,0.32,0,0,0,0,1004071,0,ME
1969,874,273,0.31,0,0,0,0,8814601,0,MI
1969,485,210,0.43,0,0,1,0.00,3738256,0,MN
1969,727,195,0.27,0,0,0,0,4750029,0,MO
1969,258,82,0.32,0,0,0,0,2365111,0,MS
1969,148,76,0.51,0,0,0,0,700635,0,MT
1969,342,108,0.32,0,0,0,0,1452686,0,NE
1969,827,138,0.17,0,0,0,0,5217063,0,NC
1969,144,62,0.43,0,0,0,0,615000,0,ND
1969,259,45,0.17,0,0,0,0,717000,0,NH
1969,658,467,0.71,0,0,0,0,7213978,0,NJ
1969,164,66,0.40,0,0,0,0,1045436,0,NM
1969,79,22,0.28,0,0,0,0,461472,0,NV
1969,1256,359,0.29,0,0,0,0,19304368,0,NY
1969,932,346,0.37,0,0,0,0,10771527,0,OH
1969,498,127,0.26,0,0,0,0,2630235,0,OK
1969,305,106,0.35,0,0,0,0,2036124,0,OR
1969,1903,478,0.25,0,0,0,0,11976964,0,PA
1969,25,0,0,0,0,0,0,2712000,0,NA
1969,64,31,0.48,0,0,0,0,934026,0,RI
1969,572,66,0.12,0,0,0,0,2751758,0,SC
1969,192,67,0.35,0,0,0,0,669190,0,SD
1969,606,81,0.13,0,0,0,0,4011724,0,TN
1969,1265,387,0.31,0,0,0,0,11482669,0,TX
1969,199,52,0.26,0,0,0,0,1086946,0,UT
1969,3,0,0,0,0,0,0,0,0,NA
1969,492,124,0.25,0,0,0,0,4717182,0,VA
1969,105,29,0.28,0,0,0,0,439000,0,VT
1969,328,113,0.34,0,0,0,0,3425507,0,WA
1969,489,188,0.38,0,0,0,0,4254501,0,WI
1969,542,51,0.09,0,0,0,0,1827916,0,WV
1969,89,37,0.42,0,0,0,0,330071,0,WY
1969,1,0,0,0,0,0,0,0,0,NA
1969,0,0,0,0,0,0,0,0,0,NA
1970,55,9,0.16,0,0,0,0,302173,0,AK
1970,488,79,0.16,0,0,0,0,3543767,0,AL
1970,346,68,0.20,0,0,0,0,1960132,0,AR
1970,1,0,0,0,0,0,0,0,0,NA
1970,173,45,0.26,0,0,0,0,1785535,0,AZ
1970,931,466,0.50,0,0,1,0.00,20895538,0,CA
1970,321,96,0.30,0,0,0,0,2246563,0,CO
1970,129,73,0.57,0,0,0,0,3161040,0,CT
1970,1,0,0,0,0,0,0,44650,0,NA
1970,3,1,0.33,0,0,0,0,756510,0,DC
1970,84,12,0.14,0,0,0,0,556519,0,DE
1970,1219,168,0.14,0,0,0,0,6892005,0,FL
1970,825,121,0.15,0,0,0,0,4677127,0,GA
1970,3,0,0,0,0,0,0,86926,0,NA
1970,18,12,0.67,0,0,0,0,772576,0,HI
1970,283,167,0.59,0,0,0,0,2837692,0,IA
1970,152,72,0.47,0,0,0,0,717224,0,ID
1970,1186,369,0.31,0,0,0,0,11189081,0,IL
1970,414,263,0.64,0,0,0,0,5219700,0,IN
1970,473,191,0.40,0,0,0,0,2265966,0,KS
1970,709,281,0.40,0,0,0,0,3219311,0,KY
1970,314,79,0.25,0,0,0,0,3882239,0,LA
1970,511,208,0.41,0,0,0,0,5710123,0,MA
1970,213,65,0.31,0,0,0,0,4025631,0,MD
1970,260,85,0.33,0,0,0,0,1015884,0,ME
1970,874,381,0.44,0,0,0,0,8875083,0,MI
1970,485,212,0.44,0,0,0,0,3839690,0,MN
1970,727,186,0.26,0,0,0,0,4765218,0,MO
1970,258,65,0.25,0,0,0,0,2219891,0,MS
1970,148,75,0.51,0,0,0,0,700110,0,MT
1970,342,108,0.32,0,0,0,0,1487544,0,NE
1970,827,141,0.17,0,0,0,0,5092905,0,NC
1970,144,61,0.42,0,0,0,0,617761,0,ND
1970,259,47,0.18,0,0,0,0,737681,0,NH
1970,658,449,0.68,0,0,0,0,7202932,0,NJ
1970,164,63,0.38,0,0,1,0.02,1070960,0,NM
1970,79,22,0.28,0,0,0,0,492914,0,NV
1970,1256,355,0.28,0,0,0,0,19199089,0,NY
1970,932,341,0.37,0,0,0,0,10690511,0,OH
1970,498,126,0.25,0,0,0,0,2612879,0,OK
1970,305,101,0.33,0,0,0,0,2097209,0,OR
1970,1903,488,0.26,0,0,0,0,11961980,0,PA
1970,25,0,0,0,0,0,0,2689932,0,NA
1970,64,41,0.64,0,0,0,0,952968,0,RI
1970,572,66,0.12,0,0,0,0,2643750,0,SC
1970,192,68,0.35,0,0,0,0,674646,0,SD
1970,606,84,0.14,0,0,0,0,3963116,0,TN
1970,1265,381,0.30,0,0,0,0,11455027,0,TX
1970,199,51,0.26,0,0,0,0,1105965,0,UT
1970,3,0,0,0,0,0,0,0,0,NA
1970,492,127,0.26,0,0,0,0,4671472,0,VA
1970,105,29,0.28,0,0,0,0,446827,0,VT
1970,328,113,0.34,0,0,1,0.01,3429542,0,WA
1970,489,190,0.39,0,0,0,0,4436620,0,WI
1970,535,46,0.09,0,0,0,0,1725708,0,WV
1970,89,36,0.40,0,0,0,0,341074,0,WY
1970,1,0,0,0,0,0,0,0,0,NA
1970,0,0,0,0,0,0,0,0,0,NA
1971,55,16,0.29,0,0,0,0,313000,0,AK
1971,488,88,0.18,0,0,1,0.01,3581147,0,AL
1971,346,81,0.23,0,0,0,0,1982508,0,AR
1971,1,0,0,0,0,0,0,0,0,NA
1971,173,50,0.29,0,0,0,0,1862947,0,AZ
1971,931,499,0.54,0,0,0,0,20461218,0,CA
1971,321,104,0.32,0,0,0,0,2305187,0,CO
1971,129,73,0.57,0,0,1,0.01,3215454,0,CT
1971,1,0,0,0,0,0,0,44650,0,NA
1971,3,1,0.33,0,0,0,0,741000,0,DC
1971,84,36,0.43,0,0,0,0,558000,0,DE
1971,1219,334,0.27,0,0,9,0.03,7052218,0,FL
1971,825,125,0.15,0,0,0,0,4752514,0,GA
1971,3,1,0.33,0,0,0,0,86926,0,NA
1971,18,3,0.17,0,0,0,0,791801,0,HI
1971,283,164,0.58,0,0,0,0,2864773,0,IA
1971,152,74,0.49,0,0,0,0,736293,0,ID
1971,1183,389,0.33,0,0,0,0,11216864,0,IL
1971,414,257,0.62,0,0,0,0,5291410,0,IN
1971,473,191,0.40,0,0,0,0,2275350,0,KS
1971,708,418,0.59,0,0,0,0,3282000,0,KY
1971,314,78,0.25,0,0,0,0,3927464,0,LA
1971,511,220,0.43,0,0,0,0,5779426,0,MA
1971,213,65,0.31,0,0,0,0,4104849,0,MD
1971,260,81,0.31,0,0,0,0,1025347,0,ME
1971,867,531,0.61,0,0,0,0,8997000,0,MI
1971,485,243,0.50,0,0,0,0,3887124,0,MN
1971,727,186,0.26,0,0,0,0,4828227,0,MO
1971,258,138,0.53,0,0,0,0,2228996,0,MS
1971,148,75,0.51,0,0,0,0,714117,0,MT
1971,342,212,0.62,0,0,0,0,1512000,0,NE
1971,827,145,0.18,0,0,0,0,5156978,0,NC
1971,144,58,0.40,0,0,0,0,625000,0,ND
1971,259,56,0.22,0,0,0,0,762000,0,NH
1971,657,450,0.68,0,0,0,0,7334832,0,NJ
1971,164,63,0.38,0,0,0,0,1085624,0,NM
1971,79,22,0.28,0,0,0,0,510933,0,NV
1971,1256,361,0.29,0,0,0,0,19427177,0,NY
1971,932,349,0.37,0,0,1,0.00,10865398,0,OH
1971,497,141,0.28,0,0,0,0,2668490,0,OK
1971,305,102,0.33,0,0,0,0,2163825,0,OR
1971,1903,458,0.24,0,0,0,0,12046710,0,PA
1971,25,0,0,0,0,0,0,2689932,0,NA
1971,64,42,0.66,0,0,0,0,960000,0,RI
1971,572,71,0.12,0,0,0,0,2683742,0,SC
1971,192,64,0.33,0,0,0,0,680820,0,SD
1971,606,90,0.15,0,0,0,0,4029618,0,TN
1971,1265,419,0.33,0,0,0,0,11726323,0,TX
1971,199,55,0.28,0,0,0,0,1155162,0,UT
1971,3,0,0,0,0,0,0,0,0,NA
1971,483,135,0.28,0,0,0,0,4738076,0,VA
1971,105,28,0.27,0,0,0,0,458000,0,VT
1971,328,118,0.36,0,0,1,0.01,3470293,0,WA
1971,489,228,0.47,0,0,0,0,4480975,0,WI
1971,534,46,0.09,0,0,0,0,1758559,0,WV
1971,89,37,0.42,0,0,0,0,348812,0,WY
1971,1,0,0,0,0,0,0,0,0,NA
1971,0,0,0,0,0,0,0,0,0,NA
1972,55,18,0.33,0,0,0,0,325000,0,AK
1972,488,91,0.19,0,0,0,0,3613207,0,AL
1972,346,77,0.22,0,0,0,0,2017765,0,AR
1972,1,0,0,0,0,0,0,0,0,NA
1972,173,52,0.30,0,0,0,0,1959532,0,AZ
1972,931,501,0.54,0,0,0,0,20732725,0,CA
1972,321,109,0.34,0,0,0,0,2379398,0,CO
1972,129,76,0.59,0,0,0,0,3215454,0,CT
1972,1,0,0,0,0,0,0,44650,0,NA
1972,3,1,0.33,0,0,0,0,748000,0,DC
1972,84,34,0.40,0,0,0,0,565000,0,DE
1972,1219,333,0.27,0,0,0,0,7270420,0,FL
1972,825,136,0.16,0,0,1,0.01,4818946,0,GA
1972,3,1,0.33,0,0,0,0,86926,0,NA
1972,18,4,0.22,0,0,0,0,840737,0,HI
1972,283,167,0.59,0,0,0,0,2895776,0,IA
1972,152,65,0.43,0,0,2,0.03,768888,0,ID
1972,1183,229,0.19,0,0,0,0,11325367,0,IL
1972,414,262,0.63,0,0,0,0,5305985,0,IN
1972,473,189,0.40,0,0,1,0.01,2278171,0,KS
1972,708,427,0.60,0,0,0,0,3304149,0,KY
1972,314,84,0.27,0,0,0,0,3967309,0,LA
1972,511,208,0.41,0,0,0,0,5808423,0,MA
1972,213,65,0.31,0,0,0,0,4163928,0,MD
1972,260,86,0.33,0,0,0,0,1052228,0,ME
1972,867,484,0.56,0,0,0,0,9156677,0,MI
1972,485,247,0.51,0,0,0,0,3901524,0,MN
1972,727,189,0.26,0,0,0,0,4831453,0,MO
1972,258,137,0.53,0,0,0,0,2266070,0,MS
1972,148,74,0.50,0,0,1,0.01,727234,0,MT
1972,342,216,0.63,0,0,0,0,1537165,0,NE
1972,827,147,0.18,0,0,0,0,5254971,0,NC
1972,144,57,0.40,0,0,0,0,632000,0,ND
1972,259,55,0.21,0,0,0,0,771000,0,NH
1972,657,461,0.70,0,0,0,0,7402192,0,NJ
1972,164,64,0.39,0,0,0,0,1124058,0,NM
1972,79,23,0.29,0,0,0,0,531209,0,NV
1972,1256,358,0.29,0,0,1,0.00,19440508,0,NY
1972,932,352,0.38,0,0,0,0,10873446,0,OH
1972,497,133,0.27,0,0,0,0,2691025,0,OK
1972,305,141,0.46,0,0,0,0,2187990,0,OR
1972,1896,786,0.41,0,0,0,0,12095390,0,PA
1972,25,0,0,0,0,0,0,2689932,0,NA
1972,63,41,0.65,0,0,0,0,968000,0,RI
1972,572,83,0.15,0,0,0,0,2692286,0,SC
1972,192,65,0.34,0,0,0,0,689693,0,SD
1972,606,104,0.17,0,0,0,0,4071106,0,TN
1972,1265,418,0.33,0,0,0,0,11905714,0,TX
1972,199,56,0.28,0,0,0,0,1183443,0,UT
1972,3,0,0,0,0,0,0,0,0,NA
1972,483,215,0.45,0,0,0,0,4788230,0,VA
1972,105,27,0.26,0,0,0,0,462000,0,VT
1972,328,122,0.37,0,0,1,0.01,3467832,0,WA
1972,489,232,0.47,0,0,0,0,4525092,0,WI
1972,534,247,0.46,0,0,0,0,1781000,0,WV
1972,89,35,0.39,0,0,0,0,354027,0,WY
1972,1,0,0,0,0,0,0,0,0,NA
1972,0,0,0,0,0,0,0,0,0,NA
1973,55,18,0.33,0,0,0,0,330000,0,AK
1973,487,125,0.26,0,0,0,0,3634737,0,AL
1973,346,70,0.20,0,0,0,0,2057887,0,AR
1973,1,0,0,0,0,0,0,0,0,NA
1973,173,50,0.29,0,0,0,0,2075141,0,AZ
1973,931,503,0.54,0,0,0,0,20842166,0,CA
1973,321,107,0.33,0,0,0,0,2467587,0,CO
1973,129,72,0.56,0,0,0,0,3212115,0,CT
1973,1,0,0,0,0,0,0,44650,0,NA
1973,3,1,0.33,0,0,0,0,746000,0,DC
1973,84,41,0.49,0,0,0,0,576000,0,DE
1973,1219,330,0.27,0,0,0,0,7696604,0,FL
1973,825,155,0.19,0,0,0,0,4886696,0,GA
1973,3,1,0.33,0,0,0,0,86926,0,NA
1973,18,4,0.22,0,0,0,0,865974,0,HI
1973,283,172,0.61,0,0,0,0,2916959,0,IA
1973,152,77,0.51,0,0,0,0,787509,0,ID
1973,1183,643,0.54,0,0,0,0,11295022,0,IL
1973,414,270,0.65,0,0,0,0,5328601,0,IN
1973,473,190,0.40,0,0,0,0,2296660,0,KS
1973,708,428,0.60,0,0,0,0,3347082,0,KY
1973,314,86,0.27,0,0,0,0,4012149,0,LA
1973,511,202,0.40,0,0,0,0,5839586,0,MA
1973,213,68,0.32,0,0,0,0,4179627,0,MD
1973,244,84,0.34,0,0,0,0,1050945,0,ME
1973,867,494,0.57,0,0,0,0,9131662,0,MI
1973,484,256,0.53,0,0,0,0,3902593,0,MN
1973,727,198,0.27,0,0,1,0.01,4836629,0,MO
1973,258,136,0.53,0,0,0,0,2285525,0,MS
1973,148,74,0.50,0,0,0,0,729029,0,MT
1973,342,209,0.61,0,0,1,0.00,1560631,0,NE
1973,827,366,0.44,0,0,0,0,5273000,0,NC
1973,144,59,0.41,0,0,0,0,640000,0,ND
1973,259,57,0.22,0,0,0,0,791000,0,NH
1973,657,485,0.74,0,0,0,0,7377289,0,NJ
1973,164,65,0.40,0,0,0,0,1116246,0,NM
1973,79,27,0.34,0,0,1,0.04,548000,0,NV
1973,1256,364,0.29,0,0,0,0,19373070,0,NY
1973,932,346,0.37,0,0,0,0,10820724,0,OH
1973,496,215,0.43,0,0,0,0,2684958,0,OK
1973,305,142,0.47,0,0,0,0,2231245,0,OR
1973,1896,794,0.42,0,0,2,0.00,12125225,0,PA
1973,25,0,0,0,0,0,0,2689932,0,NA
1973,63,44,0.70,0,0,0,0,973000,0,RI
1973,572,173,0.30,0,0,0,0,2754060,0,SC
1973,192,62,0.32,0,0,0,0,695748,0,SD
1973,606,115,0.19,0,0,0,0,4166544,0,TN
1973,1265,454,0.36,0,0,1,0.00,12060860,0,TX
1973,199,58,0.29,0,0,0,0,1206673,0,UT
1973,3,0,0,0,0,0,0,0,0,NA
1973,483,215,0.45,0,0,0,0,4840519,0,VA
1973,105,27,0.26,0,0,0,0,464000,0,VT
1973,328,120,0.37,0,0,0,0,3447438,0,WA
1973,488,233,0.48,0,0,0,0,4589692,0,WI
1973,534,249,0.47,0,0,0,0,1794000,0,WV
1973,89,35,0.39,0,0,0,0,362245,0,WY
1973,1,0,0,0,0,0,0,0,0,NA
1973,0,0,0,0,0,0,0,0,0,NA
1974,55,19,0.35,0,0,0,0,337000,0,AK
1974,487,169,0.35,0,0,0,0,3643905,0,AL
1974,346,99,0.29,0,0,0,0,2065221,0,AR
1974,1,0,0,0,0,0,0,0,0,NA
1974,173,63,0.36,0,0,0,0,2167891,0,AZ
1974,931,509,0.55,0,0,0,0,21158834,0,CA
1974,321,110,0.34,0,0,0,0,2526738,0,CO
1974,129,70,0.54,0,0,0,0,3209957,0,CT
1974,1,0,0,0,0,0,0,44650,0,NA
1974,3,1,0.33,0,0,0,0,723000,0,DC
1974,84,40,0.48,0,0,1,0.03,573889,0,DE
1974,1219,343,0.28,0,0,0,0,8111852,0,FL
1974,825,159,0.19,0,0,0,0,4987157,0,GA
1974,3,0,0,0,0,0,0,86926,0,NA
1974,18,4,0.22,0,0,0,0,881824,0,HI
1974,282,173,0.61,0,0,0,0,2867843,0,IA
1974,152,88,0.58,0,0,0,0,811671,0,ID
1974,1183,629,0.53,0,0,0,0,11193676,0,IL
1974,414,267,0.64,0,0,0,0,5342706,0,IN
1974,473,195,0.41,0,0,0,0,2287937,0,KS
1974,707,436,0.62,0,0,0,0,3362172,0,KY
1974,314,98,0.31,0,0,0,0,3997696,0,LA
1974,511,198,0.39,0,0,0,0,5821531,0,MA
1974,213,67,0.31,0,0,0,0,4204818,0,MD
1974,244,115,0.47,0,0,0,0,1047000,0,ME
1974,867,499,0.58,0,0,2,0.00,9225973,0,MI
1974,484,260,0.54,0,0,0,0,3922805,0,MN
1974,727,198,0.27,0,0,0,0,4864052,0,MO
1974,258,121,0.47,0,0,0,0,2328714,0,MS
1974,148,72,0.49,0,0,0,0,747997,0,MT
1974,339,205,0.60,0,0,0,0,1559644,0,NE
1974,827,371,0.45,0,0,0,0,5363000,0,NC
1974,144,62,0.43,0,0,0,0,637000,0,ND
1974,259,60,0.23,0,0,0,0,808000,0,NH
1974,657,491,0.75,0,0,0,0,7347992,0,NJ
1974,163,95,0.58,0,0,0,0,1122858,0,NM
1974,78,32,0.41,0,0,0,0,573000,0,NV
1974,1255,365,0.29,0,0,0,0,19226162,0,NY
1974,932,352,0.38,0,0,0,0,10835151,0,OH
1974,496,236,0.48,0,0,0,0,2716975,0,OK
1974,305,160,0.52,0,0,0,0,2269335,0,OR
1974,1892,786,0.42,0,0,0,0,11929144,0,PA
1974,25,0,0,0,0,0,0,2689932,0,NA
1974,63,41,0.65,0,0,0,0,937000,0,RI
1974,572,185,0.32,0,0,0,0,2805518,0,SC
1974,192,55,0.29,0,0,0,0,692712,0,SD
1974,606,120,0.20,0,0,0,0,4169520,0,TN
1974,1265,448,0.35,0,0,0,0,12326802,0,TX
1974,199,56,0.28,0,0,0,0,1222877,0,UT
1974,3,0,0,0,0,0,0,0,0,NA
1974,483,208,0.43,0,0,0,0,4941832,0,VA
1974,105,24,0.23,0,0,0,0,470000,0,VT
1974,328,118,0.36,0,0,0,0,3494385,0,WA
1974,488,240,0.49,0,0,0,0,4586633,0,WI
1974,533,251,0.47,0,0,0,0,1791000,0,WV
1974,89,37,0.42,0,0,0,0,372219,0,WY
1974,1,0,0,0,0,0,0,0,0,NA
1974,0,0,0,0,0,0,0,0,0,NA
1975,55,23,0.42,0,0,0,0,352000,0,AK
1975,487,221,0.45,0,0,0,0,3667918,0,AL
1975,346,127,0.37,0,0,0,0,2119736,0,AR
1975,1,0,0,0,0,0,0,0,0,NA
1975,173,92,0.53,0,0,0,0,2237597,0,AZ
1975,931,529,0.57,0,0,0,0,21459670,0,CA
1975,321,127,0.40,0,0,0,0,2558434,0,CO
1975,129,70,0.54,0,0,0,0,3215664,0,CT
1975,1,0,0,0,0,0,0,44650,0,NA
1975,3,1,0.33,0,0,0,0,716000,0,DC
1975,84,39,0.46,0,0,0,0,580744,0,DE
1975,1219,357,0.29,0,0,0,0,8369590,0,FL
1975,825,168,0.20,0,0,0,0,5016136,0,GA
1975,3,0,0,0,0,0,0,86926,0,NA
1975,18,8,0.44,0,0,0,0,896842,0,HI
1975,282,211,0.75,0,0,0,0,2872381,0,IA
1975,152,91,0.60,0,0,1,0.01,837108,0,ID
1975,1183,641,0.54,0,0,0,0,11196047,0,IL
1975,414,287,0.69,0,0,0,0,5323810,0,IN
1975,473,215,0.45,0,0,0,0,2268214,0,KS
1975,707,440,0.62,0,0,0,0,3401092,0,KY
1975,314,130,0.41,0,0,0,0,3983885,0,LA
1975,511,212,0.41,0,0,0,0,5849444,0,MA
1975,213,129,0.61,0,0,0,0,4131406,0,MD
1975,244,118,0.48,0,0,0,0,1059000,0,ME
1975,867,507,0.58,0,0,0,0,9289926,0,MI
1975,484,270,0.56,0,0,0,0,3932033,0,MN
1975,727,202,0.28,0,0,0,0,4858029,0,MO
1975,258,125,0.48,0,0,0,0,2349272,0,MS
1975,148,79,0.53,0,0,0,0,761305,0,MT
1975,339,208,0.61,0,0,0,0,1563935,0,NE
1975,827,384,0.46,0,0,0,0,5451000,0,NC
1975,144,61,0.42,0,0,0,0,637960,0,ND
1975,259,60,0.23,0,0,0,0,818000,0,NH
1975,657,506,0.77,0,0,0,0,7331025,0,NJ
1975,163,109,0.67,0,0,0,0,1147856,0,NM
1975,78,34,0.44,0,0,0,0,592000,0,NV
1975,1255,726,0.58,0,0,2,0.00,19287811,0,NY
1975,932,362,0.39,0,0,0,0,10857704,0,OH
1975,496,271,0.55,0,0,0,0,2735427,0,OK
1975,305,203,0.67,0,0,0,0,2293167,0,OR
1975,1892,1013,0.54,0,0,2,0.00,11883765,0,PA
1975,25,1,0.04,0,0,0,0,3045000,0,NA
1975,63,41,0.65,0,0,0,0,932931,0,RI
1975,572,185,0.32,0,0,0,0,2846250,0,SC
1975,192,59,0.31,0,0,0,0,693537,0,SD
1975,606,163,0.27,0,0,0,0,4216269,0,TN
1975,1265,478,0.38,0,0,1,0.00,12513522,0,TX
1975,199,68,0.34,0,0,0,0,1258159,0,UT
1975,3,0,0,0,0,0,0,0,0,NA
1975,483,367,0.76,0,0,0,0,4971753,0,VA
1975,105,22,0.21,0,0,0,0,471000,0,VT
1975,328,125,0.38,0,0,0,0,3561686,0,WA
1975,488,241,0.49,0,0,0,0,4629355,0,WI
1975,533,258,0.48,0,0,0,0,1803000,0,WV
1975,89,40,0.45,0,0,0,0,388391,0,WY
1975,1,0,0,0,0,0,0,0,0,NA
1975,0,0,0,0,0,0,0,0,0,NA
1976,55,22,0.40,0,0,0,0,382000,0,AK
1976,487,366,0.75,0,0,0,0,3665000,0,AL
1976,346,154,0.45,0,0,0,0,2112736,0,AR
1976,1,0,0,0,0,0,0,0,0,NA
1976,173,91,0.53,0,0,0,0,2283597,0,AZ
1976,931,541,0.58,0,0,0,0,21717727,0,CA
1976,321,158,0.49,0,0,0,0,2602973,0,CO
1976,129,71,0.55,0,0,0,0,3232032,0,CT
1976,1,0,0,0,0,0,0,44650,0,NA
1976,3,1,0.33,0,0,0,0,702000,0,DC
1976,84,43,0.51,0,0,0,0,582510,0,DE
1976,1219,451,0.37,0,0,3,0.01,8453003,0,FL
1976,825,159,0.19,0,0,0,0,5054136,0,GA
1976,3,1,0.33,0,0,0,0,86926,0,NA
1976,18,8,0.44,0,0,0,0,918842,0,HI
1976,282,216,0.77,0,0,0,0,2876611,0,IA
1976,152,96,0.63,0,0,2,0.02,851500,0,ID
1976,1183,656,0.55,0,0,0,0,11274849,0,IL
1976,414,290,0.70,0,0,0,0,5314810,0,IN
1976,473,219,0.46,0,0,0,0,2311214,0,KS
1976,707,453,0.64,0,0,0,0,3434464,0,KY
1976,314,160,0.51,0,0,0,0,3853348,0,LA
1976,511,216,0.42,0,0,0,0,5830444,0,MA
1976,213,142,0.67,0,0,0,0,4200556,0,MD
1976,244,118,0.48,0,0,0,0,1072206,0,ME
1976,866,509,0.59,0,0,0,0,9224312,0,MI
1976,484,276,0.57,0,0,0,0,3971033,0,MN
1976,727,205,0.28,0,0,0,0,4873059,0,MO
1976,258,137,0.53,0,0,0,0,2357272,0,MS
1976,148,76,0.51,0,0,0,0,764617,0,MT
1976,339,205,0.60,0,0,0,0,1570935,0,NE
1976,827,396,0.48,0,0,0,0,5469000,0,NC
1976,144,72,0.50,0,0,0,0,645850,0,ND
1976,259,56,0.22,0,0,0,0,822000,0,NH
1976,657,509,0.77,0,0,0,0,7351025,0,NJ
1976,163,110,0.67,0,0,0,0,1168856,0,NM
1976,78,33,0.42,0,0,0,0,610000,0,NV
1976,1191,747,0.63,0,0,1,0.00,19252864,0,NY
1976,932,414,0.44,0,0,0,0,10717772,0,OH
1976,496,273,0.55,0,0,0,0,2785453,0,OK
1976,305,207,0.68,0,0,1,0.00,2335197,0,OR
1976,1890,1127,0.60,0,0,4,0.00,11967286,0,PA
1976,25,1,0.04,0,0,0,0,3045000,0,NA
1976,63,41,0.65,0,0,0,0,939208,0,RI
1976,572,245,0.43,0,0,0,0,2873871,0,SC
1976,192,84,0.44,0,0,0,0,693672,0,SD
1976,606,170,0.28,0,0,0,0,4226212,0,TN
1976,1265,620,0.49,0,0,1,0.00,12596066,0,TX
1976,199,67,0.34,0,0,0,0,1280159,0,UT
1976,3,0,0,0,0,0,0,0,0,NA
1976,483,368,0.76,0,0,0,0,5048074,0,VA
1976,105,23,0.22,0,0,0,0,476000,0,VT
1976,328,140,0.43,0,0,0,0,3629686,0,WA
1976,488,249,0.51,0,0,0,0,4631355,0,WI
1976,533,271,0.51,0,0,0,0,1821000,0,WV
1976,89,42,0.47,0,0,0,0,401074,0,WY
1976,1,0,0,0,0,0,0,0,0,NA
1976,0,0,0,0,0,0,0,0,0,NA
1977,55,22,0.40,0,0,0,0,446004,0,AK
