year,state,index_total,index_per100k,violent_total,violent_per100k,property_total,property_per100k,murder_total,murder_per100k,forcible_rape_total,forcible_rape_per100k,robbery_total,robbery_per100k,aggravated_assault_total,aggravated_assault_per100k,burglary_total,burglary_per100k,larceny_theft_total,larceny_theft_per100k,vehicle_theft_total,vehicle_theft_per100k
2004-01-01,MS,109548,3776.5,8568,295.4,100980,3481.1,227,78,1161,40,2503,86.3,4677,161.2,27661,953.6,65404,2256,7879,271.6
2005-01-01,MS,103362,3553.8,8131,279.6,95231,3274.2,214,74,1147,39.4,2405,82.7,4365,150.1,26866,923.7,60873,2092.9,7492,257.6
2006-01-01,MS,102089,3506.4,8696,298.6,93393,3208.8,223,77,1000,34.4,3118,107.1,4350,149.5,27239,935.9,57807,1986.1,8347,286.8
2007-01-01,MS,101926,3492.1,8502,291.3,93424,3200.8,208,71,1040,35.6,2866,98.2,4388,150.3,27959,957.9,58084,1990,7381,252.9
2008-01-01,MS,95397,3244.6,8952,304.5,86445,2940.1,234,80,927,31.5,3092,105.2,4699,159.8,25810,877.8,54282,1846.2,6353,216.1
2009-01-01,MS,95778,3244.5,8451,286.3,87327,2958.2,194,66,991,33.6,2969,100.6,4297,145.6,29559,1001.3,52329,1772.7,5439,184.2
2010-01-01,MS,96595,3252.3,7999,269.3,88596,2983,204,69,931,31.3,2777,93.5,4087,137.6,30453,1025.3,52784,1777.2,5360,180.4
2011-01-01,MS,97818,3285.3,8009,269,89809,3016.3,232,78,863,29,2496,83.8,4418,148.4,30722,1031.8,54179,1819.6,4908,164.8
2012-01-01,MS,91702,3070.6,7769,260.1,83933,2810.5,213,71,819,27.4,2277,76.2,4460,149.3,28084,940.4,51520,1725.1,4329,145
2013-01-01,MS,89851,3002.8,8303,277.5,81548,2725.3,217,73,726,24.3,2413,80.6,4649,155.4,24969,834.5,52192,1744.3,4387,146.6
2014-01-01,MS,95218,3180.9,8331,278.3,86887,2902.6,259,87,768,25.7,2405,80.3,4585,153.2,23898,798.3,58515,1954.8,4474,149.5
2015-01-01,MS,93975,3143.6,8190,274,85785,2869.6,253,85,851,28.5,2312,77.3,4467,149.4,25068,838.6,56446,1888.2,4271,142.9
2016-01-01,MS,91115,3048.6,8383,280.5,82732,2768.1,238,80,905,30.3,2397,80.2,4471,149.6,23354,781.4,55054,1842.1,4324,144.7
2017-01-01,MS,90425,3024.5,7661,256.2,82764,2768.3,190,64,658,22,2492,83.4,4321,144.5,22449,750.9,55968,1872.1,4347,145.4
2018-01-01,MS,78765,2637.4,6999,234.4,71766,2403,171,57,537,18,1595,53.4,4696,157.2,20839,697.8,46627,1561.2,4300,144
1960-01-01,MO,85211,1972.6,7468,172.9,77743,1799.7,189,44,627,14.5,3913,90.6,2739,63.4,25712,595.2,44049,1019.7,7982,184.8
1961-01-01,MO,89829,2051.8,7266,166,82563,1885.9,223,51,578,13.2,3637,83.1,2828,64.6,26782,611.7,48430,1106.2,7351,167.9
1962-01-01,MO,100356,2309.2,8059,185.4,92297,2123.7,241,55,548,12.6,3474,79.9,3796,87.3,26238,603.7,57277,1317.9,8782,202.1
1963-01-01,MO,111044,2565.7,8629,199.4,102415,2366.3,223,52,592,13.7,3788,87.5,4026,93,28644,661.8,63370,1464.2,10401,240.3
1964-01-01,MO,128009,2903.4,9553,216.7,118456,2686.7,240,54,661,15,3955,89.7,4697,106.5,33051,749.6,73963,1677.5,11442,259.5
1965-01-01,MO,130964,2912.3,10588,235.4,120376,2676.8,300,67,812,18.1,4195,93.3,5281,117.4,34311,763,74279,1651.7,11786,262.1
1966-01-01,MO,131648,2920.3,11149,247.3,120499,2673,245,54,793,17.6,4769,105.8,5342,118.5,35260,782.2,72411,1606.3,12828,284.6
1967-01-01,MO,143785,3123.7,12746,276.9,131039,2846.8,337,73,785,17.1,6005,130.5,5619,122.1,39635,861.1,75063,1630.7,16341,355
1968-01-01,MO,165839,3584.2,15216,328.9,150623,3255.3,408,88,1076,23.3,7108,153.6,6624,143.2,45188,976.6,84779,1832.3,20656,446.4
1969-01-01,MO,194373,4179.2,18260,392.6,176113,3786.6,485,10.4,1270,27.3,8483,182.4,8022,172.5,52037,1118.8,97171,2089.2,26905,578.5
1970-01-01,MO,194330,4154.7,18986,405.9,175344,3748.8,499,10.7,1283,27.4,9393,200.8,7811,167,53184,1137,97004,2073.9,25156,537.8
1971-01-01,MO,192124,4045.6,18357,386.5,173767,3659,424,89,1245,26.2,8533,179.7,8155,171.7,55427,1167.1,94492,1989.7,23848,502.2
1972-01-01,MO,186947,3933.2,18223,383.4,168724,3549.8,396,83,1212,25.5,8347,175.6,8268,174,52312,1100.6,94051,1978.8,22361,470.5
1973-01-01,MO,197008,4141.4,19441,408.7,177567,3732.8,427,90,1342,28.2,9201,193.4,8471,178.1,58740,1234.8,97640,2052.6,21187,445.4
1974-01-01,MO,228726,4788.1,21612,452.4,207114,4335.6,466,98,1285,26.9,10353,216.7,9508,199,70283,1471.3,116428,2437.3,20403,427.1
1975-01-01,MO,257098,5397.8,23521,493.8,233577,4904,505,10.6,1200,25.2,11657,244.7,10159,213.3,72047,1512.6,139303,2924.7,22227,466.7
1976-01-01,MO,240527,5034.1,21470,449.4,219057,4584.7,443,93,1296,27.1,9750,204.1,9981,208.9,67044,1403.2,133542,2794.9,18471,386.6
1977-01-01,MO,219946,4581.3,22105,460.4,197841,4120.8,462,96,1359,28.3,9076,189,11208,233.5,63290,1318.3,116386,2424.2,18165,378.4
1978-01-01,MO,220031,4527.4,22738,467.9,197293,4059.5,505,10.4,1360,28,8943,184,11930,245.5,65375,1345.2,113992,2345.5,17926,368.8
1979-01-01,MO,240471,4939.8,25662,527.2,214809,4412.7,543,11.2,1638,33.6,10267,210.9,13214,271.4,70423,1446.7,124398,2555.4,19988,410.6
1980-01-01,MO,266292,5433.1,27177,554.5,239115,4878.6,544,11.1,1600,32.6,10958,223.6,14075,287.2,81798,1668.9,136998,2795.1,20319,414.6
1981-01-01,MO,264250,5351.4,26675,540.2,237575,4811.2,516,10.4,1465,29.7,10629,215.2,14065,284.8,78173,1583.1,140567,2846.6,18835,381.4
1982-01-01,MO,244966,4947.8,25078,506.5,219888,4441.3,479,97,1283,25.9,9554,193,13762,278,68881,1391.3,134383,2714.3,16624,335.8
1983-01-01,MO,225136,4529.9,23718,477.2,201418,4052.7,403,81,1330,26.8,8346,167.9,13639,274.4,60496,1217.2,125140,2517.9,15782,317.5
1984-01-01,MO,215194,4297,23071,460.7,192123,3836.3,358,71,1325,26.5,7053,140.8,14335,286.2,55863,1115.5,119749,2391.2,16511,329.7
1985-01-01,MO,219568,4366,25321,503.5,194247,3862.5,409,81,1468,29.2,7425,147.6,16019,318.5,55252,1098.7,120650,2399.1,18345,364.8
1986-01-01,MO,235773,4654,29310,578.6,206463,4075.5,464,92,1480,29.2,8624,170.2,18742,370,57556,1136.1,126674,2500.5,22233,438.9
1987-01-01,MO,240222,4707.5,27792,544.6,212430,4162.8,423,83,1473,28.9,8376,164.1,17520,343.3,56711,1111.3,133964,2625.2,21755,426.3
1988-01-01,MO,248971,4844.7,28393,552.5,220578,4292.2,413,80,1505,29.3,8638,168.1,17837,347.1,58605,1140.4,139648,2717.4,22325,434.4
1989-01-01,MO,264508,5127.1,32634,632.6,231874,4494.6,409,79,1587,30.8,10060,195,20578,398.9,58594,1135.8,146269,2835.2,27011,523.6
1990-01-01,MO,262024,5120.6,36602,715.3,225422,4405.3,449,88,1663,32.5,11073,216.4,23417,457.6,54536,1065.8,143287,2800.2,27599,539.4
1991-01-01,MO,279340,5415.7,39358,763,239982,4652.6,543,10.5,1756,34,12952,251.1,24107,467.4,64643,1253.3,146533,2840.9,28806,558.5
1992-01-01,MO,264694,5097.1,38448,740.4,226246,4356.7,547,10.5,1895,36.5,11783,226.9,24223,466.5,57127,1100.1,143288,2759.3,25831,497.4
1993-01-01,MO,266694,5095.4,38963,744.4,227731,4351,590,11.3,1894,36.2,12654,241.8,23825,455.2,53673,1025.5,145392,2777.8,28666,547.7
1994-01-01,MO,280138,5307.7,39240,743.5,240898,4564.2,554,10.5,1955,37,12178,230.7,24553,465.2,55577,1053,158283,2998.9,27038,512.3
1995-01-01,MO,272617,5120.5,35339,663.8,237278,4456.8,469,88,1711,32.1,10863,204,22296,418.8,49649,932.6,162430,3050.9,25199,473.3
1996-01-01,MO,272450,5084,31669,590.9,240781,4493,433,81,1566,29.2,9142,170.6,20528,383.1,47919,894.2,168870,3151.1,23992,447.7
1997-01-01,MO,260081,4814.5,31192,577.4,228889,4237.1,426,79,1525,28.2,8430,156.1,20811,385.2,46900,868.2,155472,2878,26517,490.9
1998-01-01,MO,262506,4826.4,30222,555.7,232284,4270.7,399,73,1463,26.9,8116,149.2,20244,372.2,47455,872.5,160363,2948.4,24466,449.8
1999-01-01,MO,250363,4578.4,27353,500.2,223010,4078.2,359,66,1439,26.3,7149,130.7,18406,336.6,42476,776.8,157550,2881.1,22984,420.3
2000-01-01,MO,253338,4527.8,27419,490,225919,4037.7,347,62,1351,24.1,7598,135.8,18123,323.9,41685,745,159539,2851.3,24695,441.4
2001-01-01,MO,268883,4769.7,30472,540.5,238411,4229.2,372,66,1383,24.5,7771,137.8,20946,371.6,42977,762.4,167420,2969.9,28014,496.9
2002-01-01,MO,261077,4604.9,30557,539,230520,4065.9,331,58,1465,25.8,7024,123.9,21737,383.42,42721,753.5,159921,2820.7,27878,491.7
2003-01-01,MO,261631,4574.7,28067,490.8,233564,4083.9,289,51,1400,24.5,6686,116.9,19692,344.3,41997,734.3,161616,2825.8,29951,523.7
2004-01-01,MO,252855,4390.2,28226,490.1,224629,3900.1,354,61,1479,25.7,6630,115.1,19763,343.1,40472,702.7,158264,2747.9,25893,449.6
2005-01-01,MO,252286,4525,30477,525.7,227809,3929.3,402,69,1625,28,7196,124.1,21254,366.6,42822,738.3,159288,2746.2,25699,443.3
2006-01-01,MO,254450,4361.1,31880,545.6,223570,3826.5,368,63,1764,30.2,7587,129.9,22161,379.4,44647,764.1,153490,2627,25433,435.3
2007-01-01,MO,249441,4243.3,29682,504.9,219759,3738.4,385,65,1714,29.2,7165,121.9,20418,347.3,43446,739.1,152529,2594.7,23784,404.6
2008-01-01,MO,246286,4134.8,29711,498.8,216575,3636,456,77,1614,27.1,7396,124.2,20245,349.9,45772,768.5,150041,2519,20762,348.6
2009-01-01,MO,231296,3862.9,29513,492.9,201783,3370,387,65,1606,26.8,7437,124.2,20083,335.4,43591,728,140764,2350.9,17428,291.1
2010-01-01,MO,228298,3807.7,27440,457.7,200858,3350,420,70,1445,24.1,6185,103.2,19390,323.4,44197,737.1,140526,2343.8,16135,269.1
2011-01-01,MO,225973,3760.6,26888,447.5,199085,3313.1,366,61,1469,24.4,6275,104.4,18778,312.5,44875,746.8,138879,2311.2,15331,255.1
2012-01-01,MO,227002,3768,27189,451.3,199813,3316.7,390,65,1527,25.3,5782,96,19490,323.5,42510,705.6,140971,2340,16332,271.1
2013-01-01,MO,215871,3571.1,26216,433.7,189655,3137.4,369,61,1679,27.8,5486,90.8,18056,298.7,38797,641.8,134514,2225.2,16344,270.4
2014-01-01,MO,203318,3352.9,26882,443.3,176436,2909.6,404,67,1728,28.5,5592,92.2,18483,304.8,35293,582,124769,2057.6,16374,270
2015-01-01,MO,204080,3358.6,30292,498.5,173788,2860.1,503,83,1858,30.6,6383,105,20833,342.9,34029,560,122749,2020.2,17010,279.9
2016-01-01,MO,202193,3318.5,31644,519.4,170549,2799.1,537,88,1884,30.9,6570,107.8,21983,360.8,31710,520.4,120544,1978.4,18295,300.3
2017-01-01,MO,205830,3369.5,32450,531.2,173380,2838.3,599,98,2737,44.8,6362,104.1,22752,372.5,30086,492.5,123356,2019.4,19938,326.4
2018-01-01,MO,192931,3149.2,30758,502.1,162173,2647.1,607,99,2912,47.5,5197,84.8,22042,359.8,27257,444.9,115101,1878.8,19815,323.4
1960-01-01,MT,13850,2052.6,453,67.1,13397,1985.4,26,39,48,71,186,27.6,193,28.6,2675,396.4,9079,1345.5,1643,243.5
1961-01-01,MT,13784,2021.1,457,67,13327,1954.1,17,25,48,70,173,25.4,219,32.1,2857,418.9,8947,1311.9,1523,223.3
1962-01-01,MT,14065,1983.8,390,55,13675,1928.8,15,21,52,73,141,19.9,182,25.7,2941,414.8,9143,1289.6,1591,224.4
1963-01-01,MT,15249,2156.9,414,58.6,14835,2098.3,14,20,59,83,146,20.7,195,27.6,3380,478.1,9722,1375.1,1733,245.1
1964-01-01,MT,14827,2103.1,564,80,14263,2023.1,19,27,53,75,110,15.6,382,54.2,3328,472.1,9519,1350.2,1416,200.9
1965-01-01,MT,15181,2150.3,514,72.8,14667,2077.5,12,17,55,78,112,15.9,335,47.5,3197,452.8,10072,1426.6,1398,198
1966-01-01,MT,16539,2356,507,72.2,16032,2283.8,20,28,63,90,125,17.8,299,42.6,3482,496,10917,1555.1,1633,232.6
1967-01-01,MT,17224,2457.1,588,83.9,16636,2373.2,17,24,72,10.3,150,21.4,349,49.8,3661,522.3,11463,1635.2,1512,215.7
1968-01-01,MT,17616,2542,610,88,17006,2454,23,33,50,72,126,18.2,411,59.3,3935,567.8,11696,1687.7,1375,198.4
1969-01-01,MT,18666,2689.6,682,98.3,17984,2591.4,25,36,77,11.1,154,22.2,426,61.4,3899,561.8,12587,1813.7,1498,215.9
1970-01-01,MT,20019,2882.9,774,111.5,19245,2771.4,22,32,73,10.5,155,22.3,524,75.5,4123,593.7,13582,1955.9,1540,221.8
1971-01-01,MT,22542,3183.9,971,137.1,21571,3046.8,31,44,100,14.1,203,28.7,637,90,4637,654.9,15362,2169.8,1572,222
1972-01-01,MT,23046,3205.3,1079,150.1,21967,3055.2,18,25,78,10.8,239,33.2,744,103.5,5092,708.2,15099,2100,1776,247
1973-01-01,MT,24480,3395.3,1207,167.4,23273,3227.9,43,60,118,16.4,262,36.3,784,108.7,5448,755.6,16163,2241.7,1662,230.5
1974-01-01,MT,30016,4083.8,1194,162.4,28822,3921.4,31,42,90,12.2,262,35.6,811,110.3,6526,887.9,20216,2750.5,2080,283
1975-01-01,MT,31333,4188.9,1418,189.6,29915,3999.3,39,52,107,14.3,310,41.4,962,128.6,6546,875.1,21055,2814.8,2314,309.4
1976-01-01,MT,32092,4261.9,1358,180.3,30734,4081.5,38,50,102,13.5,268,35.6,950,126.2,6333,841,22083,2932.7,2318,307.8
1977-01-01,MT,31241,4105.3,1659,218,29582,3887.3,41,54,127,16.7,298,39.2,1193,156.8,6125,804.9,21104,2773.2,2353,309.2
1978-01-01,MT,30739,3915.8,1865,237.6,28874,3678.2,38,48,124,15.8,289,36.8,1414,180.1,6170,786,20293,2585.1,2411,307.1
1979-01-01,MT,35060,4460.6,1762,224.2,33298,4236.4,33,42,162,20.6,260,33.1,1307,166.3,6314,803.3,24537,3121.8,2447,311.3
1980-01-01,MT,39271,5024.5,1740,222.6,37531,4801.9,31,40,164,21,266,34,1279,163.6,7430,950.6,27587,3529.6,2514,321.7
1981-01-01,MT,39750,5018.9,2004,253,37746,4765.9,27,34,175,22.1,302,38.1,1500,189.4,7651,966,27874,3519.4,2221,280.4
1982-01-01,MT,34709,4333.2,1801,224.8,32908,4108.4,31,39,119,14.9,265,33.1,1386,173,6759,843.8,24079,3006.1,2070,258.4
1983-01-01,MT,37945,4644.4,1737,212.6,36208,4431.8,30,37,162,19.8,192,23.5,1353,165.6,7420,908.2,26918,3294.7,1870,228.9
1984-01-01,MT,38338,4652.7,1958,237.6,36380,4415,36,44,170,20.6,226,27.4,1526,185.2,7070,858,27080,3286.4,2230,270.6
1985-01-01,MT,37577,4549.3,1722,208.5,35855,4340.8,48,58,159,19.2,173,20.9,1342,162.5,6835,827.5,26746,3238,2274,275.3
1986-01-01,MT,36682,4478.9,1289,157.4,35393,4321.5,24,29,142,17.3,160,19.5,963,117.6,6491,792.6,27142,3314,1760,214.9
1987-01-01,MT,37209,4599.4,1223,151.2,35986,4448.2,33,41,160,19.8,196,24.2,834,103.1,6521,806.1,27541,3404.3,1924,237.8
1988-01-01,MT,34307,4267,989,123,33318,4144,21,26,135,16.8,182,22.6,651,81,5657,703.6,25921,3224,1740,216.4
1989-01-01,MT,32220,3997.5,935,116,31285,3881.5,23,29,145,18,137,17,630,78.2,5575,691.7,23892,2964.3,1818,225.6
1990-01-01,MT,35975,4502.1,1273,159.3,34702,4342.8,39,49,195,24.4,173,21.7,866,108.4,5666,709.1,27098,3391.2,1938,242.5
1991-01-01,MT,29477,3648.1,1130,139.9,28347,3508.3,21,26,160,19.8,150,18.6,799,98.9,4231,523.6,22449,2778.3,1667,206.3
1992-01-01,MT,37872,4596.1,1400,169.9,36472,4426.2,24,29,210,25.5,222,26.9,944,114.6,5306,643.9,29243,3548.9,1923,233.4
1993-01-01,MT,40188,4790,1489,177.5,38699,4612.5,25,30,234,27.9,272,32.4,958,114.2,5992,714.2,30641,3652.1,2066,246.2
1994-01-01,MT,42961,5018.8,1516,177.1,41445,4841.7,28,33,233,27.2,280,32.7,975,113.9,6178,721.7,32817,3833.8,2450,286.2
1995-01-01,MT,41737,4797.4,1491,171.4,40246,4626,35,40,231,26.6,253,29.1,972,111.7,5060,581.6,32797,3769.8,2389,274.6
1996-01-01,MT,39499,4493.6,1415,161,38084,4332.7,34,39,238,27.1,261,29.7,882,100.3,4908,558.4,30928,3518.5,2248,255.7
1997-01-01,MT,38753,4408.8,1161,132.1,37592,4276.7,42,48,171,19.5,179,20.4,769,87.5,5002,569.1,30411,3459.7,2179,247.9
1998-01-01,MT,35822,4070.7,1221,138.8,34601,3931.9,36,41,157,17.8,175,19.9,853,96.9,4501,511.5,28086,3191.6,2014,228.9
1999-01-01,MT,31193,3533.5,2090,236.8,29103,3296.7,22,25,293,33.2,239,27.1,1536,174,3876,439.1,23353,2645.4,1874,212.3
2000-01-01,MT,31878,3533.4,2171,240.6,29707,3292.7,16,18,301,33.4,249,27.6,1605,177.9,3946,437.4,23805,2638.6,1956,216.8
2001-01-01,MT,33362,3684.9,3187,352,30175,3332.8,34,38,188,20.8,230,25.4,2735,302.1,3670,405.4,24684,2726.4,1821,201.1
2002-01-01,MT,31948,3509.4,3197,351.2,28751,3158.2,16,18,237,26,283,31.1,2661,292.3,3289,361.3,23679,2601,1783,195.9
2003-01-01,MT,31779,3461.2,3351,365,28428,3096.2,30,33,246,26.8,298,32.5,2777,302.5,3722,405.4,22800,2483.2,1906,207.6
2004-01-01,MT,29938,3229.9,2723,293.8,27215,2936.1,30,32,273,29.5,233,25.1,2187,235.9,3515,379.2,22082,2382.3,1618,174.6
2005-01-01,MT,32041,3323.7,2634,281.8,29407,3142.9,18,19,301,32.2,177,18.9,2138,228.5,3642,389.6,23794,2545.5,1917,210.9
2006-01-01,MT,27784,3396.6,2397,253.7,25387,3142.9,17,18,269,28.5,164,17.4,1914,206.1,2935,310.7,20704,2191.8,1748,185
2007-01-01,MT,28243,3052.9,2754,287.5,26489,2765.4,14,15,290,30.3,191,19.9,2259,235.8,3027,316,21707,2266.2,1755,183.2
2008-01-01,MT,29241,3020.6,2918,301.4,26323,2719.2,33,34,346,35.7,203,21,2336,241.3,3654,377.5,20898,2158.8,1771,182.9
2009-01-01,MT,27624,2833.3,2798,287,24826,2546.3,32,33,357,36.6,228,23.4,2181,223.7,3686,378.1,19528,2002.9,1612,165.3
2010-01-01,MT,28142,2839.9,2733,275.8,25409,2564.1,25,25,332,33.5,154,15.5,2222,224.2,3692,372.6,20166,2035,1551,156.5
2011-01-01,MT,26640,2670.2,2755,276.1,23885,2394.1,29,29,366,36.7,171,17.1,2189,219.4,3347,335.5,19089,1913.4,1449,145.2
2012-01-01,MT,28905,2874.7,2803,278.8,26102,2595.9,29,29,392,39,202,20.1,2180,216.8,3920,389.9,20484,2037.2,1698,168.9
2013-01-01,MT,29119,2869.2,2924,288.1,26195,2581.1,23,23,382,37.6,217,21.4,2217,218.5,4122,406.2,20192,1989.6,1881,185.3
2014-01-01,MT,28886,2823,3361,328.5,25525,2494.5,38,37,396,38.7,202,19.7,2563,250.5,3639,355.6,19826,1937.5,2060,201.3
2015-01-01,MT,30923,2996.2,3647,353.4,27276,2642.8,38,37,405,39.2,210,20.3,2827,273.9,3887,376.6,20966,2031.4,2423,234.8
2016-01-01,MT,31816,3051.8,3840,368.3,27976,2683.5,36,35,414,39.7,266,25.5,2960,283.9,3934,377.4,21299,2043,2743,263.1
2017-01-01,MT,31231,2965.7,3937,373.9,27294,2591.8,41,39,639,60.7,234,22.2,3023,287.1,3623,344,21073,2001.1,2598,246.7
2018-01-01,MT,30492,2870.4,3974,374.1,26518,2496.3,34,32,551,51.9,269,25.3,3120,293.7,3257,306.6,20465,1926.5,2796,263.2
1960-01-01,NE,17213,1219.6,590,41.8,16623,1177.8,33,23,59,42,253,17.9,245,17.4,3267,231.5,11586,820.9,1770,125.4
1961-01-01,NE,18342,1281.8,586,41,17756,1240.8,34,24,47,33,234,16.4,271,18.9,3730,260.7,12372,864.6,1654,115.6
1962-01-01,NE,19173,1292,637,42.9,18536,1249.1,23,15,93,63,275,18.5,246,16.6,3894,262.4,12846,865.6,1796,121
1963-01-01,NE,20893,1431,591,40.5,20302,1390.5,29,20,102,70,227,15.5,233,16,4290,293.8,14181,971.3,1831,125.4
1964-01-01,NE,23705,1601.7,776,52.4,22929,1549.3,34,23,85,57,306,20.7,351,23.7,4832,326.5,15895,1074,2202,148.8
1965-01-01,NE,27055,1831.8,852,57.7,26203,1774.1,36,24,76,51,324,21.9,416,28.2,5684,384.8,18115,1226.5,2404,162.8
1966-01-01,NE,28037,1925.6,941,64.6,27096,1861,26,18,97,67,362,24.9,456,31.3,6117,420.1,18448,1267,2531,173.8
1967-01-01,NE,30031,2092.8,1624,113.2,28407,1979.6,39,27,117,82,556,38.7,912,63.6,7056,491.7,18651,1299.7,2700,188.2
1968-01-01,NE,34603,2408,2103,146.3,32500,2261.7,33,23,103,72,713,49.6,1254,87.3,7292,507.4,20862,1451.8,4346,302.4
1969-01-01,NE,35519,2451.3,2302,158.9,33217,2292.4,36,25,98,68,751,51.8,1417,97.8,6989,482.3,22106,1525.6,4122,284.5
1970-01-01,NE,37880,2552.9,2731,184.1,35149,2368.9,44,30,138,93,850,57.3,1699,114.5,7486,504.5,23332,1572.5,4331,291.9
1971-01-01,NE,38388,2538.9,2355,155.8,36033,2383.1,39,26,212,14,544,36,1560,103.2,8337,551.4,23846,1577.1,3850,254.6
1972-01-01,NE,40084,2628.5,2638,173,37446,2455.5,44,29,212,13.9,803,52.7,1579,103.5,8489,556.7,24968,1637.2,3989,261.6
1973-01-01,NE,43349,2811.2,2859,185.4,40490,2625.8,67,43,254,16.5,964,62.5,1574,102.1,9828,637.4,25994,1685.7,4668,302.7
1974-01-01,NE,51603,3344.3,3697,239.6,47906,3104.7,55,36,291,18.9,1404,91,1947,126.2,11939,773.8,31685,2053.5,4282,277.5
1975-01-01,NE,55873,3614,3986,257.8,51887,3356.2,66,43,297,19.2,1398,90.4,2225,143.9,11752,760.2,36563,2365,3572,231
1976-01-01,NE,55317,3561.9,3269,210.5,52048,3351.4,45,29,318,20.5,979,63,1927,124.1,10626,684.2,37795,2433.7,3627,233.5
1977-01-01,NE,55019,3524.6,3113,199.4,51906,3325.2,61,39,282,18.1,1010,64.7,1760,112.7,11864,760,36154,2316.1,3888,249.1
1978-01-01,NE,53856,3441.3,2982,190.5,50874,3250.7,47,30,286,18.3,1015,64.9,1634,104.4,11687,746.8,35794,2287.2,3393,216.8
1979-01-01,NE,62851,3993.1,3556,225.9,59295,3767.2,65,41,338,21.5,1157,73.5,1996,126.8,12804,813.5,42195,2680.7,4296,272.9
1980-01-01,NE,67330,4305.2,3512,224.6,63818,4080.6,69,44,363,23.2,1286,82.2,1794,114.7,14316,915.4,45692,2921.6,3810,243.6
1981-01-01,NE,65838,4177.5,2861,181.5,62977,3996,49,31,323,20.5,1115,70.7,1374,87.2,14383,912.6,45324,2875.9,3270,207.5
1982-01-01,NE,62660,3950.8,3641,229.6,59019,3721.2,31,20,329,20.7,982,61.9,2299,145,12867,811.3,43331,2732.1,2821,177.9
1983-01-01,NE,60489,3787.7,3477,217.7,57012,3569.9,42,26,339,21.2,796,49.8,2300,144,12408,777,42026,2631.6,2578,161.4
1984-01-01,NE,56153,3496.5,3627,225.8,52526,3270.6,54,34,381,23.7,693,43.2,2499,155.6,10339,643.8,39875,2482.9,2312,144
1985-01-01,NE,59335,3694.6,3821,237.9,55514,3456.7,47,29,376,23.4,779,48.5,2619,163.1,11730,730.4,41278,2570.2,2506,156
1986-01-01,NE,61614,3855.7,4196,262.6,57418,3593.1,50,31,393,24.6,817,51.1,2936,183.7,11956,748.2,42784,2677.3,2678,167.6
1987-01-01,NE,65857,4131.6,4004,251.2,61853,3880.4,55,35,345,21.6,751,47.1,2853,179,13516,847.9,45692,2866.5,2645,165.9
1988-01-01,NE,66282,4140,4374,273.2,61908,3866.8,58,36,385,24,898,56.1,3033,189.4,12251,765.2,46634,2912.8,3023,188.8
1989-01-01,NE,65916,4091.6,4503,279.5,61413,3812.1,40,25,381,23.6,837,52,3245,201.4,12010,745.5,46403,2880.4,3000,186.2
1990-01-01,NE,66499,4213.1,5209,330,61290,3883.1,43,27,473,30,807,51.1,3886,246.2,11424,723.8,47054,2981.1,2812,178.2
1991-01-01,NE,69361,4354.1,5330,334.6,64031,4019.5,52,33,447,28.1,861,54,3970,249.2,11574,726.6,49071,3080.4,3386,212.6
1992-01-01,NE,69444,4324,5598,348.6,63846,3975.5,68,42,504,31.4,911,56.7,4115,256.2,11477,714.6,49144,3060,3225,200.8
1993-01-01,NE,68796,4281,6071,377.8,62725,3903.2,63,39,447,27.8,1003,62.4,4558,283.6,10662,663.5,46811,2912.9,5252,326.8
1994-01-01,NE,72068,4440.4,6322,389.5,65746,4050.9,51,31,500,30.8,1223,75.4,4548,280.2,10963,675.5,48547,2991.2,6236,384.2
1995-01-01,NE,74393,4544.5,6253,382,68140,4162.5,48,29,317,19.4,1067,65.2,4821,294.5,10344,631.9,52044,3179.2,5752,351.4
1996-01-01,NE,73292,4436.6,7182,434.7,66110,4001.8,48,29,447,27.1,1052,63.7,5635,341.1,10152,614.5,50315,3045.7,5643,341.6
1997-01-01,NE,70982,4283.8,7265,438.4,63717,3845.3,50,30,406,24.5,1097,66.2,5712,344.7,9813,592.2,48363,2918.7,5541,334.4
1998-01-01,NE,73259,4405.2,7507,451.4,65752,3953.8,51,31,417,25.1,1290,77.6,5749,345.7,10544,634,49420,2971.7,5788,348
1999-01-01,NE,68444,4108.2,7167,430.2,61277,3678,60,36,414,24.8,1264,75.9,5429,325.9,10158,609.7,45679,2741.8,5440,326.5
2000-01-01,NE,70085,4095.5,5606,327.6,64479,3767.9,63,37,436,25.5,1147,67,3960,231.4,10131,592,49118,2870.3,5230,305.6
2001-01-01,NE,74177,4312.5,5214,303.1,68963,4009.4,43,25,431,25.1,1128,65.6,3612,210,9760,567.4,52713,3064.6,6490,377.3
2002-01-01,NE,73606,4260.7,5428,314.2,68178,3946.5,48,28,464,26.9,1359,78.7,3557,205.9,10329,597.9,51440,2977.6,6409,371
2003-01-01,NE,70294,4045.7,5105,293.8,65189,3751.9,56,32,504,29,1165,67.1,3380,194.5,10133,583.2,48924,2815.8,6132,352.9
2004-01-01,NE,66905,3828.2,5393,308.6,61512,3519.6,40,23,620,35.5,1138,65.1,3595,205.7,9826,562.2,46399,2654.9,5287,302.5
2005-01-01,NE,65400,3719.7,5052,287.3,60348,3432.4,44,25,581,33,1040,59.2,3387,192.6,9408,535.1,45359,2579.9,5581,317.4
2006-01-01,NE,64123,3622.5,5048,281.8,59075,3340.7,50,28,548,31,1129,63.8,3256,184.1,9452,534.5,44585,2521.3,5038,284.9
