year,state,Black,Other,White,Female,Male,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
2014-01-01,WY,10139,23847,548562,285158,297390,7653,7500,7631,7590,8069,8140,8335,8341,8052,7851,7618,7559,7308,7255,7505,7298,7332,7327,7118,7467,8144,8269,8777,8725,8768,8219,7857,7987,8270,8448,8246,8378,8197,8027,8280,7579,7409,7071,6833,6914,6671,6475,6669,6940,7163,6558,6346,6241,6498,7041,7411,7709,7828,8504,8753,8433,8498,8690,8644,8547,8149,7972,7459,7165,6893,6541,6481,6603,4637,4627,4490,4558,3919,3463,3353,3165,2957,2727,2527,2356,2152,1955,1969,1802,1676,9986
2015-01-01,AK,35152,186571,515824,351295,386252,11271,11109,11020,10786,10917,10565,10374,10457,10304,10078,10034,9863,9828,9803,9877,10087,9892,9807,8988,8595,10257,11253,11758,12742,13279,12892,12414,12175,11832,12198,11937,11347,11528,10995,10755,10645,9563,9327,9184,8663,8902,8407,8499,8849,9293,9614,8943,8747,8751,9136,9792,10014,10298,10405,10506,10918,10215,10220,10200,9683,10036,9280,8785,8138,7497,7276,6702,6307,6223,4580,4501,4176,3970,3393,3098,2706,2320,2215,1957,1798,1667,1456,1330,1219,1087,6039
2015-01-01,AL,1323269,114212,3415679,2501081,2352079,59103,58696,57950,58816,59373,59565,59961,62278,62141,61178,61031,61183,61137,61323,64790,65505,64351,64221,62601,63017,64864,67472,69065,71444,73506,71810,66796,63350,61330,60985,61587,59898,60775,61461,61648,63168,59334,58588,58786,56111,58582,57772,59430,62559,66038,65077,61198,60108,60274,62338,66859,68047,68048,68262,68781,69857,67385,67231,67506,65424,64462,62324,59586,57592,55953,55127,54304,53944,55945,40973,40903,39859,40933,35008,32125,30795,28830,27562,24818,23547,22118,19610,17976,16868,15501,85523
2015-01-01,AR,481933,90679,2405795,1515100,1463307,38440,37994,37756,38428,38505,38620,38685,40199,40738,39901,39625,39517,39239,39013,39734,40443,39813,39909,38844,39113,40475,41055,41726,42259,43513,42967,39987,38738,37657,37636,38112,37788,38460,38463,38811,39566,36875,36369,35869,34680,36033,34897,35297,36935,38333,38428,36004,35129,35280,36026,39288,40411,40430,40207,40433,40719,39542,38919,38908,37853,37469,36719,35440,34337,33434,33007,32702,32424,34318,25222,25642,25022,25239,22322,20714,19721,18129,17048,15400,14591,14126,12307,11641,10567,9822,56450
2015-01-01,AZ,372196,668108,5793292,3435664,3397932,86798,87004,87233,87398,88200,87658,89673,93719,94327,92892,92522,92155,90073,90272,92597,93419,91463,91579,92682,92587,93062,95888,97200,102027,103684,102607,95898,92355,89678,90923,91580,88717,90753,91020,90002,92265,84952,83223,83501,81093,84453,81187,81089,83387,88071,88464,83467,80749,79245,79821,84916,86061,86135,86051,86850,87835,84871,84570,83791,81096,81209,79187,76997,75609,74801,74983,74690,75726,80595,60045,59892,59168,60840,53091,48614,45746,42586,40269,36448,34003,31709,27711,26587,24463,22752,129087
2015-01-01,CA,2806054,6993500,29153588,19601027,19352115,500940,499297,499918,498473,509758,498425,497102,516481,517700,511286,507938,504618,501042,494727,509065,517839,512338,519221,530209,519153,535501,550373,563370,594446,629074,633577,608532,594430,578476,576864,580499,563209,568809,566031,553408,562256,521763,510991,508491,499432,514824,496002,497546,507997,531890,552225,520650,506726,496924,500709,526795,529409,525197,519103,520682,531292,501832,494786,486209,469345,466561,441592,421413,398725,385513,382001,361650,352606,359704,278510,273215,257107,254394,223867,205247,196800,182949,173756,160663,151521,144599,129930,124068,116433,110276,704837
2015-01-01,CO,282993,312007,4857107,2711991,2740116,66354,66726,66300,67282,68776,70079,69918,71555,72583,72297,72560,72679,72049,70208,71036,70999,68576,67636,69800,71699,70788,72606,76064,79339,81737,83784,81957,81424,82885,84381,84351,81839,82375,81900,80954,81602,75911,74568,73026,70448,72641,69930,69538,72371,76207,76679,72320,68420,66188,66514,71079,72829,73411,73731,75500,76078,73689,72749,72399,69823,68802,66616,64803,61841,59291,57363,54870,53511,55730,39831,38516,36781,36420,31381,28148,26187,24392,22775,20840,19382,18288,16487,15486,14683,13802,82734
2015-01-01,CT,443495,198446,2945568,1837712,1749797,36420,36595,36884,37752,38986,39140,39758,41431,42284,43031,43863,44574,44845,45230,46418,47905,48415,48201,52525,52499,53663,52954,50586,45675,43573,43244,42896,44248,44111,44994,44486,43289,43587,43939,42934,44381,42183,41452,41514,40389,41782,40739,42396,45534,49363,51498,49788,49891,50760,53221,55982,56689,55813,55490,56736,56987,55138,54555,53378,51129,50042,47336,45119,42421,40026,39139,37606,37740,40208,29773,28860,28533,29970,25150,22150,20744,19464,18794,17184,16609,15884,14486,14328,13622,13298,91300
2015-01-01,DC,335916,35990,303348,355004,320250,9808,8836,8933,8544,8341,7155,6686,6469,6292,5803,5593,5391,5152,5060,5285,5195,5194,5366,8978,12142,11070,9936,9323,11437,13556,15136,16080,16988,16840,16916,16566,15671,15240,14313,13541,13028,11717,10618,9886,8801,8834,8201,8059,8257,8459,8142,7668,7436,7263,7365,7844,7916,7842,7596,7622,7807,7344,7365,7186,7153,7082,6934,6580,6286,6132,5990,5840,5661,5486,4179,4169,4022,3874,3551,3087,3028,2758,2596,2436,2232,2153,1918,1835,1798,1563,11819
2015-01-01,DE,221959,46207,673247,485673,455740,10985,10965,10836,11117,11332,11182,11119,11382,11374,11473,11347,11439,11421,11315,11425,11877,11494,11682,12435,12340,12081,11848,12078,12620,13617,14163,13894,13168,12317,12274,12231,11846,11893,11838,11598,11896,11289,10939,10598,10271,10594,10268,10667,11270,12158,12529,11828,11734,12194,12584,13291,13542,13635,13553,13605,13605,13392,13529,13292,12887,12646,12168,12027,11744,11431,11310,11299,11423,12200,8829,8659,8515,8880,7621,6828,6246,5855,5609,4964,4708,4462,3898,3692,3559,3270,18414
2015-01-01,FL,3527043,752515,15944691,10333495,9890754,221880,222165,219421,221358,222659,219483,220497,229373,231850,230775,229104,227347,222988,228245,235491,241384,238133,239745,234732,229120,239996,249188,256459,270549,284678,287730,275650,266120,258493,257092,258818,250446,253378,252328,248737,253963,238933,237396,237830,232771,240637,236906,244524,256545,269841,272218,257366,254386,258677,266660,284057,290284,288568,286150,287873,287852,277618,274936,273641,264845,263716,256598,249866,244740,243809,243000,242474,247445,266834,203509,201941,199973,209516,183349,168034,159552,151172,144160,133386,125507,118769,104617,100676,94683,88875,528159
2015-01-01,GA,3323014,492286,6365811,5221192,4959919,130979,130148,129885,133258,134635,135363,136390,142544,143441,142909,141498,141875,140648,141375,144436,146262,141075,140441,138710,139335,140166,142637,145408,149624,151306,151090,145077,140126,137763,136938,138732,133827,137134,138104,138515,142620,135298,132850,131959,128778,134003,131722,136489,142351,149507,148930,138999,135123,135223,137817,143762,144496,141850,139768,139207,138129,132628,129596,128652,123217,120585,115303,110355,105708,103117,101444,98791,98594,101110,74354,72874,70278,70800,60542,55139,51533,47159,43665,39456,37041,35061,30329,28459,26182,23687,134917
2015-01-01,HI,41750,1022520,358214,707526,714958,18164,18538,18714,18470,18593,17430,17147,17479,17119,16737,16750,16803,16605,15816,16190,16086,15851,15691,15157,15433,17462,19318,20156,20868,22428,21998,20960,20645,20813,20350,20491,20346,20310,20101,19557,19982,18539,17886,17582,17043,17385,16637,16508,17053,17762,18928,17512,16977,16826,17233,18460,18274,18430,18415,18379,19611,18666,18726,18693,18583,18825,18168,18185,17476,16759,17242,16436,16182,15960,12892,12986,12339,11077,9906,9040,8584,7681,7335,6696,6383,6282,5775,5717,5709,5336,38847
2015-01-01,IA,131697,100815,2888948,1569960,1551500,39496,39690,39453,39353,38780,40524,40743,41808,41959,41535,40962,40812,40570,40136,40740,41607,40694,41151,42502,48673,48317,48673,47900,46058,42821,40960,38739,37021,36768,38478,40183,39229,39921,40687,39972,41239,38764,37361,36418,34558,35896,33846,33532,35741,38092,38761,37191,35997,36683,37342,39879,41403,42064,43081,44486,44996,43253,43446,43007,41744,41907,40203,38968,38037,36347,34718,33141,32291,33520,24070,23598,23272,23859,21024,19766,18787,17953,17354,16197,15821,14972,13347,13035,12640,11853,79085
2015-01-01,ID,19137,64606,1567780,824163,827360,22967,22290,22795,22566,23252,23743,24163,24958,25152,25017,25025,25096,24511,24189,24850,24782,24333,24003,22710,21837,20827,21547,22717,23156,23461,23547,22118,21116,20837,20922,21524,21126,21593,21822,21965,22330,21430,21019,20546,19711,19972,19231,18714,19358,20394,20291,19449,18608,18676,18626,19394,20136,20608,20973,21544,21420,20779,21034,21325,20559,20292,19922,19823,19171,18451,17854,17563,17332,18070,13182,13150,12955,13144,11286,10270,9614,8995,8196,7543,6916,6625,5715,5562,5138,4642,27468
2015-01-01,IL,1964475,834554,10065313,6547573,6316769,158594,155977,155565,157387,159274,160620,159622,165124,166078,166447,166828,168843,167555,167250,170837,173332,170942,171859,168276,167235,173619,176524,179647,183384,185031,184197,178520,177568,176339,178868,181375,175716,178077,177665,176007,180806,169409,166238,164499,158956,162816,157177,159086,166861,175240,176283,166776,164032,164479,167441,176861,179259,179581,179784,183167,185032,178899,177620,174333,167823,166025,156969,150594,143711,139208,133834,127850,125445,129232,95248,92317,90465,94235,82717,74131,69590,66025,63415,57795,55486,52386,46408,44861,42219,40345,261191
2015-01-01,IN,684793,187491,5736012,3351419,3256877,83524,83363,84150,84198,84563,85469,85774,88611,89384,88869,88504,89584,88684,88298,91103,92682,90906,90612,86373,94977,97797,97985,97520,98368,94538,90836,86863,84280,82048,83367,84275,81504,84136,84571,85222,87394,82726,81190,80180,77807,80515,77919,79773,83463,89028,87965,82625,80995,82116,83570,89295,91992,91328,91857,93967,94223,91566,91883,90586,87208,85971,82567,79502,76566,73042,70740,69017,66882,69727,49833,49619,48162,50011,43571,39826,36870,35022,33432,30308,28699,27298,24011,23395,21794,20559,127763
2015-01-01,KS,206517,137969,2565016,1459878,1449624,38834,39233,39618,39574,40021,40776,40246,40957,41090,40622,40166,40150,40129,39279,39978,40641,39885,39520,38751,41711,44814,44416,45069,45549,41796,39751,38162,37612,37341,38594,39235,38327,38931,39364,39038,39333,36524,35298,34964,33486,34072,32150,32181,33404,35202,35824,33802,32430,32876,33845,36209,38023,38808,39254,40168,40160,39104,38910,39088,37781,37491,35938,34349,33018,31738,30267,28886,28340,29614,21019,20920,20650,20787,17838,16656,15742,14896,14409,13263,12829,12294,11144,10966,10343,9907,64122
2015-01-01,KY,390633,86976,3948390,2245398,2180601,55630,55307,55306,55047,54743,54939,55360,56742,57317,56623,56536,56769,56189,55802,57236,58332,57506,57504,55997,57007,59306,60884,62206,64911,66093,64076,59204,55908,54806,54641,55751,54530,56270,56618,57245,58759,56001,55322,55074,53018,54585,53186,54219,57676,60579,59669,56961,56114,56535,57581,62103,63567,62964,63206,63539,63767,62242,62340,61401,59133,59328,57094,54481,53207,51359,49904,49327,48217,50479,36009,35587,34631,35158,30702,28571,26817,25395,23886,20988,19809,18852,16803,15793,14562,13245,77913
2015-01-01,LA,1547407,129791,2987653,2381962,2282889,63852,63282,61821,61224,61439,61019,61745,63892,63892,62014,61445,60906,60223,60307,61918,63241,61695,61027,57974,56427,60414,64630,68059,71886,75493,73684,70536,67155,66447,66860,67926,65780,66579,65570,65112,64549,60553,58291,57080,54076,54201,52341,53104,55678,58085,58264,56201,55865,56298,57501,61797,63145,63074,63624,64661,66098,64152,63148,62958,61200,61001,58200,54943,52732,51512,49683,47461,46460,48340,35162,35095,33758,33856,29662,27398,26007,24020,22922,20599,19510,18543,16441,15558,14594,13409,76567
2015-01-01,MA,623668,506373,5665850,3500204,3295687,72299,72343,72599,73119,74448,73453,73152,75498,75971,76342,77070,78848,79204,79111,81038,83303,83382,84843,99039,108082,104757,101534,98348,94264,94586,98305,98758,99750,99205,97722,96506,91661,90976,89745,87111,88250,83872,81798,79948,78669,81228,79233,81158,85880,91636,94566,91901,91962,93242,96160,101073,102467,101540,100829,101899,101826,98945,97859,95706,92017,90837,86676,83360,79490,76753,74530,72658,71754,74895,54079,53069,51426,52936,45091,40191,37561,35521,34219,31809,30291,29214,26410,25839,25128,23625,158493
2015-01-01,MD,1889067,453591,3644059,3085654,2901063,74028,72964,73155,73529,74580,74345,73329,75633,75450,74570,74726,74623,74059,73986,76469,77642,76493,76470,78811,75746,77374,78113,79049,79500,82504,84670,82910,83676,83218,82845,83616,81072,81950,81838,81760,82899,77602,75473,74682,72057,74131,71030,73485,78367,83595,85169,81678,81746,82443,84930,89755,91579,90382,89639,90251,90192,87300,85497,83535,79454,78292,74217,71542,67308,65419,62973,61024,60488,62440,45646,44841,43054,44153,38350,34406,31817,29803,28135,25460,24002,22742,20383,19966,18690,17539,112453
2015-01-01,ME,24000,28443,1276041,678009,650475,12591,12724,12967,13000,13001,13601,13674,14236,14488,14579,14709,14754,14659,14652,15214,15486,15926,16178,16735,16701,16114,15894,15812,15329,15500,15654,15730,15483,15276,15553,15488,14841,15034,15234,15027,15469,14817,14736,14398,14185,14778,14901,15352,16694,17925,18094,17509,17677,18267,18658,19698,20702,21195,21522,21838,21874,21714,21986,21742,21062,20773,20645,20043,19454,18704,18192,18056,18149,18736,12979,12930,12869,13107,11207,9851,9256,8725,8319,7732,7287,6994,6292,6052,5876,5329,32290
2015-01-01,MI,1488675,416968,8026930,5047729,4884844,113367,114646,114085,114810,115862,117315,116938,120451,122493,122982,123950,126363,125733,126842,131670,133886,133307,134754,137143,134162,140851,146006,147608,149126,149314,142780,128284,121565,116699,118430,119484,115645,118312,118943,119092,121741,116341,114586,112961,109722,113559,112505,116091,123862,133493,134688,128142,126625,128855,131417,138845,143825,144463,145444,148015,148718,146790,148870,147540,141609,139606,134385,128751,125194,120717,115204,111761,109427,113729,81629,80089,79310,82823,71889,63840,59224,55783,52903,48105,46259,43909,38562,37075,35380,33898,211516
2015-01-01,MN,375156,365634,4741713,2755145,2727358,69635,70516,70009,70037,70132,71256,70913,73199,73565,72660,72757,73214,71602,70170,71661,72104,70915,70955,70121,71499,72611,73783,74804,73711,70761,72036,71429,71540,73340,75162,77264,75276,76507,77465,76923,77044,71717,68920,66456,63961,65148,61715,61870,64998,70714,72138,69254,67594,68141,70470,75297,77616,79325,80105,82053,82557,79411,78629,76787,73392,72343,69706,66980,64929,61805,58868,55634,53922,55658,40186,39867,39085,40249,34901,31984,30060,28531,26987,25187,24014,22367,20363,19685,18993,17761,117594
2015-01-01,MO,760133,181590,5130022,3092231,2979514,74867,75481,74802,74769,75573,75387,75930,78366,78700,78514,77828,77670,77286,76651,78992,80166,79376,79329,76412,79927,82274,84499,85979,89166,88353,85805,81793,78894,78618,80305,80729,78291,80600,80285,79730,80940,75150,73203,71994,68750,70689,68056,69283,73562,78411,78234,73749,72172,73670,75226,81398,84922,86490,87574,89251,89217,86498,85865,85564,81787,80397,77513,74254,71692,69645,67196,65385,64321,67324,48888,48788,48544,49674,43465,39970,37303,35104,33198,30207,29059,27686,25141,23913,22431,20674,126971
2015-01-01,MS,1139893,54042,1794758,1538781,1449912,38123,38154,37869,38637,38612,39037,40628,42313,43422,41550,40979,40629,40065,39798,41555,42754,41234,41018,40734,42358,42571,43448,44423,45717,45840,44125,41659,38284,37549,37535,38607,37114,38266,38789,39169,39810,37245,36434,36225,35124,35525,34751,35491,37566,39083,38806,36338,35964,35560,36491,39247,40009,40273,40415,40784,41446,40325,39725,39972,38539,38618,36889,34750,33796,33192,32454,31128,30722,32234,23411,23098,22709,22843,19904,18617,17761,16606,16021,14190,13510,12695,10833,10284,9577,8847,50291
2015-01-01,MT,9273,85668,935562,511842,518661,12604,12519,12378,12356,12357,12434,12687,12981,13195,12837,12628,12562,12363,12453,12579,12450,12576,12628,12417,13370,13875,14608,15283,15785,14606,14089,13176,12780,12581,12616,12979,12980,13348,13382,13036,13308,12490,12340,11931,11302,11232,10786,10908,11270,12158,12104,11601,11285,11355,11663,12999,13465,13973,14441,15060,15330,15164,15581,15632,15419,15346,15217,14992,14499,14054,13515,12934,12566,12952,9402,9208,9054,9213,7854,7491,6789,6243,5876,5519,5082,4706,4323,3921,3694,3488,22270
2015-01-01,NC,2304698,480986,7247395,5147669,4885410,120413,120554,119342,120498,121754,124386,125852,130167,130866,130003,129229,129513,128791,129021,133408,133876,130317,128762,131579,136328,138663,140330,141246,143307,144847,143509,138435,133295,129392,129356,128813,125177,128574,128630,128377,132231,125847,126523,126301,121946,127914,125629,129547,136097,144871,143929,135428,132238,131616,132347,138986,141893,140499,139106,139339,139895,135410,134375,132501,129040,127208,123937,119554,116337,113184,110599,108839,109216,114497,84337,82711,79959,81157,69930,63292,59006,54411,51596,46787,45152,42789,37256,35286,32603,29251,174067
2015-01-01,ND,22590,56621,674811,366836,387186,11327,11052,10748,10441,10057,10133,10020,9998,9874,9751,9464,9165,8834,8566,8564,8651,8595,8914,9606,12426,12563,13324,14474,14795,13985,13623,12337,11561,11140,11491,11348,10810,10910,10706,10192,10166,9375,9068,8597,8095,8157,7766,7776,7875,8246,8252,8014,7933,7984,8125,8774,9223,9734,9868,10160,10355,10147,10101,9945,9801,9648,9188,8886,8522,7848,7357,7010,6733,6830,5127,5050,4981,4937,4332,3959,3737,3678,3587,3436,3333,3238,2994,2906,2834,2617,18272
2015-01-01,NE,107011,79990,1704506,948721,942786,26704,26557,26197,26002,26157,26350,26568,27068,26750,26580,26510,26367,25992,25541,25583,25655,25121,24830,24958,27550,28415,28412,27565,28107,26019,24712,23848,24319,24756,25185,26166,25500,26259,26157,25949,26018,23927,23254,22744,21818,22477,21233,21001,22249,22731,23052,21810,21032,21338,21923,23451,24356,25048,25560,26049,26332,25401,25049,24869,24401,23959,23220,22237,21749,20853,19895,19196,18315,18861,13482,13399,13357,13295,11709,10676,10260,9775,9462,9011,8500,8123,7479,7092,7107,6765,42198
2015-01-01,NH,24545,45226,1266523,674880,661414,12476,12480,13180,12901,13679,13614,13783,14232,14788,14966,15199,15572,15770,15979,16084,16566,16690,16960,18339,19395,19749,19707,18706,17252,16449,16128,16104,15858,15877,16020,16047,15096,15677,15468,15522,15707,14928,14732,14363,14265,15135,14919,15659,17240,18864,19218,18915,18716,19280,19733,21189,21958,22280,22223,22790,22618,22346,21998,21751,20486,20254,19403,18552,17860,16887,16265,16244,16340,17107,11773,11311,11198,11526,9865,8596,7905,7262,6865,6395,6194,5978,5299,5178,4815,4555,29041
2015-01-01,NJ,1381914,930739,6558216,4542848,4328021,103150,103900,104163,105407,107561,106567,106036,109472,110474,110704,111504,113093,112631,112317,115028,117352,116613,117394,112368,104243,109373,113504,116165,115119,114406,114864,110562,110249,110221,112895,113929,111364,113547,114266,113992,118736,112933,112103,111596,110046,114221,111245,112961,118276,125667,129663,124571,123960,125750,129065,135604,136480,135732,134534,135176,135641,131168,128900,125882,120442,118068,110422,105153,99720,96176,93471,89394,89351,94110,70665,68032,65324,69353,59702,52785,50392,47306,45621,42142,40043,37996,34636,33764,32339,30765,199354
2015-01-01,NM,62202,280319,1747690,1055376,1034835,25883,26136,26452,26634,27388,27881,28103,28642,28840,28456,28344,28087,27961,27777,28170,28427,28307,27804,27395,27586,28803,29742,30299,31515,30814,30041,28117,27859,27692,28031,28277,27809,27977,27875,27105,27312,25465,24641,24385,23672,23916,22893,23246,23953,25130,25152,24152,23471,23747,23985,26058,26915,27547,28497,28907,29341,27912,28151,28232,27541,27574,26757,26136,25522,24606,24624,23939,23610,24047,18046,17923,17072,17017,14862,13741,12898,12285,11493,10484,9896,9416,8134,7642,7210,6605,38222
2015-01-01,NV,299176,338127,2231363,1427485,1441181,36073,35513,36216,35681,36975,37134,37207,38836,38741,37889,37369,37206,36996,36497,37441,37759,37253,36558,33378,30496,32184,33831,35843,39556,42312,44020,42229,41701,41035,41108,41719,40289,40962,41073,40581,41425,38583,37896,37580,36536,37627,36643,37302,38530,40727,41454,38780,37432,36789,37162,39362,39070,38679,38345,38197,38747,36604,36499,36375,35512,35939,34412,33078,32264,31651,31856,31210,31453,33199,24725,24285,23617,23812,20446,18310,17475,15814,14766,13096,12013,11088,9526,9004,8027,7372,38711
2015-01-01,NY,3632146,1988405,14040860,10122910,9538501,240385,234832,234904,233702,235301,227870,221682,227008,227234,225688,227502,229656,229676,229362,234790,240460,238480,241784,255683,256957,267278,272968,273503,279771,297746,308212,298495,297076,292169,288871,288453,273192,273732,270439,262920,269927,251780,244858,241287,234178,243654,231950,233952,244338,262335,273947,260296,257812,259583,267528,284102,285388,282625,278624,282385,289171,276746,272985,268215,258391,256570,242177,231548,222521,216355,213248,203848,200171,205380,154869,151394,144705,149108,130592,118490,113817,106128,102704,94445,89941,85986,77442,74731,70758,67489,443156
2015-01-01,OH,1583768,318321,9715761,5928886,5688964,138781,139681,140269,139514,139675,140821,142020,145660,147180,147059,146576,148385,148041,148908,153602,156194,153912,155112,151436,155025,154260,154716,157262,162034,162179,162885,157724,150616,146602,146439,147313,141249,143388,144653,145259,148223,140165,136650,134871,130781,135921,131978,135433,144838,155973,155971,148250,145021,147550,150111,159555,163957,164376,166587,171195,172222,170352,172379,170449,162760,161755,154087,148020,143055,137575,133085,129567,127552,133660,92716,89345,87926,93621,82709,74874,69998,66409,64415,58939,55693,53392,47183,44966,43112,40852,253346
2015-01-01,OK,344739,517112,3047980,1972220,1937611,53120,53131,53704,53226,53850,53752,53901,54786,55036,53848,53487,53528,52899,52401,52540,53037,52421,52701,50671,52196,54085,55038,57057,60354,60994,58519,55429,53153,52130,52992,54372,53546,54699,54262,52853,53995,49374,47728,47268,45694,47180,44668,45048,46832,48615,49166,45784,44083,43792,44589,48748,50493,51755,51976,52745,53548,51289,51109,50849,49027,49044,47098,45011,43018,41763,40705,39266,38892,40963,30319,30801,30165,29901,26315,24377,23310,21860,20663,18531,17776,17108,15112,14288,13103,12099,69270
2015-01-01,OR,108554,304555,3603809,2027411,1989507,45662,46271,46259,46378,47204,47891,47846,49443,49241,48805,48075,48469,47848,47370,48737,49633,49144,49187,48811,47884,49356,50971,52627,55204,57759,57869,55062,53888,53827,54868,56465,55081,56397,57090,56432,57780,54237,53472,52693,50950,51741,49562,49129,50578,54166,54714,51563,48605,48027,48141,50368,51207,52269,53000,54338,55179,53805,54566,55362,54419,55428,55322,54677,52842,51417,50104,48390,47624,49896,35677,35366,34355,34563,29404,26599,24904,22946,21259,19530,18040,16867,14967,14314,13588,12780,83134
2015-01-01,PA,1590821,514517,10680421,6528852,6256907,141423,142380,142399,143351,144339,144822,144596,148848,149473,149574,149951,151371,151487,150817,155942,159900,158763,160235,170377,179823,174775,174068,171209,169913,172188,177179,174880,171950,167443,166274,164240,157647,159063,158579,156307,158221,149502,146571,144258,139838,143927,141754,146066,156139,168595,170783,165158,163981,167575,171292,182023,185564,184581,186206,191475,192838,191041,192944,190572,182679,180746,174217,168241,161729,154456,148107,144427,144187,152220,106899,104045,103914,110177,94998,86039,80146,76773,74532,69107,65973,63478,56844,55840,54111,52071,333313
2015-01-01,RI,94342,53401,908430,543263,512910,10897,10825,10915,11066,11135,11057,10936,11468,11542,11851,11932,12051,12132,12093,12305,12600,12861,13025,16662,18452,17754,17083,15692,14776,15543,15780,15524,15149,14303,13636,13680,13207,13322,13393,13178,13234,12414,12168,11925,11453,12020,11866,12178,12888,13743,14388,13865,14021,14416,14695,15720,15631,15503,15877,16026,15837,15616,15706,15554,15010,14829,14009,13285,12672,12102,11730,11356,11120,11896,8678,8463,8084,8505,7167,6367,6011,5614,5412,5078,4861,4570,4269,4275,3978,3996,28267
2015-01-01,SC,1386205,117896,3388152,2516245,2376008,57941,57609,57606,58641,58811,60311,61324,62801,63631,61885,61001,60778,60451,60575,62180,63692,61412,60824,63138,66434,66727,67959,68854,70488,72755,73032,68828,65138,62812,62264,62004,60730,61640,61820,61829,62775,59887,58706,58376,55503,58123,57455,59246,61902,65144,65409,61937,60685,60650,62758,66636,68623,67627,66946,68085,68555,66361,66331,66818,64485,65095,63359,61827,60659,59893,59352,58688,58952,62373,45335,44900,43415,44119,37726,34562,31787,28936,27018,24358,22900,21547,18974,17436,15959,14231,81904
2015-01-01,SD,19679,95476,738778,423755,430178,12316,12439,12153,12136,11865,11970,11971,12276,12233,12017,11799,11698,11249,10935,10935,11224,11097,10842,10848,12311,12089,12157,12261,12466,11658,11266,11149,11171,11065,11346,11425,11211,11049,11359,11263,11327,10348,9889,9895,9354,9325,8914,8800,9241,9672,9760,9400,9365,9350,9656,10393,11121,11488,11552,12009,12223,11764,11814,11685,11595,11452,11268,10912,10565,10194,9863,9329,8889,8879,6476,6273,6305,6307,5449,4928,4768,4540,4247,4088,4090,3896,3507,3438,3257,3110,20714
2015-01-01,TN,1165483,162999,5262326,3376303,3214505,81328,80412,80392,80951,80294,80718,81965,85139,85097,84409,83836,83740,83606,83701,85612,87173,86034,84819,81208,80951,84793,87783,90613,95819,98899,97538,92434,88574,85792,85425,86092,83479,85307,86001,85256,87779,83211,81569,81386,78051,82083,80363,82508,86677,91921,91814,86471,83620,83795,85898,91757,93538,92722,91588,92340,93125,90154,89867,90006,87017,86403,83903,80125,77153,75675,73670,73497,73343,76619,55382,54988,53463,54480,47315,43022,40681,37696,35206,31485,30462,28376,24816,23353,21857,19869,113519
2015-01-01,TX,3553873,1720400,22212541,13834140,13652674,401326,400524,395568,392760,400354,402765,402233,412043,411049,408222,407308,405362,403551,399077,405172,406851,395487,391424,379837,378925,382486,389146,400680,418163,422155,420382,406670,402112,400222,402838,406423,395896,401738,401344,396999,402412,375339,368691,366331,359848,366733,356210,358109,368241,379372,376039,352178,340869,333103,334671,350244,353626,352910,350165,349342,351303,335573,330507,324702,311221,305560,289174,277179,261706,252212,244757,235040,230682,237386,178003,175984,169107,165521,144044,134085,125118,114856,108841,99749,94355,90525,79996,74488,69089,64030,370496
2015-01-01,UT,50265,165797,2766435,1481877,1500620,50861,50577,51011,49437,50787,51675,51716,53094,52870,52105,51743,51416,50788,49369,49181,49489,47817,46656,44564,42062,43597,46577,50258,55190,54405,48895,45713,42600,40514,41546,43185,43216,44852,45562,45455,46474,44292,43836,42738,39849,38521,36016,34819,34756,35177,34301,31874,30192,29686,28896,29611,30166,30903,31109,31355,31332,30295,30232,30178,29003,28499,27648,26612,25112,23909,23120,22361,21753,22163,16201,16215,16390,16307,13850,12765,11992,11179,10618,9765,9271,8820,7803,7258,6798,6409,35285
2015-01-01,VA,1726706,639119,5997082,4248373,4114534,103015,101860,101998,102445,102828,102261,101100,104981,105610,104607,103998,104782,103406,103332,105333,106449,104617,104467,109035,112238,116037,119812,119297,118032,120106,121131,117549,117412,116735,117238,117358,113980,116542,116202,115513,117782,109979,108239,106126,102786,106081,103589,105669,111577,117280,117998,112301,110579,111002,113036,120267,123012,122333,120271,120735,120572,116177,115328,112706,108417,106592,102136,97544,92798,89760,88272,85906,85990,89042,65317,64158,62314,63462,54597,49390,46271,42924,40354,36904,34430,32556,28768,27465,25506,23283,142020
2015-01-01,VT,10223,14493,600481,316534,308663,5999,6186,6039,6118,6184,6213,6253,6529,6720,6709,6715,6942,6989,6827,7044,7314,7585,7724,9780,11200,11110,10397,9504,8362,7600,7344,6965,7155,7208,7134,7142,7146,7275,7241,7219,7405,6928,6945,6709,6600,6894,6743,6865,7350,8112,8359,8017,7887,8214,8455,9089,9375,9606,9779,10299,10036,10173,10162,10161,9782,9883,9478,9244,8903,8716,8338,8155,7918,8252,5907,5919,5675,5859,4755,4443,3957,3664,3557,3134,3004,2857,2645,2520,2330,2213,14054
